traj,em_collapsed,em_step,em_type,lam_collapsed,lam_step,lam_type
889,0,-1,0,0,-1,0
890,0,-1,0,0,-1,0
891,0,-1,0,0,-1,0
892,0,-1,0,0,-1,0
893,0,-1,0,0,-1,0
894,1,305,1,1,311,1
895,0,-1,0,0,-1,0
896,1,301,1,1,311,1
897,1,282,1,1,282,1
898,1,315,1,1,321,1
899,1,277,3,1,279,3
900,0,-1,0,0,-1,0
901,0,-1,0,0,-1,0
902,0,-1,0,0,-1,0
903,0,-1,0,0,-1,0
904,0,-1,0,0,-1,0
905,0,-1,0,0,-1,0
906,0,-1,0,0,-1,0
907,0,-1,0,0,-1,0
908,0,-1,0,0,-1,0
909,1,290,3,1,289,1
910,1,277,1,1,278,3
911,1,282,3,1,285,3
912,1,371,3,1,393,1
913,0,-1,0,0,-1,0
914,0,-1,0,0,-1,0
915,1,347,1,1,348,1
916,1,278,1,1,278,1
917,1,275,1,1,276,1
918,0,-1,0,0,-1,0
919,1,306,1,1,305,3
920,0,-1,0,0,-1,0
921,1,293,1,1,298,1
922,0,-1,0,0,-1,0
923,0,-1,0,0,-1,0
924,0,-1,0,0,-1,0
925,0,-1,0,0,-1,0
926,1,296,1,1,301,1
927,1,296,1,1,292,1
928,1,306,1,1,482,1
929,1,274,1,1,278,1
930,0,-1,0,0,-1,0
931,0,-1,0,0,-1,0
932,0,-1,0,0,-1,0
933,0,-1,0,0,-1,0
934,1,274,1,1,275,1
935,0,-1,0,0,-1,0
936,1,323,1,1,324,3
937,0,-1,0,0,-1,0
938,0,-1,0,0,-1,0
939,0,-1,0,0,-1,0
940,1,286,1,1,286,3
941,0,-1,0,0,-1,0
942,0,-1,0,0,-1,0
943,0,-1,0,0,-1,0
944,1,315,1,1,318,1
945,0,-1,0,0,-1,0
946,0,-1,0,0,-1,0
947,0,-1,0,0,-1,0
948,1,318,1,1,322,3
949,0,-1,0,0,-1,0
950,0,-1,0,0,-1,0
951,0,-1,0,0,-1,0
952,0,-1,0,0,-1,0
953,1,289,1,1,298,1
954,0,-1,0,0,-1,0
955,0,-1,0,0,-1,0
956,0,-1,0,0,-1,0
957,0,-1,0,0,-1,0
958,0,-1,0,0,-1,0
959,1,291,3,0,-1,0
960,0,-1,0,0,-1,0
961,0,-1,0,0,-1,0
962,0,-1,0,0,-1,0
963,0,-1,0,0,-1,0
964,0,-1,0,0,-1,0
965,0,-1,0,0,-1,0
966,0,-1,0,0,-1,0
967,0,-1,0,0,-1,0
968,0,-1,0,0,-1,0
969,0,-1,0,0,-1,0
970,0,-1,0,0,-1,0
971,0,-1,0,0,-1,0
972,1,279,1,1,277,1
973,0,-1,0,0,-1,0
974,1,270,1,1,273,3
975,1,277,1,1,285,1
976,0,-1,0,0,-1,0
977,0,-1,0,0,-1,0
978,0,-1,0,0,-1,0
979,0,-1,0,0,-1,0
980,0,-1,0,0,-1,0
981,0,-1,0,0,-1,0
982,1,283,1,1,287,1
983,1,284,3,1,290,3
984,0,-1,0,0,-1,0
985,0,-1,0,0,-1,0
986,0,-1,0,0,-1,0
987,0,-1,0,0,-1,0
988,0,-1,0,0,-1,0
989,0,-1,0,0,-1,0
990,0,-1,0,0,-1,0
991,0,-1,0,0,-1,0
992,1,278,1,1,280,1
993,0,-1,0,0,-1,0
994,1,307,1,1,302,3
995,0,-1,0,0,-1,0
996,1,281,3,1,290,3
997,0,-1,0,0,-1,0
998,0,-1,0,0,-1,0
999,0,-1,0,0,-1,0
1000,0,-1,0,0,-1,0
1001,1,281,1,1,284,3
1002,1,275,1,1,275,3
1003,0,-1,0,0,-1,0
1004,1,273,1,1,274,1
1005,1,278,1,1,290,3
1006,1,292,1,1,293,1
1007,0,-1,0,0,-1,0
1008,0,-1,0,0,-1,0
1009,0,-1,0,0,-1,0
1010,0,-1,0,0,-1,0
1011,0,-1,0,0,-1,0
1012,0,-1,0,0,-1,0
1013,0,-1,0,0,-1,0
1014,0,-1,0,0,-1,0
1015,0,-1,0,0,-1,0
1016,1,277,1,1,278,3
1017,0,-1,0,0,-1,0
1018,0,-1,0,0,-1,0
1019,0,-1,0,0,-1,0
1020,0,-1,0,0,-1,0
1021,1,288,3,1,287,1
1022,1,293,1,1,294,1
1023,0,-1,0,0,-1,0
1024,0,-1,0,0,-1,0
1025,1,333,1,1,332,1
1026,0,-1,0,0,-1,0
1027,0,-1,0,0,-1,0
1028,0,-1,0,0,-1,0
1029,0,-1,0,0,-1,0
1030,0,-1,0,0,-1,0
1031,0,-1,0,0,-1,0
1032,1,286,1,1,290,1
1033,1,319,1,1,324,1
1034,0,-1,0,0,-1,0
1035,1,275,1,1,277,1
1036,0,-1,0,0,-1,0
1037,1,351,1,1,341,1
1038,1,273,1,1,277,1
1039,0,-1,0,0,-1,0
1040,0,-1,0,0,-1,0
1041,0,-1,0,0,-1,0
1042,0,-1,0,0,-1,0
1043,1,271,1,1,274,1
1044,0,-1,0,0,-1,0
1045,0,-1,0,0,-1,0
1046,1,270,1,1,271,1
1047,0,-1,0,0,-1,0
1048,0,-1,0,0,-1,0
1049,0,-1,0,0,-1,0
1050,1,272,1,1,278,1
1051,1,291,1,1,311,1
1052,0,-1,0,0,-1,0
1053,0,-1,0,0,-1,0
1054,0,-1,0,0,-1,0
1055,0,-1,0,0,-1,0
1056,1,270,1,1,274,1
1057,0,-1,0,0,-1,0
1058,0,-1,0,0,-1,0
1059,0,-1,0,0,-1,0
1060,0,-1,0,0,-1,0
1061,0,-1,0,0,-1,0
1062,0,-1,0,0,-1,0
1063,1,290,1,0,-1,0
1064,1,363,1,1,376,3
1065,0,-1,0,0,-1,0
1066,0,-1,0,0,-1,0
1067,1,287,1,1,286,1
1068,0,-1,0,0,-1,0
1069,1,294,1,1,291,1
1070,0,-1,0,0,-1,0
1071,0,-1,0,0,-1,0
1072,0,-1,0,0,-1,0
1073,0,-1,0,0,-1,0
1074,0,-1,0,0,-1,0
1075,0,-1,0,0,-1,0
1076,0,-1,0,0,-1,0
1077,1,290,1,1,295,1
1078,0,-1,0,0,-1,0
1079,0,-1,0,0,-1,0
1080,0,-1,0,0,-1,0
1081,0,-1,0,0,-1,0
1082,0,-1,0,0,-1,0
1083,0,-1,0,0,-1,0
1084,0,-1,0,0,-1,0
1085,1,288,1,1,290,1
1086,1,319,1,1,320,1
1087,1,276,1,1,278,1
1088,0,-1,0,0,-1,0
1089,0,-1,0,0,-1,0
1090,0,-1,0,0,-1,0
1091,1,371,1,0,-1,0
1092,0,-1,0,0,-1,0
1093,0,-1,0,0,-1,0
1094,1,297,3,1,294,1
1095,0,-1,0,0,-1,0
1096,0,-1,0,0,-1,0
1097,0,-1,0,0,-1,0
1098,0,-1,0,0,-1,0
1099,1,314,1,1,315,1
1100,1,282,1,1,284,1
1101,1,289,1,1,291,3
1102,0,-1,0,0,-1,0
1103,0,-1,0,0,-1,0
1104,0,-1,0,0,-1,0
1105,0,-1,0,0,-1,0
1106,0,-1,0,0,-1,0
1107,1,371,3,1,359,1
1108,0,-1,0,0,-1,0
1109,1,314,1,1,325,3
1110,0,-1,0,0,-1,0
1111,0,-1,0,0,-1,0
1112,1,324,1,1,340,1
1113,0,-1,0,0,-1,0
1114,0,-1,0,0,-1,0
1115,0,-1,0,0,-1,0
1116,0,-1,0,0,-1,0
1117,0,-1,0,0,-1,0
1118,1,289,1,1,290,1
1119,1,323,1,1,360,1
1120,1,284,1,1,286,1
1121,1,269,1,1,272,3
1122,0,-1,0,0,-1,0
1123,0,-1,0,0,-1,0
1124,0,-1,0,0,-1,0
1125,0,-1,0,0,-1,0
1126,0,-1,0,0,-1,0
1127,1,270,1,1,273,1
1128,0,-1,0,0,-1,0
1129,1,349,1,1,351,3
1130,1,321,1,1,322,1
1131,1,283,1,1,283,1
1132,0,-1,0,0,-1,0
1133,1,313,1,1,317,3
1134,1,272,1,1,274,1
1135,1,263,1,1,265,1
1136,0,-1,0,0,-1,0
1137,1,292,1,1,293,1
1138,0,-1,0,0,-1,0
1139,0,-1,0,0,-1,0
1140,1,338,1,1,333,1
1141,0,-1,0,0,-1,0
1142,1,328,1,1,318,1
1143,0,-1,0,0,-1,0
1144,0,-1,0,0,-1,0
1145,1,364,1,1,362,1
1146,0,-1,0,0,-1,0
1147,1,278,1,1,282,1
1148,0,-1,0,0,-1,0
1149,1,335,1,1,340,1
1150,1,286,1,1,288,1
1151,0,-1,0,0,-1,0
1152,1,301,1,1,301,1
1153,1,285,1,1,287,1
1154,0,-1,0,0,-1,0
1155,0,-1,0,0,-1,0
1156,0,-1,0,0,-1,0
1157,1,283,1,1,286,1
1158,0,-1,0,0,-1,0
1159,0,-1,0,0,-1,0
1160,1,385,1,1,386,3
1161,0,-1,0,0,-1,0
1162,0,-1,0,0,-1,0
1163,0,-1,0,0,-1,0
1164,0,-1,0,0,-1,0
1165,1,304,1,1,305,1
1166,0,-1,0,0,-1,0
1167,0,-1,0,0,-1,0
1168,1,300,1,1,311,1
1169,0,-1,0,0,-1,0
1170,0,-1,0,0,-1,0
1171,0,-1,0,0,-1,0
1172,1,318,1,1,319,1
1173,0,-1,0,0,-1,0
1174,0,-1,0,0,-1,0
1175,1,364,1,0,-1,0
1176,0,-1,0,0,-1,0
1177,1,298,1,1,300,1
1178,0,-1,0,0,-1,0
1179,1,300,1,1,302,1
1180,0,-1,0,0,-1,0
1181,0,-1,0,0,-1,0
1182,0,-1,0,0,-1,0
1183,0,-1,0,0,-1,0
1184,0,-1,0,0,-1,0
1185,0,-1,0,0,-1,0
1186,0,-1,0,0,-1,0
1187,0,-1,0,0,-1,0
1188,0,-1,0,0,-1,0
1189,0,-1,0,0,-1,0
1190,1,307,1,1,310,1
1191,1,316,3,1,313,1
1192,0,-1,0,0,-1,0
1193,0,-1,0,0,-1,0
1194,1,326,1,1,327,1
1195,0,-1,0,0,-1,0
1196,0,-1,0,0,-1,0
1197,0,-1,0,0,-1,0
1198,0,-1,0,0,-1,0
1199,0,-1,0,0,-1,0
1200,1,303,1,1,304,1
1201,0,-1,0,0,-1,0
1202,0,-1,0,0,-1,0
1203,0,-1,0,0,-1,0
1204,0,-1,0,0,-1,0
1205,0,-1,0,0,-1,0
1206,0,-1,0,0,-1,0
1207,0,-1,0,0,-1,0
1208,0,-1,0,0,-1,0
1209,0,-1,0,0,-1,0
1210,0,-1,0,0,-1,0
1211,0,-1,0,0,-1,0
1212,0,-1,0,0,-1,0
1213,0,-1,0,0,-1,0
1214,0,-1,0,0,-1,0
1215,1,297,1,1,303,1
1216,0,-1,0,0,-1,0
1217,1,292,3,1,297,3
1218,0,-1,0,0,-1,0
1219,0,-1,0,0,-1,0
1220,0,-1,0,0,-1,0
1221,1,367,1,1,352,1
1222,0,-1,0,0,-1,0
1223,0,-1,0,0,-1,0
1224,1,329,1,1,336,3
1225,1,273,1,1,276,1
1226,0,-1,0,0,-1,0
1227,0,-1,0,0,-1,0
1228,0,-1,0,0,-1,0
1229,0,-1,0,0,-1,0
1230,0,-1,0,0,-1,0
1231,1,277,3,1,280,3
1232,1,281,1,1,283,1
1233,0,-1,0,0,-1,0
1234,0,-1,0,0,-1,0
1235,1,314,1,1,316,1
1236,0,-1,0,0,-1,0
1237,0,-1,0,0,-1,0
1238,0,-1,0,0,-1,0
1239,1,268,1,1,271,1
1240,0,-1,0,0,-1,0
1241,0,-1,0,0,-1,0
1242,0,-1,0,0,-1,0
1243,0,-1,0,0,-1,0
1244,0,-1,0,0,-1,0
1245,1,302,1,1,306,1
1246,0,-1,0,0,-1,0
1247,1,273,1,1,277,1
1248,1,279,1,1,281,1
1249,0,-1,0,0,-1,0
1250,1,365,1,0,-1,0
1251,1,287,1,1,301,1
1252,0,-1,0,0,-1,0
1253,0,-1,0,0,-1,0
1254,1,472,1,0,-1,0
1255,0,-1,0,0,-1,0
1256,0,-1,0,0,-1,0
1257,0,-1,0,0,-1,0
1258,1,319,1,1,318,3
1259,1,300,1,1,309,1
1260,1,326,1,1,329,3
1261,0,-1,0,0,-1,0
1262,1,290,1,1,293,1
1263,0,-1,0,0,-1,0
1264,0,-1,0,0,-1,0
1265,0,-1,0,0,-1,0
1266,0,-1,0,0,-1,0
1267,1,305,1,1,309,1
1268,0,-1,0,0,-1,0
1269,0,-1,0,0,-1,0
1270,0,-1,0,0,-1,0
1271,0,-1,0,0,-1,0
1272,0,-1,0,0,-1,0
1273,0,-1,0,0,-1,0
1274,0,-1,0,0,-1,0
1275,0,-1,0,0,-1,0
1276,0,-1,0,0,-1,0
1277,1,273,1,1,275,1
1278,0,-1,0,0,-1,0
1279,0,-1,0,0,-1,0
1280,0,-1,0,0,-1,0
1281,1,287,3,1,293,3
1282,0,-1,0,0,-1,0
1283,0,-1,0,0,-1,0
1284,1,403,1,1,428,1
1285,0,-1,0,0,-1,0
1286,0,-1,0,0,-1,0
1287,0,-1,0,0,-1,0
1288,0,-1,0,0,-1,0
1289,1,287,1,1,289,1
1290,0,-1,0,0,-1,0
1291,1,276,3,1,278,3
1292,1,282,1,1,281,1
1293,0,-1,0,0,-1,0
1294,0,-1,0,0,-1,0
1295,0,-1,0,0,-1,0
1296,1,287,1,1,289,1
1297,0,-1,0,0,-1,0
1298,0,-1,0,0,-1,0
1299,0,-1,0,0,-1,0
1300,0,-1,0,0,-1,0
1301,0,-1,0,0,-1,0
1302,1,292,1,1,294,1
1303,1,263,3,1,266,1
1304,0,-1,0,0,-1,0
1305,0,-1,0,0,-1,0
1306,0,-1,0,0,-1,0
1307,0,-1,0,0,-1,0
1308,0,-1,0,0,-1,0
1309,1,330,1,1,333,1
1310,0,-1,0,0,-1,0
1311,1,302,1,1,306,1
1312,1,291,1,1,293,1
1313,1,318,1,1,319,1
1314,0,-1,0,0,-1,0
1315,0,-1,0,0,-1,0
1316,0,-1,0,0,-1,0
1317,0,-1,0,0,-1,0
1318,0,-1,0,0,-1,0
1319,0,-1,0,0,-1,0
1320,0,-1,0,0,-1,0
1321,1,296,1,1,309,3
1322,1,306,1,1,306,1
1323,0,-1,0,0,-1,0
1324,0,-1,0,0,-1,0
1325,0,-1,0,0,-1,0
1326,1,284,1,1,290,1
1327,0,-1,0,0,-1,0
1328,0,-1,0,0,-1,0
1329,0,-1,0,0,-1,0
1330,0,-1,0,0,-1,0
1331,0,-1,0,0,-1,0
1332,0,-1,0,0,-1,0
1333,1,275,1,1,281,1
1334,0,-1,0,0,-1,0
1335,0,-1,0,0,-1,0
1336,0,-1,0,0,-1,0
1337,1,328,1,1,323,1
1338,0,-1,0,0,-1,0
1339,0,-1,0,0,-1,0
1340,0,-1,0,0,-1,0
1341,0,-1,0,0,-1,0
1342,0,-1,0,0,-1,0
1343,0,-1,0,0,-1,0
1344,0,-1,0,0,-1,0
1345,0,-1,0,0,-1,0
1346,0,-1,0,0,-1,0
1347,0,-1,0,0,-1,0
1348,1,279,1,1,284,1
1349,1,318,3,1,317,1
1350,0,-1,0,0,-1,0
1351,0,-1,0,0,-1,0
1352,0,-1,0,0,-1,0
1353,0,-1,0,0,-1,0
1354,0,-1,0,0,-1,0
1355,0,-1,0,0,-1,0
1356,0,-1,0,0,-1,0
1357,0,-1,0,0,-1,0
1358,1,276,1,1,277,1
1359,0,-1,0,0,-1,0
1360,0,-1,0,0,-1,0
1361,0,-1,0,0,-1,0
1362,0,-1,0,0,-1,0
1363,0,-1,0,0,-1,0
1364,0,-1,0,0,-1,0
1365,1,272,1,1,272,1
1366,0,-1,0,0,-1,0
1367,0,-1,0,0,-1,0
1368,1,274,1,0,-1,0
1369,0,-1,0,0,-1,0
1370,0,-1,0,0,-1,0
1371,0,-1,0,0,-1,0
1372,0,-1,0,0,-1,0
1373,1,317,1,1,319,3
1374,0,-1,0,0,-1,0
1375,0,-1,0,0,-1,0
1376,0,-1,0,0,-1,0
1377,0,-1,0,0,-1,0
1378,0,-1,0,0,-1,0
1379,0,-1,0,0,-1,0
1380,0,-1,0,0,-1,0
1381,0,-1,0,0,-1,0
1382,1,277,1,1,281,1
1383,0,-1,0,0,-1,0
1384,0,-1,0,0,-1,0
1385,0,-1,0,0,-1,0
1386,0,-1,0,0,-1,0
1387,1,381,1,1,386,3
1388,0,-1,0,0,-1,0
1389,1,298,1,1,300,1
1390,1,284,3,1,287,1
1391,0,-1,0,0,-1,0
1392,0,-1,0,0,-1,0
1393,1,274,1,1,276,1
1394,0,-1,0,0,-1,0
1395,1,286,1,1,288,1
1396,0,-1,0,0,-1,0
1397,0,-1,0,0,-1,0
1398,1,309,3,1,311,3
1399,0,-1,0,0,-1,0
1400,0,-1,0,0,-1,0
1401,0,-1,0,0,-1,0
1402,0,-1,0,0,-1,0
1403,0,-1,0,0,-1,0
1404,0,-1,0,0,-1,0
1405,0,-1,0,0,-1,0
1406,0,-1,0,0,-1,0
1407,0,-1,0,0,-1,0
1408,0,-1,0,0,-1,0
1409,1,273,1,1,274,1
1410,0,-1,0,0,-1,0
1411,0,-1,0,0,-1,0
1412,0,-1,0,0,-1,0
1413,0,-1,0,0,-1,0
1414,0,-1,0,0,-1,0
1415,0,-1,0,0,-1,0
1416,1,280,1,1,281,3
1417,0,-1,0,0,-1,0
1418,0,-1,0,0,-1,0
1419,0,-1,0,0,-1,0
1420,1,306,1,1,328,3
1421,0,-1,0,0,-1,0
1422,1,292,1,1,294,3
1423,0,-1,0,0,-1,0
1424,0,-1,0,0,-1,0
1425,1,272,1,1,274,1
1426,0,-1,0,0,-1,0
1427,0,-1,0,0,-1,0
1428,0,-1,0,0,-1,0
1429,0,-1,0,0,-1,0
1430,0,-1,0,0,-1,0
1431,0,-1,0,0,-1,0
1432,1,305,1,1,305,1
1433,0,-1,0,0,-1,0
1434,1,290,1,1,292,1
1435,0,-1,0,0,-1,0
1436,0,-1,0,0,-1,0
1437,0,-1,0,0,-1,0
1438,0,-1,0,0,-1,0
1439,0,-1,0,0,-1,0
1440,1,286,1,0,-1,0
1441,1,281,1,1,279,1
1442,0,-1,0,0,-1,0
1443,1,357,1,1,349,1
1444,1,270,1,1,276,1
1445,1,314,3,1,314,3
1446,0,-1,0,0,-1,0
1447,1,294,1,1,297,3
1448,1,280,1,1,283,1
1449,0,-1,0,0,-1,0
1450,1,297,1,1,300,1
1451,0,-1,0,0,-1,0
1452,1,296,1,1,298,1
1453,0,-1,0,0,-1,0
1454,0,-1,0,0,-1,0
1455,1,284,3,1,289,1
1456,0,-1,0,0,-1,0
1457,0,-1,0,0,-1,0
1458,1,271,1,1,272,1
1459,1,358,1,1,350,1
1460,1,356,1,1,372,3
1461,0,-1,0,0,-1,0
1462,1,320,1,1,422,1
1463,1,295,1,1,576,1
1464,0,-1,0,0,-1,0
1465,1,333,1,1,331,1
1466,1,288,3,1,290,3
1467,0,-1,0,0,-1,0
1468,1,295,1,1,298,1
1469,1,284,3,1,284,3
1470,0,-1,0,0,-1,0
1471,0,-1,0,0,-1,0
1472,0,-1,0,0,-1,0
1473,0,-1,0,0,-1,0
1474,1,292,1,1,293,1
1475,1,425,1,1,374,1
1476,1,291,1,1,300,3
1477,0,-1,0,0,-1,0
1478,0,-1,0,0,-1,0
1479,0,-1,0,0,-1,0
1480,0,-1,0,0,-1,0
1481,0,-1,0,0,-1,0
1482,0,-1,0,0,-1,0
1483,0,-1,0,0,-1,0
1484,1,265,1,1,266,1
1485,1,310,1,1,313,1
1486,1,271,1,1,275,3
1487,1,331,1,1,337,3
1488,0,-1,0,0,-1,0
1489,0,-1,0,0,-1,0
1490,1,349,1,1,356,1
1491,1,336,1,1,350,1
1492,0,-1,0,0,-1,0
1493,1,290,3,1,291,3
1494,0,-1,0,0,-1,0
1495,0,-1,0,0,-1,0
1496,0,-1,0,0,-1,0
1497,0,-1,0,0,-1,0
1498,1,335,1,1,350,1
1499,1,271,1,1,273,1
1500,1,290,3,1,291,3
1501,0,-1,0,0,-1,0
1502,0,-1,0,0,-1,0
1503,1,303,1,1,306,1
1504,0,-1,0,0,-1,0
1505,1,322,3,1,315,3
1506,0,-1,0,0,-1,0
1507,0,-1,0,0,-1,0
1508,1,283,3,1,281,1
1509,0,-1,0,0,-1,0
1510,0,-1,0,0,-1,0
1511,0,-1,0,0,-1,0
1512,1,324,1,1,321,1
1513,0,-1,0,0,-1,0
1514,0,-1,0,0,-1,0
1515,0,-1,0,0,-1,0
1516,0,-1,0,0,-1,0
1517,0,-1,0,0,-1,0
1518,0,-1,0,0,-1,0
1519,1,278,1,1,279,3
1520,0,-1,0,0,-1,0
1521,1,294,1,1,298,1
1522,0,-1,0,0,-1,0
1523,1,287,1,1,288,1
1524,0,-1,0,0,-1,0
1525,1,284,1,1,283,1
1526,1,270,1,1,277,1
1527,0,-1,0,0,-1,0
1528,0,-1,0,0,-1,0
1529,0,-1,0,0,-1,0
1530,0,-1,0,0,-1,0
1531,0,-1,0,0,-1,0
1532,0,-1,0,0,-1,0
1533,0,-1,0,0,-1,0
1534,0,-1,0,0,-1,0
1535,0,-1,0,0,-1,0
1536,0,-1,0,0,-1,0
1537,1,282,1,1,302,3
1538,0,-1,0,0,-1,0
1539,0,-1,0,0,-1,0
1540,0,-1,0,0,-1,0
1541,1,302,1,1,301,1
1542,0,-1,0,0,-1,0
1543,1,301,1,1,299,3
1544,1,283,1,1,284,1
1545,1,299,1,1,298,3
1546,1,299,1,1,299,3
1547,0,-1,0,0,-1,0
1548,1,311,1,1,314,1
1549,0,-1,0,0,-1,0
1550,1,291,1,1,292,3
1551,0,-1,0,0,-1,0
1552,0,-1,0,0,-1,0
1553,1,300,1,1,309,1
1554,1,267,1,1,267,1
1555,1,302,3,1,305,3
1556,0,-1,0,0,-1,0
1557,0,-1,0,0,-1,0
1558,1,281,3,0,-1,0
1559,1,288,1,1,289,1
1560,0,-1,0,0,-1,0
1561,0,-1,0,0,-1,0
1562,0,-1,0,0,-1,0
1563,0,-1,0,0,-1,0
1564,1,284,1,1,286,1
1565,1,308,1,1,311,1
1566,1,305,1,1,306,1
1567,1,299,1,1,303,1
1568,0,-1,0,0,-1,0
1569,0,-1,0,0,-1,0
1570,0,-1,0,0,-1,0
1571,0,-1,0,0,-1,0
1572,0,-1,0,0,-1,0
1573,0,-1,0,0,-1,0
1574,0,-1,0,0,-1,0
1575,0,-1,0,0,-1,0
1576,0,-1,0,0,-1,0
1577,0,-1,0,0,-1,0
1578,0,-1,0,0,-1,0
1579,1,312,1,1,312,1
1580,1,279,1,1,279,1
1581,1,275,1,1,276,1
1582,0,-1,0,0,-1,0
1583,0,-1,0,0,-1,0
1584,0,-1,0,0,-1,0
1585,0,-1,0,0,-1,0
1586,0,-1,0,0,-1,0
1587,0,-1,0,0,-1,0
1588,0,-1,0,0,-1,0
1589,1,394,3,0,-1,0
1590,0,-1,0,0,-1,0
1591,1,303,1,1,304,1
1592,1,280,1,1,282,3
1593,0,-1,0,0,-1,0
1594,1,314,1,1,331,1
1595,0,-1,0,0,-1,0
1596,0,-1,0,0,-1,0
1597,0,-1,0,0,-1,0
1598,0,-1,0,0,-1,0
1599,0,-1,0,0,-1,0
1600,1,288,1,1,289,1
1601,0,-1,0,0,-1,0
1602,0,-1,0,0,-1,0
1603,0,-1,0,0,-1,0
1604,0,-1,0,0,-1,0
1605,1,288,1,1,290,1
1606,0,-1,0,0,-1,0
1607,0,-1,0,0,-1,0
1608,1,308,1,1,308,1
1609,0,-1,0,0,-1,0
1610,1,266,1,1,267,3
1611,1,318,1,1,320,1
1612,1,343,1,1,328,1
1613,0,-1,0,0,-1,0
1614,0,-1,0,0,-1,0
1615,0,-1,0,0,-1,0
1616,1,356,1,1,360,1
1617,1,435,3,0,-1,0
1618,1,289,1,1,315,1
1619,1,282,3,1,284,1
1620,1,302,1,1,305,1
1621,1,280,1,1,281,1
1622,0,-1,0,0,-1,0
1623,0,-1,0,0,-1,0
1624,0,-1,0,0,-1,0
1625,0,-1,0,0,-1,0
1626,0,-1,0,0,-1,0
1627,0,-1,0,0,-1,0
1628,1,312,1,1,309,1
1629,0,-1,0,0,-1,0
1630,0,-1,0,0,-1,0
1631,0,-1,0,0,-1,0
1632,0,-1,0,0,-1,0
1633,0,-1,0,0,-1,0
1634,1,310,1,1,304,1
1635,0,-1,0,0,-1,0
1636,1,284,1,1,288,3
1637,0,-1,0,0,-1,0
1638,0,-1,0,0,-1,0
1639,0,-1,0,0,-1,0
1640,0,-1,0,0,-1,0
1641,0,-1,0,0,-1,0
1642,1,289,1,1,294,1
1643,0,-1,0,0,-1,0
1644,0,-1,0,0,-1,0
1645,0,-1,0,0,-1,0
1646,1,273,1,1,275,1
1647,1,276,1,1,281,1
1648,0,-1,0,0,-1,0
1649,0,-1,0,0,-1,0
1650,1,268,1,1,276,1
1651,1,356,1,1,367,1
1652,0,-1,0,0,-1,0
1653,0,-1,0,0,-1,0
1654,1,276,1,1,276,1
1655,1,334,1,1,338,1
1656,0,-1,0,0,-1,0
1657,0,-1,0,0,-1,0
1658,0,-1,0,0,-1,0
1659,0,-1,0,0,-1,0
1660,1,309,1,1,313,1
1661,0,-1,0,0,-1,0
1662,0,-1,0,0,-1,0
1663,0,-1,0,0,-1,0
1664,0,-1,0,0,-1,0
1665,0,-1,0,0,-1,0
1666,0,-1,0,0,-1,0
1667,0,-1,0,0,-1,0
1668,0,-1,0,0,-1,0
1669,0,-1,0,0,-1,0
1670,1,277,1,1,279,3
1671,0,-1,0,0,-1,0
1672,0,-1,0,0,-1,0
1673,0,-1,0,0,-1,0
1674,1,273,1,1,276,1
1675,0,-1,0,0,-1,0
1676,0,-1,0,0,-1,0
1677,0,-1,0,0,-1,0
1678,0,-1,0,0,-1,0
1679,0,-1,0,0,-1,0
1680,1,274,1,1,281,1
1681,0,-1,0,0,-1,0
1682,0,-1,0,0,-1,0
1683,0,-1,0,0,-1,0
1684,1,299,1,1,447,1
1685,1,274,1,1,279,1
1686,0,-1,0,0,-1,0
1687,0,-1,0,0,-1,0
1688,0,-1,0,0,-1,0
1689,1,298,1,1,296,1
1690,1,297,1,1,290,1
1691,0,-1,0,0,-1,0
1692,0,-1,0,0,-1,0
1693,1,400,1,0,-1,0
1694,0,-1,0,0,-1,0
1695,0,-1,0,0,-1,0
1696,1,353,1,1,350,1
1697,0,-1,0,0,-1,0
1698,0,-1,0,0,-1,0
1699,1,267,1,1,270,1
1700,0,-1,0,0,-1,0
1701,0,-1,0,0,-1,0
1702,1,269,1,1,272,1
1703,0,-1,0,0,-1,0
1704,0,-1,0,0,-1,0
1705,0,-1,0,0,-1,0
1706,1,335,1,1,341,3
1707,0,-1,0,0,-1,0
1708,1,302,1,1,302,1
1709,1,362,1,1,348,1
1710,0,-1,0,0,-1,0
1711,0,-1,0,0,-1,0
1712,0,-1,0,0,-1,0
1713,0,-1,0,1,412,1
1714,1,297,1,1,296,1
1715,0,-1,0,0,-1,0
1716,0,-1,0,0,-1,0
1717,1,301,1,1,303,3
1718,0,-1,0,0,-1,0
1719,0,-1,0,0,-1,0
1720,1,306,1,1,306,1
1721,0,-1,0,0,-1,0
1722,1,349,1,1,351,1
1723,0,-1,0,0,-1,0
1724,1,316,1,1,322,3
1725,0,-1,0,0,-1,0
1726,1,275,1,1,313,1
1727,0,-1,0,0,-1,0
1728,0,-1,0,0,-1,0
1729,0,-1,0,0,-1,0
1730,0,-1,0,0,-1,0
1731,1,332,1,1,615,3
1732,1,323,1,1,327,1
1733,1,313,1,1,320,1
1734,0,-1,0,0,-1,0
1735,1,288,1,1,292,1
1736,0,-1,0,0,-1,0
1737,1,295,1,1,287,3
1738,0,-1,0,0,-1,0
1739,0,-1,0,0,-1,0
1740,0,-1,0,0,-1,0
1741,0,-1,0,0,-1,0
1742,1,295,1,1,298,3
1743,0,-1,0,0,-1,0
1744,1,293,1,1,293,3
1745,0,-1,0,0,-1,0
1746,0,-1,0,0,-1,0
1747,1,337,1,1,343,1
