Date,n_sectors,rho,sigma_single,sigma_port,DB,DB_theory,DB_max,NFCI,VIX
2004-05-14,9,0.6368231663635037,0.15703473377511795,0.12937753937080376,1.2137712197868211,1.2152039533096908,3.0,-0.713,18.46999931335449
2004-05-17,9,0.6429352293242133,0.15805297418614062,0.13066491587163354,1.20960529558993,1.2103583356509673,3.0,-0.713,19.959999084472656
2004-05-18,9,0.641532994283515,0.1593932701013692,0.13156308344091291,1.211534922507006,1.2114648968868948,3.0,-0.713,19.32999992370605
2004-05-19,9,0.6415107433475753,0.1595571813112647,0.13163539463642782,1.212114581735071,1.211482480484009,3.0,-0.713,18.93000030517578
2004-05-20,9,0.6385208541556335,0.1594442149092558,0.13131883717464254,1.2141762624444274,1.2138521991486537,3.0,-0.713,18.670000076293945
2004-05-21,9,0.6376047255505582,0.15966574823154112,0.13142350298348118,1.2148949358898897,1.2145810898217257,3.0,-0.703,18.489999771118164
2004-05-24,9,0.6344929393048129,0.160711806981753,0.1321034363253888,1.2165603821682418,1.2170667306329002,3.0,-0.703,18.07999992370605
2004-05-25,9,0.6457330454706757,0.16283438113001292,0.13482116694712204,1.2077805348909187,1.208159494633678,3.0,-0.703,15.960000038146973
2004-05-26,9,0.6434329780572319,0.1624756238844956,0.13430311227576525,1.2097681217608987,1.2099662702815066,3.0,-0.703,15.970000267028809
2004-05-27,9,0.6413348226446633,0.16347415028736337,0.134797379788926,1.2127398213773977,1.2116215271600457,3.0,-0.703,15.279999732971191
2004-05-28,9,0.6413340409336991,0.16322851019550738,0.13460218648747466,1.2126735416047385,1.2116221451265852,3.0,-0.696,15.5
2004-06-01,9,0.6410382574899998,0.1630175399068125,0.13436762776328923,1.213220346451266,1.2118560389167627,3.0,-0.696,16.299999237060547
2004-06-02,9,0.6448713540422587,0.16197585738995673,0.13377338084795937,1.2108227837498629,1.2088354319392904,3.0,-0.696,16.079999923706055
2004-06-03,9,0.6472094772923724,0.16231398672467331,0.13427501586869978,1.2088174830929928,1.2070039671421426,3.0,-0.696,17.030000686645508
2004-06-04,9,0.6369415633406983,0.1593377633224836,0.13071643658541557,1.2189573666840716,1.2151095352655177,3.0,-0.691,16.780000686645508
2004-06-07,9,0.6339929346102688,0.15800545443989314,0.12966913782235492,1.2185278401122603,1.2174675504967856,3.0,-0.691,15.390000343322754
2004-06-08,9,0.6293072745625115,0.1560207061432652,0.12738921125391958,1.2247560417991414,1.2212430724497272,3.0,-0.691,15.010000228881836
2004-06-09,9,0.6311206637991842,0.15434772955709583,0.12613753510823475,1.2236463113430494,1.2197777518038824,3.0,-0.691,15.390000343322754
2004-06-10,9,0.6304855426242727,0.15397158658004403,0.1257778224433842,1.2241552889767238,1.2202903651389918,3.0,-0.691,15.039999961853027
2004-06-14,9,0.6310299060765842,0.15333763942604323,0.1252935652286517,1.2238269311453713,1.2198509638076436,3.0,-0.688,16.06999969482422
2004-06-15,9,0.634692464546433,0.15403268443201934,0.12623553698497122,1.2202006511871333,1.216906895244585,3.0,-0.688,15.050000190734863
2004-06-16,9,0.6296886734908053,0.15259711149585525,0.124621655394033,1.2244831045885927,1.2209344420975952,3.0,-0.688,14.789999961853027
2004-06-17,9,0.6121779361583555,0.14972871035448174,0.1208353748582538,1.2391132193707457,1.2353502205472406,3.0,-0.688,15.149999618530272
2004-06-18,9,0.6117534664760587,0.1498344992221087,0.12091607216932784,1.239161151482693,1.2357060337428443,3.0,-0.686,14.989999771118164
2004-06-21,9,0.6151777523422278,0.1492950321185571,0.12089511630946581,1.2349136729096115,1.232844345457848,3.0,-0.686,15.260000228881836
2004-06-22,9,0.6119060179691509,0.14608791779292593,0.11816961312151718,1.2362562077841412,1.2355781215308537,3.0,-0.686,14.3100004196167
2004-06-23,9,0.6182566008062033,0.1469659935698377,0.11945014640855499,1.2303542355416655,1.2302882430804192,3.0,-0.686,13.979999542236328
2004-06-24,9,0.6105873351565947,0.14532559540109494,0.11759965372408711,1.2357655043956046,1.2366851322034484,3.0,-0.686,14.8100004196167
2004-06-25,9,0.6079798894928663,0.14519931085587015,0.1172543421968936,1.2383277935417636,1.238882823228228,3.0,-0.687,15.1899995803833
2004-06-28,9,0.6086538369778323,0.14551938870450745,0.11758610348727945,1.2375560069498335,1.2383136625716265,3.0,-0.687,16.06999969482422
2004-06-29,9,0.6083002985888681,0.14539102383933877,0.11748677424655919,1.2375097092564595,1.2386121341963547,3.0,-0.687,15.470000267028809
2004-06-30,9,0.6157526520674348,0.14394959710441932,0.11690085857144758,1.2313818637733962,1.2323658460257219,3.0,-0.687,14.34000015258789
2004-07-01,9,0.6223188263741926,0.14541655084003519,0.11852895932871509,1.2268440696990601,1.2269399275731034,3.0,-0.687,15.199999809265137
2004-07-02,9,0.6193976012320345,0.14574958860866943,0.11856340417133411,1.2292965913668352,1.229344998680907,3.0,-0.688,15.079999923706056
2004-07-06,9,0.6167249087124056,0.1461486367869715,0.11863356067924985,1.2319333243492057,1.23155788557434,3.0,-0.688,16.25
2004-07-07,9,0.6175674246427829,0.1460382700102485,0.11864568353303077,1.2308772275696964,1.230859025385144,3.0,-0.688,15.8100004196167
2004-07-08,9,0.626405252214748,0.14541524954450444,0.11888059535603292,1.223204250525525,1.2235990976128819,3.0,-0.688,16.200000762939453
2004-07-09,9,0.6110566685591068,0.14201811030495046,0.11495116082291891,1.2354647772868332,1.2362907942275303,3.0,-0.69,15.779999732971191
2004-07-12,9,0.6178468682494952,0.14152021992936356,0.11493662449801657,1.231289160852342,1.2306274917720619,3.0,-0.69,14.960000038146973
2004-07-13,9,0.6268495978521625,0.14046624610702207,0.11475816872038551,1.2240195854752238,1.2232374685859218,3.0,-0.69,14.460000038146973
2004-07-14,9,0.6222401058813108,0.14008766813757761,0.11407840647121695,1.2279946088914122,1.227004553903672,3.0,-0.69,13.760000228881836
2004-07-15,9,0.6198025842503744,0.14033589388672196,0.11414706347155308,1.2294306101154804,1.229010727858757,3.0,-0.69,14.710000038146973
2004-07-16,9,0.596929589170442,0.1373624263364459,0.10995849107594995,1.249220728589006,1.2483283686115085,3.0,-0.692,14.34000015258789
2004-07-19,9,0.6015419135195583,0.13652467469856663,0.10977581794523704,1.24366802501689,1.2443596626948807,3.0,-0.692,15.170000076293944
2004-07-20,9,0.5762750416601057,0.13224260419447428,0.10416624902232595,1.2695340903187435,1.2665783781867799,3.0,-0.692,14.170000076293944
2004-07-21,9,0.598638000339456,0.1348157433723704,0.10786816335035278,1.2498195870313713,1.2468539308790254,3.0,-0.692,16.40999984741211
2004-07-22,9,0.5948381597262816,0.1348913169753484,0.10767727995712521,1.2527370400613689,1.2501405100368481,3.0,-0.692,15.75
