xi,target,J,h_eff_star,h0_star_pred_window,h0_star_pred_equil
0.35,0.3,4.66,0.2957760457225487,1.4788802286127434,0.04225372081750695
0.35,0.3,4.67,0.29632746875193483,1.4816373437596742,0.04233249553599069
0.35,0.3,4.68,0.29687783781835797,1.4843891890917897,0.04241111968833685
0.35,0.3,4.69,0.29742715877653353,1.4871357938826675,0.04248959411093336
0.35,0.3,4.7,0.2979754374269022,1.489877187134511,0.042567919632414596
0.35,0.3,4.71,0.29852267951633205,1.4926133975816602,0.04264609707376172
0.35,0.3,4.72,0.2990688907388097,1.4953444536940486,0.04272412724840139
0.35,0.3,4.73,0.29961407673611895,1.4980703836805946,0.042802010962302704
0.35,0.3,4.74,0.30015824309851025,1.5007912154925511,0.04287974901407289
0.35,0.3,4.75,0.30070139536535645,1.5035069768267821,0.04295734219505092
0.35,0.3,4.76,0.3012435390258004,1.506217695129002,0.04303479128940006
0.35,0.3,4.77,0.30178467951939086,1.5089233975969543,0.0431120970741987
0.35,0.3,4.78,0.30232482223670726,1.5116241111835362,0.04318926031952961
0.35,0.3,4.79,0.3028639725199765,1.5143198625998824,0.04326628178856807
0.35,0.3,4.8,0.30340213566367746,1.5170106783183872,0.04334316223766821
0.35,0.3,4.81,0.30393931691513776,1.5196965845756887,0.043419902416448254
0.35,0.3,4.82,0.3044755214751197,1.5223776073755984,0.04349650306787424
0.35,0.3,4.83,0.3050107544983973,1.5250537724919866,0.04357296492834247
0.35,0.3,4.84,0.3055450210943244,1.5277251054716219,0.04364928872776063
0.35,0.3,4.85,0.3060783263273934,1.530391631636967,0.043725475189627626
0.35,0.3,4.86,0.3066106752177852,1.5330533760889258,0.04380152503111217
0.35,0.3,4.87,0.3071420727419107,1.5357103637095533,0.0438774389631301
0.35,0.3,4.88,0.3076725238329442,1.5383626191647208,0.0439532176904206
0.35,0.3,4.89,0.30820203338134716,1.5410101669067358,0.044028861911621024
0.35,0.3,4.9,0.3087306062353854,1.543653031176927,0.04410437231934077
0.35,0.3,4.91,0.30925824720163747,1.5462912360081873,0.04417974960023392
0.35,0.3,4.92,0.3097849610454947,1.5489248052274733,0.04425499443507067
0.35,0.3,4.93,0.3103107524916549,1.5515537624582745,0.04433010749880784
0.35,0.3,4.94,0.3108356262246072,1.5541781311230358,0.04440508946065817
0.35,0.3,4.95,0.3113595868891098,1.556797934445549,0.04447994098415854
0.35,0.3,4.96,0.3118826390906617,1.5594131954533086,0.04455466272723739
0.35,0.3,4.97,0.31240478739596456,1.5620239369798228,0.04462925534228065
0.35,0.3,4.98,0.31292603633338045,1.5646301816669022,0.04470371947619721
0.35,0.3,4.99,0.3134463903933811,1.5672319519669056,0.044778055770483015
0.35,0.3,5.0,0.31396585402899063,1.569829270144953,0.04485226486128437
0.5,0.1,2.5,0.40983487463465756,2.0491743731732877,0.05854783923352251
0.5,0.1,2.51,0.41385597630463083,2.069279881523154,0.05912228232923298
0.5,0.1,2.52,0.4178362202157731,2.0891811010788652,0.0596908886022533
0.5,0.1,2.53,0.42177676587293167,2.1088838293646583,0.060253823696133094
0.5,0.1,2.54,0.4256787185145393,2.1283935925726962,0.060811245502077046
0.5,0.1,2.55,0.42954313260971444,2.147715663048572,0.06136330465853063
0.5,0.1,2.56,0.4333710150706669,2.166855075353334,0.06191014501009527
0.5,0.1,2.57,0.43716332820824266,2.185816641041213,0.06245190402974895
0.5,0.1,2.58,0.4409209924552776,2.2046049622763877,0.0629887132078968
0.5,0.1,2.59,0.4446448888796747,2.2232244443983733,0.0635206984113821
0.5,0.1,2.6,0.44833586150672877,2.241679307533644,0.06404798021524696
0.5,0.1,2.61,0.4519947194680971,2.2599735973404855,0.06457067420972816
0.5,0.1,2.62,0.45562223899299004,2.27811119496495,0.06508889128471286
0.5,0.1,2.63,0.4592191652555019,2.2960958262775093,0.06560273789364313
0.5,0.1,2.64,0.4627862140906079,2.313931070453039,0.06611231629865827
0.5,0.1,2.65,0.46632407359004724,2.331620367950236,0.06661772479857818
0.5,0.1,2.66,0.4698334055882282,2.349167027941141,0.06711905794117547
0.5,0.1,2.67,0.4733148470472697,2.3665742352363486,0.06761640672103854
0.5,0.1,2.68,0.4767690113494387,2.3838450567471936,0.06810985876420553
0.5,0.1,2.69,0.48019648950443067,2.400982447522153,0.06859949850063295
0.5,0.1,2.7,0.48359785127826216,2.417989256391311,0.06908540732546602
0.5,0.1,2.71,0.486973646249907,2.434868231249535,0.06956766374998671
0.5,0.1,2.72,0.49032440480125283,2.451622024006264,0.07004634354303611
0.5,0.1,2.73,0.49365063904544754,2.4682531952272377,0.07052151986363536
0.5,0.1,2.74,0.4969528436982666,2.4847642184913328,0.07099326338546666
0.5,0.1,2.75,0.5002314968967136,2.501157484483568,0.07146164241381624
0.5,0.1,2.76,0.503487060968714,2.51743530484357,0.07192672299553057
0.5,0.1,2.77,0.5067199831574226,2.533599915787113,0.07238856902248894
0.5,0.1,2.78,0.5099306963033783,2.5496534815168914,0.07284724232905404
0.5,0.1,2.79,0.5131196194874686,2.565598097437343,0.07330280278392409
0.5,0.1,2.8,0.5162871586374187,2.5814357931870933,0.0737553083767741
0.5,0.1,2.81,0.5194337071003028,2.5971685355015137,0.07420481530004326
0.5,0.1,2.82,0.5225596461833847,2.612798230916923,0.07465137802619781
0.5,0.1,2.83,0.5256653456653924,2.628326728326962,0.07509504938077034
0.5,0.1,2.84,0.5287511642801879,2.6437558214009393,0.07553588061145541
0.5,0.1,2.85,0.5318174501746304,2.659087250873152,0.07597392145351864
0.5,0.1,2.86,0.5348645413422952,2.674322706711476,0.07640922019175646
0.5,0.1,2.87,0.5378927660345897,2.689463830172948,0.0768418237192271
0.5,0.1,2.88,0.5409024431506881,2.7045122157534407,0.07727177759295545
0.5,0.1,2.89,0.5438938826076058,2.7194694130380292,0.07769912608680084
0.5,0.1,2.9,0.5468673856916366,2.734336928458183,0.07812391224166237
0.5,0.1,2.91,0.5498232453922838,2.749116226961419,0.0785461779131834
0.5,0.1,2.92,0.5527617467197485,2.7638087335987427,0.07896596381710694
0.5,0.1,2.93,0.555683167006943,2.7784158350347146,0.07938330957242043
0.5,0.1,2.94,0.5585877761969519,2.7929388809847593,0.0797982537424217
0.5,0.1,2.95,0.561475837116783,2.8073791855839145,0.08021083387382613
0.5,0.1,2.96,0.5643476057382029,2.8217380286910143,0.08062108653402898
0.5,0.1,2.97,0.5672033314263898,2.8360166571319487,0.08102904734662711
0.5,0.1,2.98,0.5700432571771005,2.850216285885502,0.08143475102530007
0.5,0.1,2.99,0.5728676198429831,2.864338099214915,0.08183823140614044
0.5,0.1,3.0,0.575676650349647,2.8783832517482346,0.082239521478521
0.5,0.1,3.01,0.5784705739020441,2.8923528695102205,0.08263865341457774
0.5,0.1,3.02,0.5812496101816907,2.9062480509084536,0.08303565859738439
0.5,0.1,3.03,0.5840139735352218,2.9200698676761085,0.08343056764788882
0.5,0.1,3.04,0.5867638731547394,2.933819365773697,0.08382341045067707
0.5,0.1,3.05,0.5894995132503844,2.947497566251922,0.08421421617862634
0.5,0.1,3.06,0.592221093215546,2.9611054660777296,0.08460301331650656
0.5,0.1,3.07,0.5949288077850753,2.9746440389253763,0.08498982968358218
0.5,0.1,3.08,0.5976228471868812,2.9881142359344057,0.08537469245526874
0.5,0.1,3.09,0.6003033972872239,3.0015169864361195,0.08575762818388913
0.5,0.1,3.1,0.6029706397300393,3.0148531986501963,0.08613866281857704
0.5,0.1,3.11,0.60562475207058,3.0281237603528997,0.08651782172436857
0.5,0.1,3.12,0.6082659079036652,3.0413295395183257,0.0868951297005236
0.5,0.1,3.13,0.6108942769867898,3.0544713849339487,0.08727061099811283
0.5,0.1,3.14,0.6135100253583559,3.067550126791779,0.08764428933690797
0.5,0.1,3.15,0.61611331545125,3.08056657725625,0.08801618792160715
0.5,0.1,3.16,0.6187043062019962,3.093521531009981,0.08838632945742804
0.5,0.1,3.17,0.6212831531556882,3.106415765778441,0.08875473616509831
0.5,0.1,3.18,0.6238500085669018,3.1192500428345085,0.08912142979527168
0.5,0.1,3.19,0.6264050214967744,3.1320251074838716,0.08948643164239634
0.5,0.1,3.2,0.6289483379064248,3.1447416895321236,0.08984976255806068
0.5,0.1,3.21,0.6314801007468855,3.1574005037344275,0.09021144296384079
0.5,0.1,3.22,0.6340004500457022,3.1700022502285106,0.09057149286367173
0.5,0.1,3.23,0.6365095229903489,3.182547614951744,0.09092993185576413
0.5,0.1,3.24,0.6390074540086059,3.1950372700430294,0.09128677914408656
0.5,0.1,3.25,0.6414943748460304,3.2074718742301522,0.09164205354943292
0.5,0.1,3.26,0.6439704146406491,3.219852073203245,0.09199577352009272
0.5,0.1,3.27,0.6464356999949907,3.2321784999749537,0.09234795714214153
0.5,0.1,3.28,0.6488903550455802,3.244451775227901,0.09269862214936861
0.5,0.1,3.29,0.6513345015299964,3.2566725076499816,0.09304778593285663
0.5,0.1,3.3,0.6537682588515981,3.26884129425799,0.09339546555022829
0.5,0.1,3.31,0.6561917441420213,3.2809587207101063,0.09374167773457447
0.5,0.1,3.32,0.6586050723215343,3.2930253616076715,0.09408643890307633
0.5,0.1,3.33,0.6610083561573462,3.305041780786731,0.09442976516533517
0.5,0.1,3.34,0.6634017063199475,3.3170085315997375,0.09477167233142107
0.5,0.1,3.35,0.665785231437568,3.3289261571878397,0.09511217591965257
0.5,0.1,3.36,0.6681590381488224,3.3407951907441116,0.09545129116411748
0.5,0.1,3.37,0.6705232311536269,3.352616155768134,0.0957890330219467
0.5,0.1,3.38,0.6728779132624435,3.364389566312217,0.09612541618034907
0.5,0.1,3.39,0.675223185443928,3.3761159272196397,0.09646045506341829
0.5,0.1,3.4,0.6775591468710408,3.387795734355204,0.09679416383872011
0.5,0.1,3.41,0.6798858949656804,3.399429474828402,0.09712655642366863
0.5,0.1,3.42,0.6822035254418988,3.411017627209494,0.09745764649169983
0.5,0.1,3.43,0.6845121323477523,3.4225606617387614,0.09778744747825033
0.5,0.1,3.44,0.6868118081058396,3.434059040529198,0.09811597258654851
0.5,0.1,3.45,0.6891026435525797,3.445513217762898,0.09844323479322567
0.5,0.1,3.46,0.6913847279762734,3.4569236398813667,0.09876924685375334
0.5,0.1,3.47,0.6936581491539978,3.468290745769989,0.09909402130771397
0.5,0.1,3.48,0.6959229933873752,3.4796149669368757,0.09941757048391074
0.5,0.1,3.49,0.6981793455372585,3.4908967276862923,0.09973990650532263
0.5,0.1,3.5,0.7004272890573724,3.5021364452868617,0.10006104129391034
0.5,0.1,3.51,0.7026669060269519,3.5133345301347596,0.10038098657527884
0.5,0.1,3.52,0.7048982771824082,3.524491385912041,0.10069975388320117
0.5,0.1,3.53,0.707121481948063,3.5356074097403147,0.101017354564009
0.5,0.1,3.54,0.7093365984659834,3.546682992329917,0.10133379978085477
0.5,0.1,3.55,0.7115437036249451,3.5577185181247253,0.1016491005178493
0.5,0.1,3.56,0.7137428730885615,3.5687143654428075,0.10196326758408022
0.5,0.1,3.57,0.7159341813226014,3.579670906613007,0.10227631161751449
0.5,0.1,3.58,0.7181177016215299,3.590588508107649,0.10258824308878998
0.5,0.1,3.59,0.7202935061342937,3.601467530671468,0.1028990723048991
0.5,0.1,3.6,0.7224616658893812,3.612308329446906,0.10320880941276875
0.5,0.1,3.61,0.7246222508191802,3.623111254095901,0.10351746440274003
0.5,0.1,3.62,0.7267753297836561,3.6338766489182803,0.10382504711195087
0.5,0.1,3.63,0.7289209705933778,3.644604852966889,0.1041315672276254
0.5,0.1,3.64,0.7310592400319079,3.6552962001595395,0.10443703429027255
0.5,0.1,3.65,0.7331902038775816,3.665951019387908,0.10474145769679737
0.5,0.1,3.66,0.7353139269246953,3.6765696346234766,0.1050448467035279
0.5,0.1,3.67,0.7374304730041203,3.6871523650206015,0.10534721042916005
0.5,0.1,3.68,0.739539905003368,3.69769952501684,0.10564855785762399
0.5,0.1,3.69,0.7416422848861135,3.7082114244305675,0.10594889784087336
0.5,0.1,3.7,0.7437376737112075,3.718688368556037,0.10624823910160107
0.5,0.1,3.71,0.7458261316511829,3.7291306582559147,0.10654659023588328
0.5,0.1,3.72,0.747907718010278,3.73953859005139,0.106843959715754
0.5,0.1,3.73,0.7499824912419898,3.7499124562099486,0.10714035589171282
0.5,0.1,3.74,0.7520505089661728,3.7602525448308635,0.10743578699516754
0.5,0.1,3.75,0.7541118279856965,3.7705591399284826,0.10773026114081379
0.5,0.1,3.76,0.7561665043026794,3.7808325215133967,0.1080237863289542
0.5,0.1,3.77,0.7582145931343028,3.791072965671514,0.10831637044775755
0.5,0.1,3.78,0.7602561489282333,3.8012807446411667,0.1086080212754619
0.5,0.1,3.79,0.7622912253776488,3.811456126888244,0.10889874648252126
0.5,0.1,3.8,0.764319875435895,3.8215993771794747,0.10918855363369928
0.5,0.1,3.81,0.7663421513307704,3.831710756653852,0.10947745019011006
0.5,0.1,3.82,0.7683581045784641,3.84179052289232,0.10976544351120916
0.5,0.1,3.83,0.770367785997146,3.8518389299857296,0.11005254085673513
0.5,0.1,3.84,0.7723712457202253,3.8618562286011264,0.11033874938860362
0.5,0.1,3.85,0.7743685332092877,3.871842666046438,0.11062407617275538
0.5,0.1,3.86,0.7763596972667167,3.8817984863335835,0.11090852818095953
0.5,0.1,3.87,0.7783447860480128,3.891723930240064,0.11119211229257327
0.5,0.1,3.88,0.7803238470738172,3.9016192353690857,0.1114748352962596
0.5,0.1,3.89,0.7822969272416473,3.9114846362082365,0.11175670389166391
0.5,0.1,3.9,0.7842640728373553,3.9213203641867764,0.11203772469105076
0.5,0.1,3.91,0.7862253295463183,3.9311266477315914,0.11231790422090261
0.5,0.1,3.92,0.7881807424643616,3.9409037123218082,0.11259724892348023
0.5,0.1,3.93,0.7901303561084315,3.9506517805421573,0.11287576515834737
0.5,0.1,3.94,0.7920742144270166,3.960371072135083,0.11315345920385952
0.5,0.1,3.95,0.7940123608103319,3.9700618040516593,0.11343033725861884
0.5,0.1,3.96,0.7959448381002654,3.9797241905013268,0.11370640544289505
0.5,0.1,3.97,0.7978716886001008,3.989358443000504,0.11398166980001441
0.5,0.1,3.98,0.7997929540840162,3.9989647704200806,0.1142561362977166
0.5,0.1,3.99,0.8017086758063687,4.008543379031844,0.11452981082948124
0.5,0.1,4.0,0.8036188945107717,4.018094472553859,0.11480269921582453
0.5,0.1,4.01,0.8055236504389667,4.027618252194833,0.11507480720556666
0.5,0.1,4.02,0.8074229833394969,4.037114916697484,0.115346140477071
0.5,0.1,4.03,0.8093169324761925,4.046584662380963,0.11561670463945607
0.5,0.1,4.04,0.8112055366364617,4.056027683182308,0.11588650523378023
0.5,0.1,4.05,0.8130888341394087,4.0654441706970434,0.11615554773420124
0.5,0.1,4.06,0.8149668628437646,4.074834314218823,0.11642383754910923
0.5,0.1,4.07,0.8168396601556547,4.084198300778273,0.11669138002223638
0.5,0.1,4.08,0.8187072630361902,4.093536315180951,0.11695818043374147
0.5,0.1,4.09,0.8205697080089016,4.102848540044508,0.11722424400127165
0.5,0.1,4.1,0.8224270311670108,4.112135155835054,0.11748957588100153
0.5,0.1,4.11,0.8242792681805488,4.121396340902743,0.11775418116864982
0.5,0.1,4.12,0.8261264543033192,4.130632271516596,0.11801806490047417
0.5,0.1,4.13,0.8279686243797205,4.139843121898602,0.11828123205424579
0.5,0.1,4.14,0.829805812851419,4.149029064257094,0.11854368755020271
0.5,0.1,4.15,0.8316380537638857,4.158190268819428,0.11880543625198367
0.5,0.1,4.16,0.8334653807727954,4.167326903863977,0.1190664829675422
0.5,0.1,4.17,0.8352878271502931,4.176439135751465,0.11932683245004187
0.5,0.1,4.18,0.8371054257911339,4.185527128955669,0.11958648939873341
0.5,0.1,4.19,0.8389182092186901,4.19459104609345,0.11984545845981287
0.5,0.1,4.2,0.8407262095908441,4.20363104795422,0.12010374422726344
0.5,0.1,4.21,0.8425294587057527,4.2126472935287635,0.12036135124367896
0.5,0.1,4.22,0.8443279880075032,4.221639940037516,0.12061828400107188
0.5,0.1,4.23,0.8461218285916479,4.230609142958239,0.12087454694166398
0.5,0.1,4.24,0.8479110112106307,4.239555056053153,0.12113014445866153
0.5,0.1,4.25,0.849695566279106,4.24847783139553,0.12138508089701515
0.5,0.1,4.26,0.8514755238791506,4.257377619395752,0.12163936055416437
0.5,0.1,4.27,0.8532509137653725,4.266254568826862,0.1218929876807675
0.5,0.1,4.28,0.8550217653699176,4.275108826849587,0.1221459664814168
0.5,0.1,4.29,0.8567881078073809,4.283940539036904,0.12239830111534013
0.5,0.1,4.3,0.8585499698796197,4.292749849398098,0.12264999569708854
0.5,0.1,4.31,0.8603073800804726,4.301536900402363,0.12290105429721036
0.5,0.1,4.32,0.8620603666003887,4.310301833001943,0.12315148094291266
0.5,0.1,4.33,0.863808957330967,4.3190447866548345,0.12340127961870957
0.5,0.1,4.34,0.8655531798694056,4.327765899347027,0.12365045426705794
0.5,0.1,4.35,0.8672930615228731,4.3364653076143655,0.12389900878898187
0.5,0.1,4.36,0.8690286293127868,4.345143146563934,0.12414694704468383
0.5,0.1,4.37,0.870759909979018,4.35379954989509,0.12439427285414542
0.5,0.1,4.38,0.8724869299840141,4.36243464992007,0.1246409899977163
0.5,0.1,4.39,0.8742097155168422,4.371048577584211,0.12488710221669175
0.5,0.1,4.4,0.8759282924971619,4.379641462485809,0.12513261321388028
0.5,0.1,4.41,0.8776426865791156,4.3882134328955775,0.12537752665415938
0.5,0.1,4.42,0.8793529231551563,4.396764615775782,0.12562184616502234
0.5,0.1,4.43,0.8810590273597977,4.405295136798988,0.12586557533711396
0.5,0.1,4.44,0.8827610240732957,4.4138051203664785,0.12610871772475654
0.5,0.1,4.45,0.8844589379252671,4.4222946896263355,0.12635127684646671
0.5,0.1,4.46,0.8861527932982369,4.430763966491185,0.1265932561854624
0.5,0.1,4.47,0.8878426143311227,4.439213071655613,0.12683465919016038
0.5,0.1,4.48,0.8895284249226585,4.447642124613292,0.1270754892746655
0.5,0.1,4.49,0.8912102487347524,4.456051243673762,0.12731574981925034
0.5,0.1,4.5,0.8928881091957874,4.4644405459789365,0.1275554441708268
0.5,0.1,4.51,0.8945620295038612,4.472810147519306,0.12779457564340874
0.5,0.1,4.52,0.8962320326299685,4.481160163149842,0.12803314751856693
0.5,0.1,4.53,0.8978981413211283,4.4894907066056415,0.12827116304587546
0.5,0.1,4.54,0.8995603781034525,4.497801890517262,0.12850862544335034
0.5,0.1,4.55,0.9012187652851646,4.506093826425823,0.12874553789788065
0.5,0.1,4.56,0.9028733249595627,4.514366624797813,0.1289819035656518
0.5,0.1,4.57,0.9045240790079306,4.522620395039653,0.12921772557256153
0.5,0.1,4.58,0.9061710491023995,4.530855245511997,0.1294530070146285
0.5,0.1,4.59,0.9078142567087593,4.539071283543796,0.1296877509583942
0.5,0.1,4.6,0.9094537230892227,4.5472686154461135,0.1299219604413175
0.5,0.1,4.61,0.9110894693051376,4.555447346525687,0.13015563847216252
0.5,0.1,4.62,0.9127215162196586,4.563607581098292,0.1303887880313798
0.5,0.1,4.63,0.9143498845003692,4.571749422501846,0.1306214120714813
0.5,0.1,4.64,0.9159745946218604,4.5798729731093015,0.13085351351740862
0.5,0.1,4.65,0.9175956668682654,4.587978334341327,0.13108509526689507
0.5,0.1,4.66,0.9192131213357504,4.596065606678752,0.13131616019082148
0.5,0.1,4.67,0.9208269779349676,4.604134889674838,0.1315467111335668
0.5,0.1,4.68,0.9224372563934611,4.612186281967305,0.1317767509133516
0.5,0.1,4.69,0.9240439762580381,4.620219881290191,0.13200628232257688
0.5,0.1,4.7,0.9256471568970958,4.6282357844854785,0.13223530812815654
0.5,0.1,4.71,0.927246817502914,4.63623408751457,0.13246383107184487
0.5,0.1,4.72,0.9288429770939075,4.6442148854695375,0.1326918538705582
0.5,0.1,4.73,0.9304356545168423,4.652178272584211,0.13291937921669175
0.5,0.1,4.74,0.9320248684490132,4.660124342245066,0.13314640977843045
0.5,0.1,4.75,0.9336106374003912,4.668053187001956,0.13337294820005588
0.5,0.1,4.76,0.9351929797157289,4.675964898578644,0.13359899710224699
0.5,0.1,4.77,0.9367719135766374,4.683859567883187,0.13382455908237675
0.5,0.1,4.78,0.9383474570036276,4.691737285018138,0.13404963671480394
0.5,0.1,4.79,0.9399196278581177,4.699598139290588,0.13427423255115967
0.5,0.1,4.8,0.9414884438444098,4.707442219222049,0.13449834912062997
0.5,0.1,4.81,0.9430539225116356,4.715269612558178,0.13472198893023365
0.5,0.1,4.82,0.9446160812556684,4.723080406278342,0.1349451544650955
0.5,0.1,4.83,0.9461749373210074,4.730874686605037,0.13516784818871536
0.5,0.1,4.84,0.9477305078026315,4.738652539013157,0.13539007254323307
0.5,0.1,4.85,0.9492828096478224,4.746414048239112,0.13561182994968893
0.5,0.1,4.86,0.9508318596579627,4.754159298289813,0.1358331228082804
0.5,0.1,4.87,0.9523776744902999,4.761888372451499,0.13605395349861427
0.5,0.1,4.88,0.95392027065969,4.76960135329845,0.1362743243799557
0.5,0.1,4.89,0.9554596645403091,4.777298322701545,0.1364942377914727
0.5,0.1,4.9,0.9569958723673395,4.784979361836697,0.13671369605247707
0.5,0.1,4.91,0.95852891023863,4.79264455119315,0.13693270146266143
0.5,0.1,4.92,0.9600587941163331,4.800293970581666,0.1371512563023333
0.5,0.1,4.93,0.9615855398285117,4.807927699142558,0.13736936283264453
0.5,0.1,4.94,0.9631091630707269,4.815545815353635,0.13758702329581812
0.5,0.1,4.95,0.9646296794075978,4.823148397037989,0.1378042399153711
0.5,0.1,4.96,0.9661471042743401,4.8307355213717,0.1380210148963343
0.5,0.1,4.97,0.96766145297828,4.8383072648914,0.13823735042546856
0.5,0.1,4.98,0.9691727407003446,4.845863703501723,0.13845324867147782
0.5,0.1,4.99,0.9706809824965337,4.853404912482668,0.13866871178521908
0.5,0.1,5.0,0.9721861932993633,4.8609309664968166,0.13888374189990904
0.5,0.2,2.5,0.28424204060996383,1.421210203049819,0.04060600580142341
0.5,0.2,2.51,0.2870512197591724,1.435256098795862,0.0410073171084532
0.5,0.2,2.52,0.2898324361906957,1.4491621809534785,0.04140463374152796
0.5,0.2,2.53,0.2925864877796646,1.462932438898323,0.04179806968280923
0.5,0.2,2.54,0.29531413499200676,1.4765706749600338,0.04218773357028668
0.5,0.2,2.55,0.2980161032969484,1.490080516484742,0.042573729042421196
0.5,0.2,2.56,0.3006930853830439,1.5034654269152194,0.04295615505472056
0.5,0.2,2.57,0.3033457431969422,1.516728715984711,0.04333510617099174
0.5,0.2,2.58,0.30597470982192126,1.5298735491096063,0.04371067283170304
0.5,0.2,2.59,0.30858059121132075,1.5429029560566037,0.04408294160161725
0.5,0.2,2.6,0.31116396779034333,1.5558198389517166,0.04445199539862048
0.5,0.2,2.61,0.3137253959382385,1.5686269796911925,0.04481791370546264
0.5,0.2,2.62,0.3162654093616109,1.5813270468080545,0.04518077276594441
0.5,0.2,2.63,0.3187845203684741,1.5939226018423704,0.04554064576692487
0.5,0.2,2.64,0.32128322105167995,1.6064161052583996,0.045897603007382846
0.5,0.2,2.65,0.3237619843894766,1.618809921947383,0.046251712055639514
0.5,0.2,2.66,0.3262212652701882,1.6311063263509409,0.04660303789574117
0.5,0.2,2.67,0.32866150144730716,1.6433075072365357,0.046951643063901025
0.5,0.2,2.68,0.33108311443069666,1.6554155721534831,0.04729758777581381
0.5,0.2,2.69,0.33348651031904475,1.6674325515952237,0.047640930045577824
0.5,0.2,2.7,0.3358720805782426,1.6793604028912128,0.0479817257968918
0.5,0.2,2.71,0.33824020276991285,1.6912010138495641,0.048320028967130405
0.5,0.2,2.72,0.3405912412339452,1.7029562061697259,0.04865589160484931
0.5,0.2,2.73,0.34292554772852674,1.7146277386426336,0.048989363961218106
0.5,0.2,2.74,0.3452434620308739,1.7262173101543694,0.04932049457583913
0.5,0.2,2.75,0.3475453125015623,1.7377265625078113,0.04964933035736604
0.5,0.2,2.76,0.3498314166151235,1.7491570830756176,0.04997591665930336
0.5,0.2,2.77,0.3521020814593393,1.7605104072966964,0.050300297351334185
0.5,0.2,2.78,0.35435760420545964,1.771788021027298,0.05062251488649423
0.5,0.2,2.79,0.35659827255139276,1.7829913627569638,0.05094261036448468
0.5,0.2,2.8,0.3588243651397346,1.7941218256986728,0.05126062359139066
0.5,0.2,2.81,0.3610361519523712,1.8051807597618559,0.05157659313605303
0.5,0.2,2.82,0.3632338946832328,1.816169473416164,0.05189055638331897
0.5,0.2,2.83,0.36541784709066233,1.8270892354533115,0.05220254958438033
0.5,0.2,2.84,0.3675882553307457,1.8379412766537284,0.05251260790439224
0.5,0.2,2.85,0.3697453582728459,1.8487267913642293,0.052820765467549415
0.5,0.2,2.86,0.3718893877984876,1.859446938992438,0.05312705539978395
0.5,0.2,2.87,0.3740205690846571,1.8701028454232853,0.053431509869236726
0.5,0.2,2.88,0.376139120872493,1.880695604362465,0.05373416012464186
0.5,0.2,2.89,0.37824525572228784,1.891226278611439,0.054035036531755405
0.5,0.2,2.9,0.3803391802556358,1.901695901278179,0.05433416860794797
0.5,0.2,2.91,0.38242109538551067,1.9121054769275532,0.05463158505507295
0.5,0.2,2.92,0.3844911965350077,1.9224559826750383,0.05492731379071538
0.5,0.2,2.93,0.38654967384541566,1.9327483692270782,0.055221381977916525
0.5,0.2,2.94,0.388596712374257,1.942983561871285,0.05551381605346529
0.5,0.2,2.95,0.39063249228387387,1.9531624614193692,0.055804641754839124
0.5,0.2,2.96,0.39265718902111313,1.9632859451055655,0.0560938841458733
0.5,0.2,2.97,0.3946709734886109,1.9733548674430545,0.05638156764123013
0.5,0.2,2.98,0.39667401220815923,1.983370061040796,0.05666771602973703
0.5,0.2,2.99,0.3986664674765921,1.9933323373829606,0.05695235249665602
0.5,0.2,3.0,0.40064849751460896,2.003242487573045,0.057235499644944135
0.5,0.2,3.01,0.40262025660892037,2.013101283044602,0.057517179515560055
0.5,0.2,3.02,0.4045818952480818,2.0229094762404087,0.05779741360686883
0.5,0.2,3.03,0.40653356025234944,2.032667801261747,0.058076222893192773
0.5,0.2,3.04,0.408475394897885,2.0423769744894247,0.058353627842554996
0.5,0.2,3.05,0.41040753903559574,2.0520376951779786,0.058629648433656534
0.5,0.2,3.06,0.41233012920490403,2.06165064602452,0.05890430417212915
0.5,0.2,3.07,0.4142432987426941,2.0712164937134703,0.05917761410609916
0.5,0.2,3.08,0.4161471778876967,2.080735889438483,0.059449596841099524
0.5,0.2,3.09,0.4180418938805327,2.090209469402663,0.05972027055436181
0.5,0.2,3.1,0.41992757105964057,2.099637855298203,0.059989653008520084
0.5,0.2,3.11,0.421804330953292,2.10902165476646,0.060257761564756
0.5,0.2,3.12,0.4236722923678852,2.1183614618394255,0.06052461319541217
0.5,0.2,3.13,0.4255315714727033,2.1276578573635163,0.06079022449610048
0.5,0.2,3.14,0.42738228188130645,2.1369114094065322,0.061054611697329494
0.5,0.2,3.15,0.42922453472971944,2.146122673648597,0.06131779067567421
0.5,0.2,3.16,0.4310584387515705,2.1552921937578526,0.06157977696451007
0.5,0.2,3.17,0.43288410035032177,2.1644205017516085,0.06184058576433168
0.5,0.2,3.18,0.4347016236687297,2.1735081183436487,0.06210023195267567
0.5,0.2,3.19,0.4365111106556656,2.182555553278328,0.06235873009366651
0.5,0.2,3.2,0.43831266113041434,2.1915633056520716,0.06261609444720205
0.5,0.2,3.21,0.44010637284457027,2.2005318642228513,0.06287233897779575
0.5,0.2,3.22,0.4418923415416364,2.209461707708182,0.06312747736309092
0.5,0.2,3.23,0.4436706610144338,2.218353305072169,0.06338152300206197
0.5,0.2,3.24,0.4454414231604123,2.227207115802061,0.06363448902291605
0.5,0.2,3.25,0.4472047180349638,2.236023590174819,0.06388638829070911
0.5,0.2,3.26,0.44896063390281893,2.2448031695140944,0.06413723341468842
