theoretical_exp_quantile,observed_shifted_waiting
0.484869,0.000000
1.456716,0.600000
2.431388,1.100000
3.408902,2.550000
4.389274,3.300000
5.372521,3.450000
6.358660,3.900000
7.347708,5.400000
8.339682,5.500000
9.334600,5.800000
10.332478,8.600000
11.333336,9.700000
12.337190,9.750000
13.344059,11.350000
14.353960,11.850000
15.366912,12.600000
16.382934,14.200000
17.402044,17.900000
18.424262,18.250000
19.449605,18.950000
20.478094,19.100000
21.509747,20.600000
22.544584,20.800000
23.582625,21.300000
24.623890,25.000000
25.668398,27.050000
26.716171,30.650000
27.767228,33.800000
28.821591,36.300000
29.879279,38.850000
30.940315,40.300000
32.004719,47.700000
33.072513,48.100000
34.143718,50.750000
35.218357,52.650000
36.296451,54.650000
37.378023,64.800000
38.463095,68.800000
39.551690,69.350000
40.643831,69.500000
41.739541,70.450000
42.838844,70.750000
43.941763,71.450000
45.048322,72.950000
46.158544,74.250000
47.272456,77.400000
48.390080,77.900000
49.511442,77.900000
50.636567,78.450000
51.765481,78.700000
52.898208,79.950000
54.034776,84.700000
55.175209,85.900000
56.319534,86.700000
57.467778,87.600000
58.619968,87.700000
59.776131,88.600000
60.936295,93.050000
62.100487,93.600000
63.268736,95.250000
64.441069,103.050000
65.617516,104.150000
66.798105,106.550000
67.982866,112.900000
69.171828,113.500000
70.365022,116.100000
71.562477,117.500000
72.764223,118.150000
73.970293,119.350000
75.180717,119.750000
76.395526,121.000000
77.614753,124.350000
78.838429,125.000000
80.066588,127.750000
81.299262,133.150000
82.536485,135.100000
83.778290,137.650000
85.024712,139.000000
86.275784,139.650000
87.531542,141.500000
88.792021,143.050000
90.057256,144.250000
91.327284,148.050000
92.602141,151.300000
93.881864,153.600000
95.166490,154.500000
96.456057,155.200000
97.750603,157.050000
99.050167,160.800000
100.354787,162.750000
101.664504,164.250000
102.979356,167.000000
104.299386,169.600000
105.624632,169.950000
106.955138,170.050000
108.290945,170.650000
109.632094,171.200000
110.978630,175.200000
112.330596,175.350000
113.688035,176.250000
115.050992,176.450000
116.419512,176.600000
117.793641,177.250000
119.173425,183.250000
120.558910,183.400000
121.950145,186.450000
123.347176,188.300000
124.750052,190.600000
126.158823,196.350000
127.573539,198.200000
128.994248,199.300000
130.421004,204.950000
131.853856,207.400000
133.292858,207.400000
134.738063,211.650000
136.189524,211.950000
137.647296,213.200000
139.111434,213.450000
140.581993,219.500000
142.059031,220.450000
143.542604,221.150000
145.032771,222.550000
146.529590,225.000000
148.033122,225.700000
149.543426,232.000000
151.060565,235.650000
152.584599,237.700000
154.115592,241.750000
155.653609,242.550000
157.198713,243.150000
158.750970,245.200000
160.310448,245.600000
161.877212,245.700000
163.451332,247.250000
165.032878,247.650000
166.621919,250.050000
168.218526,250.600000
169.822773,254.450000
171.434733,254.600000
173.054480,255.150000
174.682090,255.600000
176.317640,255.750000
177.961207,255.850000
179.612870,259.200000
181.272710,260.800000
182.940808,261.950000
184.617247,262.550000
186.302109,262.700000
187.995482,266.100000
189.697450,267.050000
191.408101,268.050000
193.127526,270.200000
194.855813,270.300000
196.593055,271.800000
198.339345,275.750000
200.094779,278.250000
201.859451,281.600000
203.633461,284.400000
205.416906,284.450000
207.209889,284.550000
209.012512,290.400000
210.824878,291.850000
212.647095,296.550000
214.479269,296.600000
216.321509,298.800000
218.173929,299.700000
220.036639,300.450000
221.909755,301.800000
223.793395,305.050000
225.687677,306.100000
227.592722,306.200000
229.508653,309.700000
231.435595,310.250000
233.373675,312.250000
235.323024,314.800000
237.283772,314.950000
239.256054,316.400000
241.240007,317.600000
