topology,J,mu,seed_idx,collapsed,collapse_type,collapse_step,final_m_avg,final_W,final_m_std,intra_corr,inter_corr
complete,0.5,40,11,1,mixed,574,0.8966320163612216,3.6864952928856694,3.3306690738754696e-16,,
complete,0.5,40,12,1,mixed,525,0.14823230057261097,0.0,2.7755575615628914e-17,,
complete,0.5,40,13,1,fragmentation,393,0.14511270787795705,0.0,2.7755575615628914e-17,,
complete,0.5,40,14,1,fragmentation,372,0.1599007088544853,0.0,0.0,,
complete,0.5,40,15,1,fragmentation,436,0.02363027827988601,0.0,3.469446951953614e-18,,
complete,0.5,40,16,1,mixed,362,-0.23848230323661998,0.0,2.7755575615628914e-17,,
complete,0.5,40,17,1,fragmentation,435,0.6148961963025404,3.3812612707238965,0.0,,
complete,0.5,40,18,1,fragmentation,362,-0.8194815737230795,0.0,3.3306690738754696e-16,,
complete,0.5,40,19,1,mixed,354,-0.4974265688986722,0.0,1.1102230246251565e-16,,
complete,0.5,40,20,1,mixed,372,-0.5506999215103835,0.0,1.1102230246251565e-16,,
complete,0.5,40,21,1,mixed,346,-0.7769145327528298,0.0,2.220446049250313e-16,,
complete,0.5,40,22,1,fragmentation,462,-0.2559722814466525,0.0,0.0,,
complete,0.5,40,23,1,mixed,438,0.08270088386988927,0.0,0.0,,
complete,0.5,40,24,1,mixed,344,0.25124125790082014,0.0,5.551115123125783e-17,,
complete,0.5,40,25,1,mixed,523,0.05474713785592908,0.0,6.938893903907228e-18,,
complete,0.5,40,26,1,mixed,464,0.2574920477224941,0.0,5.551115123125783e-17,,
complete,0.5,40,27,1,fragmentation,443,-0.1377603011623099,0.0,0.0,,
complete,0.5,40,28,1,fragmentation,458,-0.20696397800680352,0.0,8.326672684688674e-17,,
complete,0.5,40,29,1,fragmentation,514,-0.19152927638306366,0.0,5.551115123125783e-17,,
complete,0.5,40,30,1,fragmentation,414,-0.5318033426833787,0.0,1.1102230246251565e-16,,
complete,0.5,40,31,1,fragmentation,323,0.4463354608523123,0.0,0.0,,
complete,0.5,40,32,1,fragmentation,512,-0.5104557181464804,0.0,0.0,,
complete,0.5,40,33,1,fragmentation,297,-0.04317790378913202,0.0,6.938893903907228e-18,,
complete,0.5,40,34,1,mixed,349,0.2821340763162251,0.0,5.551115123125783e-17,,
complete,0.5,40,35,1,fragmentation,389,0.4090292136810483,0.0,0.0,,
complete,0.5,40,36,1,fragmentation,440,-0.46203574453167945,0.0,1.1102230246251565e-16,,
complete,0.5,40,37,1,mixed,483,-0.3547257403346484,0.0,5.551115123125783e-17,,
complete,0.5,40,38,1,mixed,372,-0.17946339467906205,0.0,2.7755575615628914e-17,,
complete,0.5,40,39,1,fragmentation,356,-0.17703281933731965,0.0,2.7755575615628914e-17,,
complete,0.5,40,40,1,mixed,290,0.2518925310025653,0.0,0.0,,
complete,0.5,40,41,1,mixed,327,0.04905650912243248,0.0,0.0,,
complete,0.5,40,42,1,mixed,520,0.1601623433350552,0.0,0.0,,
complete,0.5,40,43,1,fragmentation,524,-0.29335302564322285,0.0,1.1102230246251565e-16,,
complete,0.5,40,44,1,mixed,718,0.13789352748727235,0.0,2.7755575615628914e-17,,
complete,0.5,40,45,1,fragmentation,388,0.30915601727769454,0.0,0.0,,
complete,0.5,40,46,1,fragmentation,409,0.13303864714498848,0.0,2.7755575615628914e-17,,
complete,0.5,40,47,1,fragmentation,411,-0.5874254742385584,0.0,1.1102230246251565e-16,,
complete,0.5,40,48,1,mixed,523,-0.08128915515181663,0.0,0.0,,
complete,0.5,40,49,1,fragmentation,541,-0.670766282605399,0.0,2.220446049250313e-16,,
