J,seed,window_mean_h,window_max_h,window_frac_stress_active,full_mean_h,full_frac_stress_active
4.0,14745601,5.133858494710764,10.98657886771171,0.010240759240759241,13.15156797126759,0.000559625
4.5,15745604,5.14431654999634,11.294801035595,0.009582417582417582,13.15122275859629,0.000534775
5.0,16745607,5.157561031369271,10.92709722237977,0.009140859140859142,13.152384117995592,0.000512075
7.0,17745610,5.1883050604132,10.26782503266735,0.007395604395604396,13.156323358014493,0.0004228
10.0,18745613,5.212585775728031,14.630655589873571,0.006018981018981019,13.157772046211905,0.0003553
15.0,19745616,5.229049725463166,20.42644962183055,0.004994005994005994,13.158030255457332,0.00030275
20.0,20745619,5.239110819217826,28.82384793121212,0.004561938061938062,13.159765143570553,0.00027885
