threshold_pct,spearman_model_vs_emp,spearman_p_model_vs_emp,spearman_J_vs_emp,spearman_p_J_vs_emp,slope_loglog_emp,slope_loglog_model
3,0.7978634243562575,0.005677181810793317,0.9636363636363635,7.320974809529922e-06,0.5268154667044339,2.506650303686996
5,0.812776759390954,0.004259472986524341,0.9878787878787878,9.307459988955517e-08,1.4482635407429614,2.506650303686996
7,0.6934700791133827,0.02615255385839572,0.9636363636363635,7.320974809529922e-06,1.4769056030034453,2.506650303686996
10,0.7531234192521683,0.011914859098813412,0.9515151515151514,2.279854920641689e-05,1.9860684784183447,2.506650303686996
