window_end,rho_bar,DB,max_drawdown_pct,drawdown_corr,tail_5,tail_3,tail_10,J,decile
2021-07-12,0.8903378861714814,1.0490518347332374,-0.5712537190049871,0.8968187618033435,1,1,1,8.118919607584116,9
2021-07-13,0.8928310124152511,1.0478241460634186,-0.5559608398165891,0.9115778713077425,1,1,1,8.331057636512643,9
2021-07-14,0.9021509594457352,1.0434153054598754,-0.5559608398165891,0.9115778713077425,1,1,1,9.219824275593416,9
2021-07-15,0.9035450127411895,1.0427322225883202,-0.5503337316606455,0.9199178125530911,1,1,1,9.36753026898209,9
2021-07-16,0.907333791933781,1.0407980578405696,-0.5525921167591559,0.907333791933781,1,1,1,9.791420312412088,9
2021-07-17,0.9123682650458638,1.0383669174064376,-0.4265865362356387,0.8880964352179215,1,1,1,10.41139109619785,9
2021-07-18,0.8874278807803866,1.0527971006420997,-0.4265865362356388,0.8880964352179215,1,1,1,7.883194230794674,9
2021-07-19,0.8843178391832706,1.0540647158094612,-0.4287773751533237,0.8560278944471343,1,1,1,7.644375182308874,9
2021-07-20,0.8777171678515177,1.0574182695094354,-0.45410215467969384,0.8558729096098994,1,1,1,7.177762834162579,9
2021-07-21,0.8856460342984155,1.0537790485883545,-0.45410215467969384,0.8558729096098994,1,1,1,7.744777619777325,9
2021-07-22,0.8805812602169575,1.05642100640516,-0.45410215467969384,0.8558729096098994,1,1,1,7.373895100691727,9
2021-07-23,0.8621402183155105,1.0673377188415294,-0.45410215467969384,0.8558729096098994,1,1,1,6.253747160927856,9
2021-07-24,0.864294070079414,1.0659905087475514,-0.45410215467969384,0.8558729096098994,1,1,1,6.368874746926618,9
2021-07-25,0.8649976917213825,1.066097661202445,-0.45410215467969384,0.8558729096098994,1,1,1,6.407280755053478,9
2021-07-26,0.8643373453962673,1.0665824795099963,-0.45410215467969384,0.8558729096098994,1,1,1,6.371225359852904,9
2021-07-27,0.8576994784297421,1.0702566536254183,-0.45410215467969384,0.8558729096098994,1,1,1,6.027381129494112,9
2021-07-28,0.850296637619174,1.074681147103967,-0.45410215467969384,0.8558729096098994,1,1,1,5.679876684774314,9
2021-07-29,0.8501255770267458,1.0752445539132374,-0.45410215467969384,0.8558729096098994,1,1,1,5.672252544241355,9
2021-07-30,0.8404065294480446,1.081647017535461,-0.45410215467969384,0.8558729096098994,1,1,1,5.2659205075338695,9
2021-07-31,0.8374443537255973,1.083550464656241,-0.45410215467969384,0.8558729096098994,1,1,1,5.151739560691397,9
2021-08-01,0.8349322314758285,1.0854764912113688,-0.45410215467969384,0.8558729096098994,1,1,1,5.0581178805574405,9
2021-08-02,0.8317571076750641,1.087020979206571,-0.40998284802694296,0.8546686680709483,1,1,1,4.943787497831705,9
2021-08-03,0.8232272746297069,1.0918330256543294,-0.40557382064144065,0.8567809793822418,1,1,1,4.656981289988368,8
