J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth
0.5,20,0,1,277,2,0.05102201382982735,0.0
0.5,20,1,1,284,3,0.06537995510194941,0.0
0.5,20,2,1,270,2,0.4131520107506756,0.0
0.5,20,3,1,289,3,0.5105004913729413,0.0
0.5,20,4,1,312,3,0.5447109368970806,0.0
0.5,20,5,1,313,3,0.5178288010685966,0.0
0.5,20,6,1,275,3,-0.6170388726149552,0.0
0.5,20,7,1,288,3,0.22834405394182733,0.0
0.5,20,8,1,274,3,0.7527811943818996,0.0
0.5,20,9,1,298,3,-0.3193601399468454,0.0
0.5,20,10,1,290,3,0.5720214288867546,0.0
0.5,20,11,1,280,3,0.4915270446532706,0.0
0.5,20,12,1,293,3,-0.17619180359114026,0.0
0.5,20,13,1,275,3,-0.43821100697355214,0.0
0.5,20,14,1,281,2,-0.374304289862876,0.0
0.5,20,15,1,301,2,0.3564690860118266,0.0
0.5,20,16,1,300,2,-0.13993749432260733,0.0
0.5,20,17,1,284,2,-0.007066135298113993,0.0
0.5,20,18,1,279,2,0.053358993230087394,0.0
0.5,20,19,1,306,2,-0.5206058192605914,0.0
0.5,20,20,1,293,2,-0.752667477828721,0.0
0.5,20,21,1,300,2,-0.14273808867324558,0.0
0.5,20,22,1,284,3,-0.032233667211262404,0.0
0.5,20,23,1,295,3,0.12961700134073975,0.0
0.5,20,24,1,276,3,0.34819057437849454,0.0
0.5,20,25,1,296,2,0.07129992845520347,0.0
0.5,20,26,1,295,2,0.37206464424410635,0.0
0.5,20,27,1,288,2,-0.3122224158715784,0.0
0.5,20,28,1,276,2,-0.7300048723994634,0.0
0.5,20,29,1,293,3,0.6694760332025746,0.0
0.5,20,30,1,286,2,-0.03961800450849526,0.0
0.5,20,31,1,281,2,0.530013141201594,0.0
0.5,20,32,1,267,3,-0.548448281581317,0.0
0.5,20,33,1,285,2,-0.2276106252958045,0.0
0.5,20,34,1,276,2,-0.093840553427023,0.0
0.5,20,35,1,294,2,-0.206278391371163,0.0
0.5,20,36,1,284,2,0.05437880782343506,0.0
0.5,20,37,1,280,2,0.11626111912127021,0.0
0.5,20,38,1,283,3,-0.19823628250862102,0.0
0.5,20,39,1,294,3,0.16198029631476302,0.0
0.5,20,40,1,294,3,-0.32862775237718256,0.0
0.5,20,41,1,282,2,-0.495500201125993,0.0
0.5,20,42,1,286,3,0.11543595349684531,0.0
0.5,20,43,1,301,3,0.11972572249514946,0.0
0.5,20,44,1,311,2,0.13758736356583595,0.0
0.5,20,45,1,282,2,-0.25235424853458405,0.0
0.5,20,46,1,286,2,0.48731093600569886,0.0
0.5,20,47,1,278,2,0.534264314757216,0.0
0.5,20,48,1,281,3,-0.16210269161528792,0.0
0.5,20,49,1,305,2,0.0015511874574979934,0.0
0.5,20,50,1,282,3,0.689772278897893,0.0
0.5,20,51,1,292,2,-0.5076561202426838,0.0
0.5,20,52,1,278,2,0.45220411927938153,0.0
0.5,20,53,1,292,2,-0.09330677914115773,0.0
0.5,20,54,1,282,2,-0.2580004893248794,0.0
0.5,20,55,1,286,2,-0.028994498052782834,0.0
0.5,20,56,1,282,3,-0.12452336768099916,0.0
0.5,20,57,1,289,3,-0.005190602164343083,0.0
0.5,20,58,1,304,3,0.17897111503045898,0.0
0.5,20,59,1,278,3,-0.32301332114564124,0.0
0.5,20,60,1,278,2,-0.10878108329842665,0.0
0.5,20,61,1,295,3,-0.7992464053615748,0.0
0.5,20,62,1,297,2,-0.23425715773789613,0.0
0.5,20,63,1,313,3,-0.044681245164486225,0.0
0.5,20,64,1,300,2,0.08367840474879183,0.0
0.5,20,65,1,277,2,0.03147457615906206,0.0
0.5,20,66,1,281,2,0.3314102492491664,0.0
0.5,20,67,1,272,3,0.332032550316015,0.0
0.5,20,68,1,280,2,-0.3102830807392349,0.0
0.5,20,69,1,292,3,-0.2243050149693124,0.0
0.5,20,70,1,297,2,-0.25477342720753193,0.0
0.5,20,71,1,303,3,0.3293756518858201,0.0
0.5,20,72,1,298,3,-0.5783950019157507,0.0
0.5,20,73,1,286,2,0.21221240456740145,0.0
0.5,20,74,1,284,2,-0.3413990630646808,0.0
0.5,20,75,1,283,3,0.2792238907918302,0.0
0.5,20,76,1,293,2,-0.3203469323156106,0.0
0.5,20,77,1,281,1,0.18350298584542188,0.0
0.5,20,78,1,277,3,-0.5955644847361224,0.0
0.5,20,79,1,294,2,-0.058704243397782394,0.0
0.5,20,80,1,286,2,0.40034610042197183,0.0
0.5,20,81,1,304,3,0.1834592595512592,0.0
0.5,20,82,1,285,2,-0.4964320947429022,0.0
0.5,20,83,1,298,3,0.2774933620978641,0.0
0.5,20,84,1,312,3,-0.0916272155775344,0.0
0.5,20,85,1,300,3,-0.5446389811109199,0.0
0.5,20,86,1,284,3,0.13374247984247623,0.0
0.5,20,87,1,277,3,0.3136815418917998,0.0
0.5,20,88,1,294,2,0.08076411867296945,0.0
0.5,20,89,1,271,3,0.2855767022640929,0.0
0.5,20,90,1,285,3,0.3016515891311771,0.0
0.5,20,91,1,290,3,-0.5998792234602561,0.0
0.5,20,92,1,288,2,0.10112484932287727,0.0
0.5,20,93,1,294,2,0.5287811445948813,0.0
0.5,20,94,1,288,3,0.14857294066269877,0.0
0.5,20,95,1,278,2,0.13574292608276273,0.0
0.5,20,96,1,293,2,-0.37207218822007837,0.0
0.5,20,97,1,302,2,-0.025637375085146723,0.0
0.5,20,98,1,267,3,0.8681943285925009,0.0
0.5,20,99,1,298,2,-0.5427523867004168,0.0
0.5,30,0,1,353,2,-0.31168049973410566,0.0
0.5,30,1,1,347,3,0.22561127251463897,0.0
0.5,30,2,1,316,2,0.3620379892065989,0.0
0.5,30,3,1,282,2,0.5429037979491165,0.0
0.5,30,4,1,312,3,0.13347854498691386,0.0
0.5,30,5,1,386,3,0.20466931476133762,0.0
0.5,30,6,1,297,3,0.052564502454541404,0.0
0.5,30,7,1,308,2,-0.10090056877859724,0.0
0.5,30,8,1,309,2,-0.09700003644592517,0.0
0.5,30,9,1,351,2,0.20358529465912387,0.0
0.5,30,10,1,349,2,0.09638217029325269,0.0
0.5,30,11,1,283,2,-0.4975513748761061,0.0
0.5,30,12,1,290,2,-0.13159386167518342,0.0
0.5,30,13,1,329,2,0.4013985946219887,0.0
0.5,30,14,1,308,2,-0.2947775913253403,0.0
0.5,30,15,1,401,2,0.15126119062738702,0.0
0.5,30,16,1,280,3,0.45351411398289243,0.0
0.5,30,17,1,318,2,-0.06702258308128634,0.0
0.5,30,18,1,370,2,0.7609151782700382,0.0
0.5,30,19,1,344,3,0.23946754248922308,0.0
0.5,30,20,1,291,2,-0.4889265274237739,0.0
0.5,30,21,1,304,3,0.7857976508667938,0.0
0.5,30,22,1,302,2,0.7771355220950259,0.0
0.5,30,23,1,324,3,0.32852681577071424,0.0
0.5,30,24,1,347,2,0.5428178257561234,0.0
0.5,30,25,1,369,2,-0.09056860855789231,0.0
0.5,30,26,1,352,2,-0.2580113725665769,0.0
0.5,30,27,1,329,2,-0.09515391501419543,0.0
0.5,30,28,1,293,3,-0.4786027919034646,0.0
0.5,30,29,1,359,2,-0.10134727264733177,0.0
0.5,30,30,1,334,2,0.32706698074991297,0.0
0.5,30,31,1,318,3,0.1646222622017863,0.0
0.5,30,32,1,339,3,-0.3337971687913167,0.0
0.5,30,33,1,313,1,0.18592705698415582,0.0
0.5,30,34,1,306,2,-0.025950805111984478,0.0
0.5,30,35,1,290,2,-0.5607262415466908,0.0
0.5,30,36,1,324,2,0.24446507833089495,0.0
0.5,30,37,1,313,3,0.08569930943331461,0.0
0.5,30,38,1,387,2,0.21859789769386156,0.0
0.5,30,39,1,334,3,0.214780883512102,0.0
0.5,30,40,1,320,3,-0.2514026245930174,0.0
0.5,30,41,1,320,2,0.04505188601222107,0.0
0.5,30,42,1,340,2,-0.17722984454930416,0.0
0.5,30,43,1,339,2,0.13628813101273782,0.0
0.5,30,44,1,350,3,0.30580223095583614,0.0
0.5,30,45,1,349,2,0.03660669544908982,0.0
0.5,30,46,1,341,2,0.2097714681110752,0.0
0.5,30,47,1,311,3,0.18203637071723974,0.0
0.5,30,48,1,304,3,-0.5680477718875698,0.0
0.5,30,49,1,364,2,0.020460740464437806,0.0
0.5,30,50,1,316,2,0.6002932758372508,0.0
0.5,30,51,1,311,2,-0.17413160190323126,0.0
0.5,30,52,1,360,3,-0.38471205133453956,0.0
0.5,30,53,1,283,3,-0.13655674278846086,0.0
0.5,30,54,1,330,2,0.22232118987795974,0.0
0.5,30,55,1,291,2,-0.03605082015510111,0.0
0.5,30,56,1,278,3,0.09906041741498647,0.0
0.5,30,57,1,309,2,-0.09989196138423564,0.0
0.5,30,58,1,316,3,-0.015292693914470273,0.0
0.5,30,59,1,350,3,0.7256970911314347,0.0
0.5,30,60,1,371,3,0.34011274466602076,0.0
0.5,30,61,1,327,2,0.34037261278195946,0.0
0.5,30,62,1,323,2,-0.5259518095440254,0.0
0.5,30,63,1,349,2,-0.6968063284148703,0.0
0.5,30,64,1,323,2,0.7532454575328522,0.0
0.5,30,65,1,314,3,0.26369605219493975,0.0
0.5,30,66,1,283,3,-0.2482560886458331,0.0
0.5,30,67,1,309,3,-0.25731358545911504,0.0
0.5,30,68,1,347,2,-0.20504708631009635,0.0
0.5,30,69,1,297,3,0.22771701667598782,0.0
0.5,30,70,1,305,3,-0.22990573112996995,0.0
0.5,30,71,1,360,2,0.6161765203622269,0.0
0.5,30,72,1,309,3,0.5780243499783763,0.0
0.5,30,73,1,322,3,-0.18224115672942826,0.0
0.5,30,74,1,324,3,0.2721273337831172,0.0
0.5,30,75,1,297,2,0.19914468836846533,0.0
0.5,30,76,1,295,3,-0.43005521298882443,0.0
0.5,30,77,1,331,2,0.06626485146029928,0.0
0.5,30,78,1,425,2,0.2609088038631442,0.0
0.5,30,79,1,328,3,0.4604433962968277,0.0
0.5,30,80,1,308,2,-0.41213095289857077,0.0
0.5,30,81,1,311,3,0.46925081805470853,0.0
0.5,30,82,1,357,3,0.27572664956513526,0.0
0.5,30,83,1,337,3,-0.2002058365260572,0.0
0.5,30,84,1,376,2,-0.0942332856731385,0.0
0.5,30,85,1,343,2,0.035775907675428875,0.0
0.5,30,86,1,342,3,0.40840547486063083,0.0
0.5,30,87,1,291,3,-0.06510524867208248,0.0
0.5,30,88,1,310,2,0.37217715689660424,0.0
0.5,30,89,1,350,3,0.3552608158600279,0.0
0.5,30,90,1,327,2,-0.27663716242326775,0.0
0.5,30,91,1,330,2,0.5529841627614656,0.0
0.5,30,92,1,358,3,0.5053019666795026,0.0
0.5,30,93,1,332,2,-0.27632472655030615,0.0
0.5,30,94,1,361,2,0.7542122348767126,0.0
0.5,30,95,1,311,2,0.065818264255183,0.0
0.5,30,96,1,355,2,0.030520249749217705,0.0
0.5,30,97,1,376,2,-0.34361407985685527,0.0
0.5,30,98,1,273,2,0.12303540223383977,0.0
0.5,30,99,1,328,2,-0.14246750160209767,0.0
0.5,40,0,1,412,3,0.20066228765073812,0.0
0.5,40,1,1,387,3,-0.11405151373129609,0.0
0.5,40,2,1,343,3,-0.031820401083754744,0.0
0.5,40,3,1,506,2,0.13455520204911078,0.0
0.5,40,4,1,339,2,-0.002626444424590549,0.0
0.5,40,5,1,357,2,0.455590522314255,1.7113612367960473
0.5,40,6,1,576,3,0.08898315041593167,0.0
0.5,40,7,1,333,3,0.30997659622686546,3.339919712633715
0.5,40,8,1,684,2,-0.35179554649628,0.0
0.5,40,9,1,485,3,0.6695036052042194,2.7114820212224893
0.5,40,10,1,754,3,-0.28083202759676507,0.0
0.5,40,11,1,306,3,0.3864261994134326,0.0
0.5,40,12,1,375,3,0.4893215237376103,2.816142160892338
0.5,40,13,1,357,2,-0.14479512702330655,0.0
0.5,40,14,1,614,2,0.38293975331711605,0.0
0.5,40,15,1,393,2,-0.3949921081090021,0.0
0.5,40,16,1,555,3,0.28872174648549326,0.012562862222701948
0.5,40,17,1,532,2,-0.45210963792794345,0.0
0.5,40,18,1,349,2,0.4392527248622226,0.0
0.5,40,19,1,344,3,0.06489431757277903,0.0
0.5,40,20,1,393,2,-0.5183006006458706,0.0
0.5,40,21,1,482,2,-0.39664762144656535,0.0
0.5,40,22,1,392,2,0.3289870062134309,0.0
0.5,40,23,1,362,3,-0.15425166459519465,0.0
0.5,40,24,1,391,3,-0.5741643384743231,0.0
0.5,40,25,1,345,3,-0.29750395326034085,0.0
0.5,40,26,1,490,2,-0.5756610457178195,0.0
0.5,40,27,1,305,2,-0.5923566506525746,0.0
0.5,40,28,1,371,3,0.18929496492143227,2.319182406223396
0.5,40,29,1,315,3,0.06455920860601025,0.0
0.5,40,30,1,439,3,-0.2762485885932552,0.0
0.5,40,31,1,566,3,-0.5676484684221899,0.0
0.5,40,32,1,324,3,0.24313155858404914,0.0
0.5,40,33,1,375,2,-0.6127149709835564,0.0
0.5,40,34,1,376,3,0.6232439268127153,0.37247594788446375
0.5,40,35,1,483,2,0.06233987704249627,0.0
0.5,40,36,1,403,2,0.29135857278224025,0.0
0.5,40,37,1,425,3,-0.14563693940203792,0.0
0.5,40,38,1,413,2,-0.26437575739773633,0.0
0.5,40,39,1,451,2,0.2622080635458781,0.0
0.5,40,40,1,373,3,-0.7112654468832581,0.0
0.5,40,41,1,387,3,0.13572132829899672,0.0
0.5,40,42,1,343,3,0.43652766927902803,2.9129833095159063
0.5,40,43,1,393,3,-0.3088279412056014,0.0
0.5,40,44,1,545,3,0.3472906396305445,0.0
0.5,40,45,1,435,2,-0.3875337251104157,0.0
0.5,40,46,1,331,3,-0.6461988406835698,0.0
0.5,40,47,1,418,2,-0.20319959224409528,0.0
0.5,40,48,1,292,2,-0.399087203545398,0.0
0.5,40,49,1,329,2,-0.006708358820130295,0.0
0.5,40,50,1,354,2,-0.5337032723416683,0.0
0.5,40,51,1,361,3,0.23689596025581572,0.0
0.5,40,52,1,407,2,0.3484496796251151,0.0
0.5,40,53,1,400,2,0.07281820472035254,0.0
0.5,40,54,1,293,2,-0.10299957106019289,0.0
0.5,40,55,1,328,2,0.13024080306220623,0.0
0.5,40,56,1,736,2,-0.3824230525619302,0.0
0.5,40,57,1,382,2,-0.7309458065016206,0.0
0.5,40,58,1,360,3,0.01307936483655043,0.0
0.5,40,59,1,331,2,0.28425476604839406,0.0
0.5,40,60,1,360,2,0.33656296215175624,0.0
0.5,40,61,1,545,3,-0.49148609362371287,0.0
0.5,40,62,1,298,3,-0.8442601434127477,0.0
0.5,40,63,1,391,2,-0.47720679689613615,0.0
0.5,40,64,1,306,2,-0.15266422275595407,0.0
0.5,40,65,1,395,2,-0.4592084393657013,0.0
0.5,40,66,1,517,3,-0.25190103742990055,0.0
0.5,40,67,1,351,3,0.273985987596167,0.0
0.5,40,68,1,569,3,-0.18334898309375122,0.0
0.5,40,69,1,526,3,-0.3865757535475789,0.0
0.5,40,70,1,390,3,0.7454581601147057,2.893275803553017
0.5,40,71,1,483,2,0.044454188424654796,0.0
0.5,40,72,1,473,2,0.8023585629927158,4.471598571376564
0.5,40,73,1,512,2,-0.05275426233010762,0.0
0.5,40,74,1,551,2,0.15152800195733104,0.0
0.5,40,75,1,779,2,-0.11558725032359862,0.0
0.5,40,76,1,369,3,-0.03287285637159929,0.0
0.5,40,77,1,457,2,-0.38075758257082926,0.0
0.5,40,78,1,333,3,0.024062515528796385,0.0
0.5,40,79,1,584,2,-0.21694489348717833,0.0
0.5,40,80,1,313,3,-0.33825324108243315,0.0
0.5,40,81,1,418,2,-0.4013794624634152,0.0
0.5,40,82,1,399,2,0.33028374825503476,0.9568814438784101
0.5,40,83,1,392,3,-0.3767747390677347,0.0
0.5,40,84,1,513,2,0.001577531100902932,0.0
0.5,40,85,1,471,3,0.40269866788433784,0.0
0.5,40,86,1,585,2,0.13178888217411439,0.0
0.5,40,87,1,370,3,0.27260763804965926,0.0
0.5,40,88,1,415,3,-0.2254082935577859,0.0
0.5,40,89,1,689,2,-0.6274343833028413,0.0
0.5,40,90,1,449,3,-0.2892075625654442,0.0
0.5,40,91,1,428,2,0.17237477103637658,0.0
0.5,40,92,1,365,2,0.16259014381901565,0.7745437563984278
0.5,40,93,1,436,2,0.017607910888258027,0.0
0.5,40,94,1,388,2,0.32117196818132954,0.0
0.5,40,95,1,467,3,0.11989839923614998,0.0
0.5,40,96,1,364,2,-0.47130173558944977,0.0
0.5,40,97,1,314,3,0.31111825151129685,0.0
0.5,40,98,1,355,2,-0.314714326109396,0.0
0.5,40,99,1,608,3,-0.4024202758005275,0.0
0.5,50,0,1,674,3,0.3094438352029857,0.15481723162997232
0.5,50,1,1,686,3,0.7428748476512006,15.839241912900178
0.5,50,2,1,625,3,0.6948730772869974,908.2308687832891
0.5,50,3,1,646,2,0.8830838357841188,894.2282594685269
0.5,50,4,0,-1,0,0.9428676136834427,881.6100892459857
0.5,50,5,0,-1,0,0.9983628247196656,938.4344253590162
0.5,50,6,0,-1,0,0.9880901579325087,935.5431967674282
0.5,50,7,0,-1,0,0.9781718378292681,929.6743143080935
0.5,50,8,1,1058,2,0.9986665218535493,932.6750250159125
0.5,50,9,0,-1,0,0.999999,900.4024888104145
0.5,50,10,1,1258,2,0.2373093406175278,12.907017179186072
0.5,50,11,0,-1,0,0.999999,954.8163505497312
0.5,50,12,1,626,2,0.9960795215941716,939.7579620558386
0.5,50,13,0,-1,0,0.35699813525885865,930.1743534130371
0.5,50,14,1,2574,2,0.9984735619964856,941.5651729929655
0.5,50,15,1,1285,2,-0.39094144346225457,19.583052954140424
0.5,50,16,1,1690,2,0.9595177079486085,827.1680210131735
0.5,50,17,1,350,2,0.9377167658633644,950.6518044427229
0.5,50,18,1,597,2,0.9926446541400822,960.3615318423015
0.5,50,19,1,391,3,0.9958127485451788,922.241270748785
0.5,50,20,0,-1,0,0.9970159403748611,912.8461486675019
0.5,50,21,1,1046,2,0.16097160096350274,20.498892093454508
0.5,50,22,0,-1,0,0.9984593939990437,944.3086906766468
0.5,50,23,1,1818,3,-0.26298040638360576,6.470308628201113
0.5,50,24,1,659,2,0.999999,927.2962871127976
0.5,50,25,1,719,2,0.9983416136576424,924.7930558870611
0.5,50,26,1,599,2,0.9982461806043302,911.293386906665
0.5,50,27,1,1013,2,0.2818759070850352,13.078348797020524
0.5,50,28,0,-1,0,0.953026073058055,924.1557640399569
0.5,50,29,1,806,3,0.993694237233686,956.1918139864042
0.5,50,30,1,909,3,0.27234275160493315,17.71400355659363
0.5,50,31,0,-1,0,0.999999,943.2713051856184
0.5,50,32,1,3553,2,0.8943178061107705,937.8349224200339
0.5,50,33,1,321,2,0.9277281942656936,913.438628615984
0.5,50,34,1,707,2,-0.25136808946497696,0.0
0.5,50,35,0,-1,0,0.999999,889.5401768953976
0.5,50,36,0,-1,0,0.998711271442617,939.2287307459128
0.5,50,37,1,409,3,0.8332055930554148,951.0925447657859
0.5,50,38,0,-1,0,0.9320106005588416,945.2271751730918
0.5,50,39,0,-1,0,0.9955570804510779,897.0886408388188
0.5,50,40,0,-1,0,0.9982560083564377,898.0117800029518
0.5,50,41,0,-1,0,0.999999,935.4764800946708
0.5,50,42,1,2301,2,0.9810310219355303,947.4501985493202
0.5,50,43,1,679,3,0.9875164858782003,911.9965558063332
0.5,50,44,1,311,2,0.18918145548108278,155.2574964552814
0.5,50,45,1,1173,3,0.6000013091289833,56.00323223986442
0.5,50,46,0,-1,0,0.9865918190694267,940.3454450063547
0.5,50,47,1,1054,2,0.9523145861576371,908.6761787901061
0.5,50,48,0,-1,0,0.6980832577811218,938.6563918606363
0.5,50,49,1,935,2,0.9875533628514735,707.4915944864905
0.5,50,50,1,884,2,0.02621174285305694,0.0
0.5,50,51,1,4889,2,-0.07988967846679719,3.4788643434128574
0.5,50,52,1,1871,3,0.8326902361156339,923.4038583354754
0.5,50,53,0,-1,0,0.999999,949.0644656984952
0.5,50,54,1,1375,3,0.994032765674599,947.2900895371934
0.5,50,55,1,543,2,0.999999,951.8211039601238
0.5,50,56,1,495,2,0.05678824050822736,77.7320718752682
0.5,50,57,0,-1,0,0.9962667587620925,941.343585851952
0.5,50,58,0,-1,0,0.996491338140063,920.6486249324992
0.5,50,59,0,-1,0,0.9812157753151458,963.0171895067849
0.5,50,60,1,1323,2,0.9853023205978099,929.1023749167575
0.5,50,61,0,-1,0,0.909997851613175,941.8376935878397
0.5,50,62,0,-1,0,0.8520355533895181,962.3759790362312
0.5,50,63,0,-1,0,0.8834608501394278,909.2548463926495
0.5,50,64,0,-1,0,0.9685323172366169,932.9325210916195
0.5,50,65,1,1891,2,0.879595927629033,950.3306245437469
0.5,50,66,0,-1,0,0.9594439325567796,938.6890056960881
0.5,50,67,0,-1,0,0.9791812431101118,949.9037426685284
0.5,50,68,0,-1,0,0.999999,962.6327107284611
0.5,50,69,1,1112,2,0.9982429067397806,872.6052166201385
0.5,50,70,0,-1,0,0.9761147746258801,923.7103617687211
0.5,50,71,1,852,2,0.9865678198222774,891.4368044861117
0.5,50,72,1,1028,3,0.2966852657810854,34.92687476727198
0.5,50,73,0,-1,0,0.9287392075506612,959.413660530113
0.5,50,74,1,978,3,0.8600187489827228,943.0430825185575
0.5,50,75,1,438,3,0.999999,938.6171452534617
0.5,50,76,0,-1,0,0.9911138172401397,930.5340509072292
0.5,50,77,0,-1,0,0.9987927970697761,933.9219116810527
0.5,50,78,1,355,2,0.9984525672085924,910.7842842831135
0.5,50,79,0,-1,0,0.9914076713349107,963.1788570002365
0.5,50,80,1,756,2,0.9987556795849545,929.6084049460675
0.5,50,81,0,-1,0,0.6902372472604532,932.8409064955775
0.5,50,82,1,1431,3,-0.38442028045795495,0.0
0.5,50,83,1,551,2,0.6264196962597218,11.063303821803686
0.5,50,84,0,-1,0,0.999999,947.4509896884992
0.5,50,85,0,-1,0,0.41149882630487306,910.5505630533304
0.5,50,86,0,-1,0,0.7109217679795402,923.6782143305959
0.5,50,87,1,1137,3,0.7683771564893236,942.5141385594011
0.5,50,88,1,900,2,-0.7418701458012368,0.0
0.5,50,89,1,1222,2,-0.2742336090033195,0.0
0.5,50,90,1,555,3,0.999999,936.3993225651164
0.5,50,91,1,1513,3,0.9516999562474914,913.6311191870615
0.5,50,92,1,2395,2,0.9838035903350661,918.7417624907672
0.5,50,93,1,1354,2,-0.04275226042285302,26.87381820044469
0.5,50,94,1,1382,3,0.999999,940.6488533115028
0.5,50,95,1,2304,2,0.9301701349144167,349.3961839451235
0.5,50,96,1,1465,3,-0.6136804136037771,0.0
0.5,50,97,1,831,3,0.9988176627142032,944.9935296244445
0.5,50,98,1,1351,3,0.6887093697507272,931.4923867197958
0.5,50,99,1,411,2,0.999999,951.2572669902107
0.5,60,0,0,-1,0,0.9989011162132548,1465.8565465245617
0.5,60,1,0,-1,0,0.9985073231892574,1462.7685402127454
0.5,60,2,0,-1,0,0.9693220291824223,1466.9159953700607
0.5,60,3,0,-1,0,0.990516718328422,1464.932431713379
0.5,60,4,0,-1,0,0.999999,1421.2605415627488
0.5,60,5,0,-1,0,0.999999,1458.9789921719891
0.5,60,6,0,-1,0,0.9997186637815489,1479.2514035193824
0.5,60,7,1,549,3,0.9998795142704651,1470.808179953022
0.5,60,8,0,-1,0,0.9977290944415826,1460.9343137542342
0.5,60,9,0,-1,0,0.9988665320578691,1472.3779434691485
0.5,60,10,0,-1,0,0.9998341736239883,1469.7332832895988
0.5,60,11,0,-1,0,0.9133058313628409,1447.9469071456535
0.5,60,12,0,-1,0,0.9997144581158909,1467.0451339223123
0.5,60,13,0,-1,0,0.999999,1462.590580875424
0.5,60,14,1,1345,2,0.999999,1481.4645965964949
0.5,60,15,0,-1,0,0.9991263906202729,1451.8401037919273
0.5,60,16,0,-1,0,0.999999,1441.8242713061145
0.5,60,17,0,-1,0,0.996673081375514,1479.5024994373623
0.5,60,18,0,-1,0,0.9997129845179594,1473.5984455812115
0.5,60,19,0,-1,0,0.9774071525540196,1461.6264228061661
0.5,60,20,0,-1,0,0.999999,1480.3068028682417
0.5,60,21,0,-1,0,0.999999,1475.0834913882736
0.5,60,22,0,-1,0,0.9997642386946042,1474.5459581332311
0.5,60,23,0,-1,0,0.9965970199016699,1455.2592406146205
0.5,60,24,1,950,3,0.9999218973043423,1481.314362639823
0.5,60,25,0,-1,0,0.999999,1455.85677540625
0.5,60,26,0,-1,0,0.9853617586640153,1458.8668682371447
0.5,60,27,0,-1,0,0.8404960684875031,1438.636667384829
0.5,60,28,0,-1,0,0.999999,1474.3243512713161
0.5,60,29,0,-1,0,0.9990141033316471,1475.581111762628
0.5,60,30,0,-1,0,0.9994243674508091,1462.0497856430757
0.5,60,31,0,-1,0,0.706168442442249,1460.9131458686488
0.5,60,32,0,-1,0,0.999732619063385,1468.4081201176668
0.5,60,33,0,-1,0,0.9927336298518227,1470.417997583202
0.5,60,34,0,-1,0,0.9995925113366297,1470.6931268254423
0.5,60,35,0,-1,0,0.9992796326323802,1483.5340818884927
0.5,60,36,0,-1,0,0.8205732426922607,1472.25397169248
0.5,60,37,0,-1,0,0.997256038033968,1455.0187730586672
0.5,60,38,0,-1,0,0.9819621578290687,1472.5611911336364
0.5,60,39,0,-1,0,0.9999181963514424,1464.6862835109719
0.5,60,40,0,-1,0,0.9987113145033948,1481.7791697811774
0.5,60,41,0,-1,0,0.9980678138909675,1458.0922709160752
0.5,60,42,0,-1,0,0.9190599666057551,1472.149373413554
0.5,60,43,0,-1,0,0.9981280076073552,1473.9930302496662
0.5,60,44,0,-1,0,0.999999,1452.5451233706365
0.5,60,45,0,-1,0,0.999623520730746,1466.7800173443345
0.5,60,46,0,-1,0,0.9999536574772065,1453.7611393879797
0.5,60,47,0,-1,0,0.9965304706379603,1468.4811666245132
0.5,60,48,0,-1,0,0.9994823805254779,1467.8218248222029
0.5,60,49,0,-1,0,0.9999698498035755,1475.1155673480328
0.5,60,50,0,-1,0,0.999999,1475.6565848745404
0.5,60,51,0,-1,0,0.999999,1477.4216799185965
0.5,60,52,0,-1,0,0.9999633720079869,1462.4355853749505
0.5,60,53,0,-1,0,0.9603430501004941,1466.2309734819148
0.5,60,54,0,-1,0,0.999999,1467.0618874326387
0.5,60,55,0,-1,0,0.999999,1486.6022729657225
0.5,60,56,0,-1,0,0.9970129710856758,1482.311529526557
0.5,60,57,0,-1,0,0.999999,1466.3515030182066
0.5,60,58,0,-1,0,0.999999,1462.0497045885718
0.5,60,59,0,-1,0,0.9995359345101111,1474.0210147818173
0.5,60,60,1,357,3,0.999999,1478.9246791312469
0.5,60,61,0,-1,0,0.9994674626793817,1434.5480799082702
0.5,60,62,0,-1,0,0.9999886835863689,1465.539810646706
0.5,60,63,0,-1,0,0.999999,1448.451741844121
0.5,60,64,0,-1,0,0.999999,1479.6350392491747
0.5,60,65,0,-1,0,0.9973580863979682,1455.7009496195376
0.5,60,66,0,-1,0,0.9938132565072042,1452.6480344136332
0.5,60,67,0,-1,0,0.999999,1452.7991450039299
0.5,60,68,0,-1,0,0.8852271576711108,1467.426060115643
0.5,60,69,0,-1,0,0.999999,1468.436219330916
0.5,60,70,0,-1,0,0.9908536787773773,1455.6191039506211
0.5,60,71,0,-1,0,0.9992267614141965,1464.6266000607081
0.5,60,72,0,-1,0,0.9992102722503029,1473.6045470132228
0.5,60,73,0,-1,0,0.9961193196010226,1459.9686023028664
0.5,60,74,0,-1,0,0.9994413884848988,1482.9882529005693
0.5,60,75,0,-1,0,0.8799184469989716,1459.384760977363
0.5,60,76,0,-1,0,0.988036010069788,1477.798844139689
0.5,60,77,0,-1,0,0.9995884842209142,1470.9248014176853
0.5,60,78,0,-1,0,0.9910971694933411,1458.372917281801
0.5,60,79,0,-1,0,0.9997521499419886,1459.0994465324816
0.5,60,80,0,-1,0,0.988955020757289,1475.7326390098217
0.5,60,81,0,-1,0,0.9978765106527808,1472.81382888324
