J,mu,seed,collapsed,collapse_type,collapse_step,final_m,final_W,condition,alpha
1.0,100,1,0,0,-1,0.9999054380152895,3462.2973444568493,active_coupling,1.0
1.0,100,2,0,0,-1,0.4078044889445925,3462.618648637389,active_coupling,1.0
1.0,100,3,0,0,-1,0.999999,3450.3366557169848,active_coupling,1.0
1.0,100,4,0,0,-1,0.999999,3456.2302126779928,active_coupling,1.0
1.0,100,5,0,0,-1,0.999999,3472.603320977264,active_coupling,1.0
1.0,100,6,0,0,-1,0.9758354731066201,3414.340683272781,active_coupling,1.0
1.0,100,7,0,0,-1,0.9945240694850858,3439.3070455016564,active_coupling,1.0
1.0,100,8,0,0,-1,0.9979743428524414,3471.069869645021,active_coupling,1.0
1.0,100,9,0,0,-1,0.9999911945747096,3475.7270617004992,active_coupling,1.0
1.0,100,10,0,0,-1,0.999999,3447.976571072496,active_coupling,1.0
1.0,100,11,0,0,-1,0.999999,3476.84678603058,active_coupling,1.0
1.0,100,12,0,0,-1,0.999999,3476.1601471479953,active_coupling,1.0
1.0,100,13,0,0,-1,0.9091250796441629,3468.902013471061,active_coupling,1.0
1.0,100,14,0,0,-1,0.999999,3414.023088633003,active_coupling,1.0
1.0,100,15,0,0,-1,0.999999,3477.255921319345,active_coupling,1.0
1.0,100,16,0,0,-1,0.999999,3448.721085438397,active_coupling,1.0
1.0,100,17,0,0,-1,0.999999,3475.1330403740826,active_coupling,1.0
1.0,100,18,0,0,-1,0.999999,3470.087087131454,active_coupling,1.0
1.0,100,19,0,0,-1,0.9999270857888273,3486.756178765967,active_coupling,1.0
1.0,100,20,0,0,-1,0.9985831650036918,3476.6906403157523,active_coupling,1.0
1.0,100,21,0,0,-1,0.9999912883696125,3445.7268697072736,active_coupling,1.0
1.0,100,22,0,0,-1,0.9982513207223112,3467.8198601548793,active_coupling,1.0
1.0,100,23,0,0,-1,0.9976617920813008,3471.476584662436,active_coupling,1.0
1.0,100,24,0,0,-1,0.999862921044599,3462.999003547286,active_coupling,1.0
1.0,100,25,0,0,-1,0.999961941044123,3454.7273752454444,active_coupling,1.0
1.0,100,26,0,0,-1,0.956114742773503,3435.2891232590428,active_coupling,1.0
1.0,100,27,0,0,-1,0.99246624331597,3442.3275176829475,active_coupling,1.0
1.0,100,28,0,0,-1,0.999999,3458.574104491092,active_coupling,1.0
1.0,100,29,0,0,-1,0.976783173655605,3449.586328643884,active_coupling,1.0
1.0,100,30,0,0,-1,0.9818948333882355,3459.6795366982064,active_coupling,1.0
1.0,100,31,0,0,-1,0.999999,3398.4819513661737,active_coupling,1.0
1.0,100,32,0,0,-1,0.9727122354747632,3486.491872829285,active_coupling,1.0
1.0,100,33,0,0,-1,0.999999,3451.0469994900513,active_coupling,1.0
1.0,100,34,0,0,-1,0.9998737254745286,3471.6229179655093,active_coupling,1.0
1.0,100,35,0,0,-1,0.9767766185725433,3462.431299106608,active_coupling,1.0
1.0,100,36,0,0,-1,0.9999184101679546,3455.0626468288665,active_coupling,1.0
1.0,100,37,0,0,-1,0.999999,3426.7762103522946,active_coupling,1.0
1.0,100,38,0,0,-1,0.9999621097615254,3484.98099758057,active_coupling,1.0
1.0,100,39,0,0,-1,0.995130706792921,3456.4042001177936,active_coupling,1.0
1.0,100,40,0,0,-1,0.9997199253721997,3474.236855729825,active_coupling,1.0
1.0,100,41,0,0,-1,0.999999,3462.960035743504,active_coupling,1.0
1.0,100,42,0,0,-1,0.9996879446680912,3457.7241641547434,active_coupling,1.0
1.0,100,43,0,0,-1,0.9903526343222605,3477.520805237292,active_coupling,1.0
1.0,100,44,0,0,-1,0.8330748184422014,3476.9683680962844,active_coupling,1.0
1.0,100,45,0,0,-1,0.9996774743794956,3468.882082098681,active_coupling,1.0
1.0,100,46,0,0,-1,0.999917333081799,3467.4659443692667,active_coupling,1.0
1.0,100,47,0,0,-1,0.987789308960734,3476.589204954645,active_coupling,1.0
1.0,100,48,0,0,-1,0.999999,3473.921332547428,active_coupling,1.0
1.0,100,49,0,0,-1,0.999999,3463.010655092197,active_coupling,1.0
1.0,100,50,0,0,-1,0.9985529601101925,3427.3364317877954,active_coupling,1.0
1.0,100,51,0,0,-1,0.999999,3472.304473653792,active_coupling,1.0
1.0,100,52,0,0,-1,0.9998991637564109,3464.620160535125,active_coupling,1.0
1.0,100,53,0,0,-1,0.999999,3456.1705627422825,active_coupling,1.0
1.0,100,54,0,0,-1,0.999999,3457.8061762921384,active_coupling,1.0
1.0,100,55,0,0,-1,0.9978850626102848,3483.4514884049104,active_coupling,1.0
1.0,100,56,0,0,-1,0.9999020143518126,3436.7928774170987,active_coupling,1.0
1.0,100,57,0,0,-1,0.9997627615064013,3470.0812239182005,active_coupling,1.0
1.0,100,58,0,0,-1,0.999999,3462.690331009826,active_coupling,1.0
1.0,100,59,0,0,-1,0.9998197119577321,3463.256542951701,active_coupling,1.0
1.0,100,60,0,0,-1,0.9968667399455803,3472.8865560862673,active_coupling,1.0
1.0,100,61,0,0,-1,0.9995668890527883,3479.261897370665,active_coupling,1.0
1.0,100,62,0,0,-1,0.9908000405159029,3482.641673833382,active_coupling,1.0
1.0,100,63,0,0,-1,0.9913463420882559,3475.0593976826444,active_coupling,1.0
1.0,100,64,0,0,-1,0.999999,3474.871412368867,active_coupling,1.0
1.0,100,65,0,0,-1,0.9998869044711456,3478.099570308943,active_coupling,1.0
1.0,100,66,0,0,-1,0.9337298398328873,3474.4595255826007,active_coupling,1.0
1.0,100,67,0,0,-1,0.99748888272771,3435.4360438561566,active_coupling,1.0
1.0,100,68,0,0,-1,0.999999,3473.052369630201,active_coupling,1.0
1.0,100,69,0,0,-1,0.9997863688247476,3457.0937435545243,active_coupling,1.0
1.0,100,70,0,0,-1,0.956789134796331,3466.0802715430195,active_coupling,1.0
1.0,100,71,0,0,-1,0.999999,3464.3552858411467,active_coupling,1.0
1.0,100,72,0,0,-1,0.9997631529238261,3467.732145421582,active_coupling,1.0
1.0,100,73,0,0,-1,0.9998639060686885,3458.529236299766,active_coupling,1.0
1.0,100,74,0,0,-1,0.9997806765336262,3473.7905666064853,active_coupling,1.0
1.0,100,75,0,0,-1,0.999846914213321,3472.8203862603027,active_coupling,1.0
1.0,100,76,0,0,-1,0.9334879882761973,3458.7125242055954,active_coupling,1.0
1.0,100,77,0,0,-1,0.9854859374282153,3461.4033213870844,active_coupling,1.0
1.0,100,78,0,0,-1,0.9998654985370202,3459.4808252425514,active_coupling,1.0
1.0,100,79,0,0,-1,0.999999,3428.5369627443165,active_coupling,1.0
1.0,100,80,0,0,-1,0.942183799986161,3455.223764945785,active_coupling,1.0
1.0,100,81,0,0,-1,0.999999,3459.172033755854,active_coupling,1.0
1.0,100,82,0,0,-1,0.999999,3445.772530756103,active_coupling,1.0
1.0,100,83,0,0,-1,0.999779878376877,3427.7388381354185,active_coupling,1.0
1.0,100,84,0,0,-1,0.999999,3463.888806348377,active_coupling,1.0
1.0,100,85,0,0,-1,0.9417384746073122,3434.8607782858135,active_coupling,1.0
1.0,100,86,0,0,-1,0.9987104891723141,3463.4611837572475,active_coupling,1.0
1.0,100,87,0,0,-1,0.999999,3472.7779173616586,active_coupling,1.0
1.0,100,88,0,0,-1,0.9992621279520174,3470.9037784315437,active_coupling,1.0
1.0,100,89,0,0,-1,0.9737279720942131,3452.2533020865812,active_coupling,1.0
1.0,100,90,0,0,-1,0.9962479390426684,3427.2740160041576,active_coupling,1.0
1.0,100,91,0,0,-1,0.999999,3466.936563525532,active_coupling,1.0
1.0,100,92,0,0,-1,0.999999,3456.0594949965302,active_coupling,1.0
1.0,100,93,0,0,-1,0.999999,3464.710982840708,active_coupling,1.0
1.0,100,94,0,0,-1,0.9742793107496162,3452.959812349841,active_coupling,1.0
1.0,100,95,0,0,-1,0.999999,3483.106210155283,active_coupling,1.0
1.0,100,96,0,0,-1,0.999999,3477.7596764204277,active_coupling,1.0
1.0,100,97,0,0,-1,0.9999900649603647,3479.1435539570653,active_coupling,1.0
1.0,100,98,0,0,-1,0.999999,3457.865472447858,active_coupling,1.0
1.0,100,99,0,0,-1,0.999999,3437.015650479656,active_coupling,1.0
1.5,20,0,1,3,284,0.6619135929831004,0.0,active_coupling,1.0
1.5,20,1,1,3,322,0.3181573808632082,0.0,active_coupling,1.0
1.5,20,2,1,2,290,-0.48850332060280577,0.0,active_coupling,1.0
1.5,20,3,1,2,313,0.10816760666537883,0.0,active_coupling,1.0
1.5,20,4,1,3,321,0.35007404487009985,0.0,active_coupling,1.0
1.5,20,5,1,2,314,0.13549615501107012,0.0,active_coupling,1.0
1.5,20,6,1,3,300,0.6771558136103201,0.0,active_coupling,1.0
1.5,20,7,1,2,295,0.09836719550062735,0.0,active_coupling,1.0
1.5,20,8,1,3,321,-0.44974621813216864,0.0,active_coupling,1.0
1.5,20,9,1,3,292,0.11902964066090657,0.0,active_coupling,1.0
1.5,20,10,1,3,282,-0.44549125262244327,0.0,active_coupling,1.0
1.5,20,11,1,2,323,-0.11777129145876736,0.0,active_coupling,1.0
1.5,20,12,1,3,303,-0.4659418529988862,0.0,active_coupling,1.0
1.5,20,13,1,3,328,-0.2407431549958557,0.0,active_coupling,1.0
1.5,20,14,1,3,302,0.2813864275453708,0.0,active_coupling,1.0
1.5,20,15,1,3,326,-0.3733554367167076,0.0,active_coupling,1.0
1.5,20,16,1,3,290,-0.5061345594154671,0.0,active_coupling,1.0
1.5,20,17,1,3,294,-0.5378798038350516,0.0,active_coupling,1.0
1.5,20,18,1,3,324,-0.932623302493986,0.0,active_coupling,1.0
1.5,20,19,1,3,314,0.5690890474165436,0.0,active_coupling,1.0
1.5,20,20,1,3,303,-0.42674002207243134,0.0,active_coupling,1.0
1.5,20,21,1,3,328,0.6528570497172886,0.0,active_coupling,1.0
1.5,20,22,1,2,295,0.9805033895659767,0.0,active_coupling,1.0
1.5,20,23,1,3,282,-0.5981882257468321,0.0,active_coupling,1.0
1.5,20,24,1,3,307,0.2350947039571656,0.0,active_coupling,1.0
1.5,20,25,1,2,324,-0.9264325074429282,0.0,active_coupling,1.0
1.5,20,26,1,1,296,-0.5665289589549825,0.0,active_coupling,1.0
1.5,20,27,1,2,308,0.0624843277260549,0.0,active_coupling,1.0
1.5,20,28,1,2,304,-0.30140762719712877,0.0,active_coupling,1.0
1.5,20,29,1,2,304,0.8848349509312019,0.0,active_coupling,1.0
1.5,20,30,1,3,340,-0.5672454715594282,0.0,active_coupling,1.0
1.5,20,31,1,3,313,0.11882683114525894,0.0,active_coupling,1.0
1.5,20,32,1,2,313,-0.5371603410184972,0.0,active_coupling,1.0
1.5,20,33,1,3,285,-0.15014368526674793,0.0,active_coupling,1.0
1.5,20,34,1,3,334,-0.2964820708710726,0.0,active_coupling,1.0
1.5,20,35,1,2,286,0.26133898758252583,0.0,active_coupling,1.0
1.5,20,36,1,3,303,-0.7775689448547993,0.0,active_coupling,1.0
1.5,20,37,1,3,327,-0.3199414646423876,0.0,active_coupling,1.0
1.5,20,38,1,3,276,0.8400500105619458,0.0,active_coupling,1.0
1.5,20,39,1,3,289,-0.4335273439740757,0.0,active_coupling,1.0
1.5,20,40,1,2,331,0.5472303315185122,0.0,active_coupling,1.0
1.5,20,41,1,2,320,0.07800673498082804,0.0,active_coupling,1.0
1.5,20,42,1,2,267,0.4380870474534055,0.0,active_coupling,1.0
1.5,20,43,1,1,315,-0.20343331402721393,0.0,active_coupling,1.0
1.5,20,44,1,3,268,-0.5753347579347557,0.0,active_coupling,1.0
1.5,20,45,1,2,295,-0.59362644583928,0.0,active_coupling,1.0
1.5,20,46,1,3,333,-0.6582627195209603,0.0,active_coupling,1.0
1.5,20,47,1,2,277,-0.2523665928251765,0.0,active_coupling,1.0
1.5,20,48,1,2,297,-0.7959840047602555,0.0,active_coupling,1.0
1.5,20,49,1,3,306,-0.46318555061392025,0.0,active_coupling,1.0
1.5,20,50,1,2,301,-0.09777954362466894,0.0,active_coupling,1.0
1.5,20,51,1,2,320,0.5861391687494599,0.0,active_coupling,1.0
1.5,20,52,1,3,314,0.4013085540284857,0.0,active_coupling,1.0
1.5,20,53,1,3,290,0.28111551636290216,0.0,active_coupling,1.0
1.5,20,54,1,2,297,-0.3506732549242042,0.0,active_coupling,1.0
1.5,20,55,1,3,270,0.349480942441956,0.0,active_coupling,1.0
1.5,20,56,1,3,341,-0.6220391356377657,0.0,active_coupling,1.0
1.5,20,57,1,2,316,-0.3233670514643862,0.0,active_coupling,1.0
1.5,20,58,1,3,317,-0.6826125703693995,0.0,active_coupling,1.0
1.5,20,59,1,3,288,0.05130657962679984,0.0,active_coupling,1.0
1.5,20,60,1,2,303,-0.37285750962192354,0.0,active_coupling,1.0
1.5,20,61,1,3,332,0.2186162571632062,0.0,active_coupling,1.0
1.5,20,62,1,3,299,-0.864478292151696,0.0,active_coupling,1.0
1.5,20,63,1,2,282,-0.562852847786245,0.0,active_coupling,1.0
1.5,20,64,1,3,297,0.29182891689188684,0.0,active_coupling,1.0
1.5,20,65,1,3,298,0.04800056774922015,0.0,active_coupling,1.0
1.5,20,66,1,3,307,0.09832565569583301,0.0,active_coupling,1.0
1.5,20,67,1,3,317,-0.08564223501687133,0.0,active_coupling,1.0
1.5,20,68,1,3,325,0.09292521979811386,0.0,active_coupling,1.0
1.5,20,69,1,3,269,-0.7124790043215526,0.0,active_coupling,1.0
1.5,20,70,1,3,296,0.8612448645672072,0.0,active_coupling,1.0
1.5,20,71,1,3,327,0.6313786406577455,0.0,active_coupling,1.0
1.5,20,72,1,3,319,0.7863913062319761,0.0,active_coupling,1.0
1.5,20,73,1,3,297,-0.3496921944000859,0.0,active_coupling,1.0
1.5,20,74,1,3,321,-0.7717329677661181,0.0,active_coupling,1.0
1.5,20,75,1,2,318,0.15735083101054528,0.0,active_coupling,1.0
1.5,20,76,1,1,312,-0.9513218541584914,0.0,active_coupling,1.0
1.5,20,77,1,1,329,0.6014599805931786,0.0,active_coupling,1.0
1.5,20,78,1,3,319,0.572257506399716,0.0,active_coupling,1.0
1.5,20,79,1,3,290,-0.6916898431486371,0.0,active_coupling,1.0
1.5,20,80,1,3,313,-0.7048238855047583,0.0,active_coupling,1.0
1.5,20,81,1,2,327,0.6382438139590373,0.0,active_coupling,1.0
1.5,20,82,1,2,302,0.20735562727386658,0.0,active_coupling,1.0
1.5,20,83,1,3,289,-0.9618660477260897,0.0,active_coupling,1.0
1.5,20,84,1,2,286,-0.6303157299708161,0.0,active_coupling,1.0
1.5,20,85,1,3,303,0.16523307576930046,0.0,active_coupling,1.0
1.5,20,86,1,3,293,0.5278361416072063,0.0,active_coupling,1.0
1.5,20,87,1,3,288,-0.31072551560011596,0.0,active_coupling,1.0
1.5,20,88,1,2,344,0.4737507252225135,0.0,active_coupling,1.0
1.5,20,89,1,3,285,0.08951764010395441,0.0,active_coupling,1.0
1.5,20,90,1,3,305,0.24855957995865222,0.0,active_coupling,1.0
1.5,20,91,1,2,298,-0.7890018821791752,0.0,active_coupling,1.0
1.5,20,92,1,3,287,-0.5311859254157149,0.0,active_coupling,1.0
1.5,20,93,1,3,288,0.2459215973191829,0.0,active_coupling,1.0
1.5,20,94,1,2,286,-0.7241652545642514,0.0,active_coupling,1.0
1.5,20,95,1,3,300,0.26440137455333174,0.0,active_coupling,1.0
1.5,20,96,1,2,304,0.48541572338924055,0.0,active_coupling,1.0
1.5,20,97,1,2,328,-0.6901979435176382,0.0,active_coupling,1.0
1.5,20,98,1,3,319,-0.06711577081766804,0.0,active_coupling,1.0
1.5,20,99,1,2,275,0.8116163571581452,0.0,active_coupling,1.0
1.5,30,0,1,3,501,0.12966790907899492,0.0,active_coupling,1.0
1.5,30,1,1,3,554,0.6478363416484232,0.0,active_coupling,1.0
1.5,30,2,1,2,455,-0.03006523277358568,0.0,active_coupling,1.0
1.5,30,3,1,2,548,-0.38801868742406587,0.0,active_coupling,1.0
1.5,30,4,1,2,571,0.9045017795835537,0.0,active_coupling,1.0
1.5,30,5,1,3,325,0.20528784724291024,0.0,active_coupling,1.0
1.5,30,6,1,3,518,-0.19823987434076532,0.0,active_coupling,1.0
1.5,30,7,1,2,401,0.8495028459073714,0.0,active_coupling,1.0
1.5,30,8,1,3,298,-0.6882392740832838,0.0,active_coupling,1.0
1.5,30,9,1,2,477,-0.01983985232585156,0.0,active_coupling,1.0
1.5,30,10,1,1,508,0.19140702388163705,0.0,active_coupling,1.0
1.5,30,11,1,3,411,0.40998118591298177,0.0,active_coupling,1.0
1.5,30,12,1,3,381,-0.6437285322729468,0.0,active_coupling,1.0
1.5,30,13,1,2,534,-0.6771130431704001,0.0,active_coupling,1.0
1.5,30,14,1,3,420,0.5418890343128417,0.0,active_coupling,1.0
1.5,30,15,1,3,362,0.12084503791055445,0.0,active_coupling,1.0
1.5,30,16,1,3,450,-0.6931151440828676,0.0,active_coupling,1.0
1.5,30,17,1,2,453,0.5458291396654129,0.0,active_coupling,1.0
1.5,30,18,1,2,536,0.825932539101695,0.0,active_coupling,1.0
1.5,30,19,1,1,329,-0.5196256107295792,0.0,active_coupling,1.0
1.5,30,20,1,2,480,-0.16390995336340317,0.0,active_coupling,1.0
1.5,30,21,1,3,477,0.31897779450491615,0.0,active_coupling,1.0
1.5,30,22,1,3,458,-0.21613088395490643,0.0,active_coupling,1.0
1.5,30,23,1,2,346,0.4931644298639324,0.0,active_coupling,1.0
1.5,30,24,1,3,395,0.3594999692396175,0.0,active_coupling,1.0
1.5,30,25,1,2,416,-0.4849498576594262,0.0,active_coupling,1.0
1.5,30,26,1,3,373,0.4285065821574894,0.0,active_coupling,1.0
1.5,30,27,1,3,360,0.6236859097377087,0.0,active_coupling,1.0
1.5,30,28,1,2,460,0.39446162572784815,0.0,active_coupling,1.0
1.5,30,29,1,3,294,-0.5608947757936608,0.0,active_coupling,1.0
1.5,30,30,1,2,376,-0.8133839027239488,0.0,active_coupling,1.0
1.5,30,31,1,3,475,-0.6116476231156194,0.0,active_coupling,1.0
1.5,30,32,1,3,438,0.38607766397878274,0.0,active_coupling,1.0
1.5,30,33,1,2,412,0.4266824914373455,0.0,active_coupling,1.0
1.5,30,34,1,3,389,-0.1315272682085272,0.0,active_coupling,1.0
1.5,30,35,1,2,366,-0.035418678379327925,0.0,active_coupling,1.0
1.5,30,36,1,1,308,0.23415500253631455,0.0,active_coupling,1.0
1.5,30,37,1,1,384,-0.9816381122057654,0.0,active_coupling,1.0
1.5,30,38,1,2,441,0.23372892679726812,0.0,active_coupling,1.0
1.5,30,39,1,2,501,-0.7579281548963284,0.0,active_coupling,1.0
1.5,30,40,1,3,498,0.048255296974786324,0.0,active_coupling,1.0
1.5,30,41,1,3,446,-0.8079878599192918,0.0,active_coupling,1.0
1.5,30,42,1,3,320,0.7305522314638095,0.0,active_coupling,1.0
1.5,30,43,1,3,284,0.6681079815667433,0.0,active_coupling,1.0
1.5,30,44,1,2,448,-0.4548841724105257,0.0,active_coupling,1.0
1.5,30,45,1,3,431,0.08494732732060678,0.0,active_coupling,1.0
1.5,30,46,1,2,403,0.5223900048618395,0.0,active_coupling,1.0
1.5,30,47,1,2,502,-0.27538956658823754,0.0,active_coupling,1.0
1.5,30,48,1,3,452,-0.5544479496904499,0.0,active_coupling,1.0
1.5,30,49,1,1,413,-0.04769003227097364,0.0,active_coupling,1.0
1.5,30,50,1,3,296,0.3380089666754866,0.0,active_coupling,1.0
1.5,30,51,1,3,443,0.6348965216796196,0.0,active_coupling,1.0
1.5,30,52,1,2,558,0.5861504284311929,0.0,active_coupling,1.0
1.5,30,53,1,3,341,0.9160905858654401,0.0,active_coupling,1.0
1.5,30,54,1,2,558,-0.49319355714448354,0.0,active_coupling,1.0
1.5,30,55,1,1,291,0.07593412929152082,0.0,active_coupling,1.0
1.5,30,56,1,3,496,-0.5936432084843323,0.0,active_coupling,1.0
1.5,30,57,1,3,465,-0.15386021425969537,0.0,active_coupling,1.0
1.5,30,58,1,3,544,-0.07957712660931385,0.0,active_coupling,1.0
1.5,30,59,1,3,366,0.5210777661578515,0.0,active_coupling,1.0
1.5,30,60,1,2,453,0.3034857845608652,0.0,active_coupling,1.0
1.5,30,61,1,3,440,-0.7839649443344467,0.0,active_coupling,1.0
1.5,30,62,1,3,647,-0.4827316750662587,0.0,active_coupling,1.0
1.5,30,63,1,3,458,-0.6308555925057363,0.0,active_coupling,1.0
1.5,30,64,1,3,491,-0.4445832241511443,0.0,active_coupling,1.0
1.5,30,65,1,2,351,0.268283005623287,0.0,active_coupling,1.0
1.5,30,66,1,2,292,0.029537430840429674,0.0,active_coupling,1.0
1.5,30,67,1,3,313,0.6921295612578167,0.0,active_coupling,1.0
1.5,30,68,1,2,483,0.43404943469652457,0.0,active_coupling,1.0
1.5,30,69,1,3,290,-0.7699242986509309,0.0,active_coupling,1.0
1.5,30,70,1,3,374,-0.6238383612600525,0.0,active_coupling,1.0
1.5,30,71,1,3,450,-0.1395158998107499,0.0,active_coupling,1.0
1.5,30,72,1,3,461,-0.03482985890681334,0.0,active_coupling,1.0
1.5,30,73,1,3,503,-0.9804769694515622,0.0,active_coupling,1.0
1.5,30,74,1,2,544,-0.28962227327759016,0.0,active_coupling,1.0
1.5,30,75,1,3,321,0.5076246757536557,0.0,active_coupling,1.0
1.5,30,76,1,3,289,0.11871245224436884,0.0,active_coupling,1.0
1.5,30,77,1,3,296,-0.18663429210072466,0.0,active_coupling,1.0
1.5,30,78,1,2,424,-0.5744533416559543,0.0,active_coupling,1.0
1.5,30,79,1,3,442,0.2558706117119716,0.0,active_coupling,1.0
1.5,30,80,1,3,332,-0.8577040525043534,0.0,active_coupling,1.0
1.5,30,81,1,3,634,-0.1177099560398435,0.0,active_coupling,1.0
1.5,30,82,1,2,406,0.11009106960143833,0.0,active_coupling,1.0
1.5,30,83,1,3,408,0.8494587459308015,0.0,active_coupling,1.0
1.5,30,84,1,1,426,0.5492708818566437,0.0,active_coupling,1.0
1.5,30,85,1,2,415,0.6676319396617373,0.0,active_coupling,1.0
1.5,30,86,1,3,299,0.6223106218285323,0.0,active_coupling,1.0
1.5,30,87,1,2,440,0.543365884609241,0.0,active_coupling,1.0
1.5,30,88,1,3,314,0.45623658046353305,0.0,active_coupling,1.0
1.5,30,89,1,3,400,0.21477893054743924,0.0,active_coupling,1.0
1.5,30,90,1,3,381,0.31495825682034845,0.0,active_coupling,1.0
1.5,30,91,1,3,412,-0.3643913160988642,0.0,active_coupling,1.0
1.5,30,92,1,3,297,0.548561289498642,0.0,active_coupling,1.0
1.5,30,93,1,3,336,-0.9239935608248638,0.0,active_coupling,1.0
1.5,30,94,1,2,350,-0.44026068748018526,0.0,active_coupling,1.0
1.5,30,95,1,3,430,-0.6669760847732135,0.0,active_coupling,1.0
1.5,30,96,1,3,410,0.835765474926344,0.0,active_coupling,1.0
1.5,30,97,1,2,567,-0.10531433600915745,0.0,active_coupling,1.0
1.5,30,98,1,3,455,0.8962046507523609,0.0,active_coupling,1.0
1.5,30,99,1,3,294,0.5101216335949017,0.0,active_coupling,1.0
1.5,40,0,0,0,-1,0.9228249774754502,477.6321376584953,active_coupling,1.0
1.5,40,1,0,0,-1,0.9983901245188394,485.6677399284886,active_coupling,1.0
1.5,40,2,0,0,-1,0.9944454067033649,474.9888443036411,active_coupling,1.0
1.5,40,3,0,0,-1,0.9978083069226157,468.947251726306,active_coupling,1.0
1.5,40,4,0,0,-1,0.982531703294548,477.5250689493282,active_coupling,1.0
1.5,40,5,0,0,-1,0.9993280884966552,485.3591713899312,active_coupling,1.0
1.5,40,6,0,0,-1,0.999999,462.06847530593603,active_coupling,1.0
1.5,40,7,0,0,-1,0.999662482867861,473.096312725117,active_coupling,1.0
1.5,40,8,1,3,423,0.7831199840103984,468.75206068637146,active_coupling,1.0
1.5,40,9,0,0,-1,0.9983800521769427,482.0532746903832,active_coupling,1.0
1.5,40,10,0,0,-1,0.999999,468.02351398718423,active_coupling,1.0
1.5,40,11,0,0,-1,0.999999,472.0897316812064,active_coupling,1.0
1.5,40,12,0,0,-1,0.999999,488.67261229840216,active_coupling,1.0
1.5,40,13,0,0,-1,0.9738083916857142,455.1512253577915,active_coupling,1.0
1.5,40,14,0,0,-1,0.9985306376395735,478.06990549094445,active_coupling,1.0
1.5,40,15,0,0,-1,0.9997644717218906,459.05770609069623,active_coupling,1.0
1.5,40,16,0,0,-1,0.9998221417528997,475.57645791564715,active_coupling,1.0
1.5,40,17,0,0,-1,0.999999,476.55787181836627,active_coupling,1.0
1.5,40,18,0,0,-1,0.9981673116003379,482.47094306500196,active_coupling,1.0
1.5,40,19,0,0,-1,0.999999,468.2361501004613,active_coupling,1.0
1.5,40,20,1,3,338,0.9678752332217776,476.59075740398765,active_coupling,1.0
1.5,40,21,1,3,727,0.999999,480.2036986231099,active_coupling,1.0
1.5,40,22,0,0,-1,0.999866148019226,474.1188592469845,active_coupling,1.0
1.5,40,23,0,0,-1,0.999999,463.8495948275549,active_coupling,1.0
1.5,40,24,0,0,-1,0.999999,485.14715097045666,active_coupling,1.0
1.5,40,25,0,0,-1,0.9997003420428642,487.8603740904288,active_coupling,1.0
1.5,40,26,0,0,-1,0.9998978631482759,482.9226142565409,active_coupling,1.0
1.5,40,27,0,0,-1,0.9990404644670914,457.4844589087664,active_coupling,1.0
1.5,40,28,0,0,-1,0.9959261730233409,460.22900083731247,active_coupling,1.0
1.5,40,29,0,0,-1,0.999423370193284,475.7433714723692,active_coupling,1.0
1.5,40,30,0,0,-1,0.92236828436223,476.43926700817775,active_coupling,1.0
1.5,40,31,0,0,-1,0.999691319069958,475.0325365880927,active_coupling,1.0
1.5,40,32,0,0,-1,0.9995630768073885,487.95142024401025,active_coupling,1.0
1.5,40,33,0,0,-1,0.9964814700524928,465.8324855177344,active_coupling,1.0
1.5,40,34,0,0,-1,0.9266759336943994,489.74895878628274,active_coupling,1.0
1.5,40,35,0,0,-1,0.9177520913508205,477.9758879744906,active_coupling,1.0
1.5,40,36,1,2,356,0.9993278449735141,470.9832646827622,active_coupling,1.0
1.5,40,37,0,0,-1,0.8622185914188745,489.03174854295787,active_coupling,1.0
1.5,40,38,0,0,-1,0.9989175845772751,477.7042419115953,active_coupling,1.0
1.5,40,39,0,0,-1,0.9649518628921173,464.18584168200675,active_coupling,1.0
1.5,40,40,0,0,-1,0.9998918091744516,475.6783721251011,active_coupling,1.0
1.5,40,41,1,3,647,0.999999,448.3096781076405,active_coupling,1.0
1.5,40,42,0,0,-1,0.9927997283836387,483.87181410835274,active_coupling,1.0
1.5,40,43,0,0,-1,0.9949721119437419,482.43407201986616,active_coupling,1.0
1.5,40,44,0,0,-1,0.9996991725850631,485.32188117075697,active_coupling,1.0
1.5,40,45,0,0,-1,0.9652646203694657,480.67237568849487,active_coupling,1.0
1.5,40,46,0,0,-1,0.999999,480.5514257368862,active_coupling,1.0
1.5,40,47,0,0,-1,0.9724261929447157,489.0233575150892,active_coupling,1.0
1.5,40,48,0,0,-1,0.999999,476.00889630936183,active_coupling,1.0
1.5,40,49,1,1,584,0.8168779717580448,477.5259086316345,active_coupling,1.0
1.5,40,50,0,0,-1,0.9995720979925247,483.46717756845754,active_coupling,1.0
1.5,40,51,0,0,-1,0.999999,475.6540587653078,active_coupling,1.0
1.5,40,52,0,0,-1,0.9851077322145945,485.22398004087313,active_coupling,1.0
1.5,40,53,0,0,-1,0.999999,483.31669940091166,active_coupling,1.0
1.5,40,54,0,0,-1,0.9993714021246826,486.20199530335475,active_coupling,1.0
1.5,40,55,0,0,-1,0.999999,469.78798532946996,active_coupling,1.0
1.5,40,56,1,3,432,0.999999,456.13457216852925,active_coupling,1.0
1.5,40,57,0,0,-1,0.9835440381296409,481.51362374131315,active_coupling,1.0
1.5,40,58,0,0,-1,0.999999,483.3457447275566,active_coupling,1.0
