J,mu,condition,alpha,p_collapse,p_rigidity,p_fragmentation,p_mixed,n_collapsed,rigidity_share_of_collapsed,mean_final_m,mean_final_wealth
4.0,100,active_quadratic,2.0,0.11,0.06,0.01,0.04,11,0.5454545454545454,0.9715922434282055,3457.3583652582656
4.5,20,active_quadratic,2.0,1.0,0.79,0.01,0.2,100,0.79,0.21371103674766226,0.0
4.5,30,active_quadratic,2.0,1.0,0.84,0.0,0.16,100,0.84,0.03802025370950629,0.0
4.5,40,active_quadratic,2.0,0.2,0.19,0.0,0.01,20,0.95,0.9652766487227704,479.2080589229122
4.5,50,active_quadratic,2.0,0.13,0.11,0.0,0.02,13,0.8461538461538461,0.9851966502616066,982.0337231787757
4.5,60,active_quadratic,2.0,0.08,0.06,0.0,0.02,8,0.75,0.9647872361734567,1460.593202812703
4.5,70,active_quadratic,2.0,0.09,0.09,0.0,0.0,9,1.0,0.9603743138428931,1951.4489224113445
4.5,80,active_quadratic,2.0,0.06,0.06,0.0,0.0,6,1.0,0.9907282248372019,2465.758477880153
4.5,90,active_quadratic,2.0,0.1,0.08,0.0,0.02,10,0.8,0.9841638382458348,2962.6628186176704
4.5,100,active_quadratic,2.0,0.04,0.04,0.0,0.0,4,1.0,0.9854724034757362,3461.0099139549966
5.0,20,active_quadratic,2.0,1.0,0.86,0.01,0.13,100,0.86,0.0320029650437631,0.0
5.0,30,active_quadratic,2.0,1.0,0.91,0.0,0.09,100,0.91,-0.16768888401144802,0.0
5.0,40,active_quadratic,2.0,0.15,0.12,0.0,0.03,15,0.8,0.9679023054554576,479.8097186522215
5.0,50,active_quadratic,2.0,0.16,0.15,0.0,0.01,16,0.9375,0.9006975361132106,940.1679192876791
5.0,60,active_quadratic,2.0,0.12,0.11,0.0,0.01,12,0.9166666666666666,0.9665225854914009,1454.5829494677848
5.0,70,active_quadratic,2.0,0.12,0.09,0.0,0.03,12,0.75,0.8915479623230591,1873.0774739726942
5.0,80,active_quadratic,2.0,0.09,0.08,0.0,0.01,9,0.8888888888888888,0.9455361475755805,2414.2924688828602
5.0,90,active_quadratic,2.0,0.07,0.05,0.0,0.02,7,0.7142857142857143,0.9684999647995993,2929.2747691866675
5.0,100,active_quadratic,2.0,0.09,0.08,0.0,0.01,9,0.8888888888888888,0.9644571563151838,3425.9818813168295
4.0,20,active_quadratic,5.0,1.0,0.77,0.0,0.23,100,0.77,0.06481375587830672,0.0
4.0,30,active_quadratic,5.0,1.0,0.74,0.01,0.25,100,0.74,0.03842154461551907,0.0
4.0,40,active_quadratic,5.0,0.05,0.05,0.0,0.0,5,1.0,0.9758606509283604,483.81553316951204
4.0,50,active_quadratic,5.0,0.04,0.03,0.0,0.01,4,0.75,0.9751923474171842,979.3461965696092
4.0,60,active_quadratic,5.0,0.02,0.02,0.0,0.0,2,1.0,0.9856899080559957,1476.8268536759192
4.0,70,active_quadratic,5.0,0.02,0.01,0.0,0.01,2,0.5,0.9827706848479071,1972.8010377306737
4.0,80,active_quadratic,5.0,0.01,0.0,0.0,0.01,1,0.0,0.9919521354948948,2467.16883052073
4.0,90,active_quadratic,5.0,0.01,0.0,0.0,0.01,1,0.0,0.983698991780346,2963.348094513582
4.0,100,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9715922434282089,3457.3584648237807
4.5,20,active_quadratic,5.0,1.0,0.85,0.02,0.13,100,0.85,0.21371103674766226,0.0
4.5,30,active_quadratic,5.0,1.0,0.82,0.0,0.18,100,0.82,0.03802025370950629,0.0
4.5,40,active_quadratic,5.0,0.03,0.03,0.0,0.0,3,1.0,0.9656802322285699,479.62025598220913
4.5,50,active_quadratic,5.0,0.03,0.03,0.0,0.0,3,1.0,0.9851978005491183,982.047747170121
4.5,60,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.984770832079944,1475.4140224401576
4.5,70,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9802349939473473,1973.7763568985029
4.5,80,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9907282248374544,2465.766562678832
4.5,90,active_quadratic,5.0,0.02,0.02,0.0,0.0,2,1.0,0.9841638382458368,2962.8587627691736
4.5,100,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9854724034757362,3461.010014239879
5.0,20,active_quadratic,5.0,1.0,0.87,0.0,0.13,100,0.87,0.05199511285334474,0.0
5.0,30,active_quadratic,5.0,1.0,0.88,0.0,0.12,100,0.88,-0.14781195621865417,0.0
5.0,40,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9878977410360019,485.04429759415376
5.0,50,active_quadratic,5.0,0.02,0.02,0.0,0.0,2,1.0,0.9778248149329616,979.5699763390439
5.0,60,active_quadratic,5.0,0.01,0.0,0.0,0.01,1,0.0,0.9854262185583424,1476.3651892895373
5.0,70,active_quadratic,5.0,0.02,0.02,0.0,0.0,2,1.0,0.9871654594530372,1971.3047069640847
5.0,80,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9853538784368486,2463.9775406121935
5.0,90,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.9881916183695489,2959.352080131135
5.0,100,active_quadratic,5.0,0.0,0.0,0.0,0.0,0,0.0,0.984067739338165,3460.4302694890707
