ramp_steps,mult,seed_idx,collapsed,collapse_step,collapse_J,collapse_type,final_m,final_wealth
1000,60,28,0,-1,,0,0.9754904654227488,1474.1107185352123
1000,60,29,0,-1,,0,0.9996775857748127,1476.1239608702074
1000,60,30,0,-1,,0,0.999999,1484.1358527500217
1000,60,31,0,-1,,0,0.999999,1461.0776418120104
1000,60,32,0,-1,,0,0.999999,1468.9713445307113
1000,60,33,0,-1,,0,0.9963698311720216,1486.3560993229696
1000,60,34,0,-1,,0,0.9998786427260724,1481.236181003312
1000,60,35,0,-1,,0,0.9999513441100659,1434.0405128727734
1000,60,36,0,-1,,0,0.9981040878806251,1480.9495850103372
1000,60,37,0,-1,,0,0.999999,1486.804584085702
1000,60,38,0,-1,,0,0.9998058570097561,1482.0277598786483
1000,60,39,0,-1,,0,0.999999,1485.0394087693985
1000,60,40,0,-1,,0,0.999999,1466.7924664742159
1000,60,41,0,-1,,0,0.9759447951285809,1486.4646820665344
1000,60,42,0,-1,,0,0.999814936802034,1482.0726108477506
1000,60,43,0,-1,,0,0.999999,1471.6538213657861
1000,60,44,0,-1,,0,0.999999,1477.604911550844
1000,60,45,0,-1,,0,0.9966518897554265,1477.7829848392525
1000,60,46,1,432,2.444,1,0.9999342060045157,1476.9170208696455
1000,60,47,0,-1,,0,0.949408965686834,1488.0983201311976
1000,60,48,0,-1,,0,0.9674031346343227,1484.7998454680662
1000,60,49,0,-1,,0,0.999999,1487.8169850904517
1000,60,50,0,-1,,0,0.999999,1483.0129311194953
1000,60,51,0,-1,,0,0.9989617731594644,1487.063599000728
1000,60,52,0,-1,,0,0.999999,1489.9201970818492
1000,60,53,0,-1,,0,0.999999,1469.6966756295712
1000,60,54,0,-1,,0,0.9946823422957685,1476.0175085391686
1000,60,55,0,-1,,0,0.999999,1483.7100781883105
1000,60,56,0,-1,,0,0.999999,1471.0075053164405
1000,60,57,0,-1,,0,0.999923456227909,1473.025036659389
1000,60,58,0,-1,,0,0.999999,1487.13400615101
1000,60,59,0,-1,,0,0.999043122732393,1460.3515067548246
1000,60,60,0,-1,,0,0.999999,1476.1831710827717
1000,60,61,0,-1,,0,0.9999930967363536,1479.1097655073047
1000,60,62,0,-1,,0,0.9979272023841019,1476.3831927364497
1000,60,63,0,-1,,0,0.9543716350327346,1483.014757670551
1000,60,64,0,-1,,0,0.999999,1486.144640200489
