level,J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth,final_EC
L2,0.5,40,62,1,333,2,-0.15355611965641414,0.0,0.13488665812166187
L2,0.5,40,63,1,290,2,-0.4807943225008125,0.0,0.6804174760279648
L2,0.5,40,64,1,343,3,0.49968171280138357,0.0,0.1102248814030176
L2,0.5,40,65,1,382,3,0.5123384643153188,0.012338464315318732,0.8301238263772205
L2,0.5,40,66,1,337,2,0.23471819603652472,0.0,0.222112910369009
L2,0.5,40,67,1,397,2,-0.13924135712627453,0.0,0.7135905890595989
L2,0.5,40,68,1,404,3,0.1161124289857729,0.0,0.2007099692853999
L2,0.5,40,69,1,379,2,-0.599157154730096,0.0,0.07704345449757055
L2,0.5,40,70,1,386,3,-0.14921204374949762,0.0,0.14793231911715754
L2,0.5,40,71,1,459,2,-0.22942843027707388,0.0,0.11931876813361515
L2,0.5,40,72,1,354,2,0.5070949161048657,3.1221898010622433,0.09638376744005717
L2,0.5,40,73,1,308,3,0.5076320769020287,0.04853650913267718,0.3087011766156105
L2,0.5,40,74,1,384,3,0.6256688538601696,0.4114763944257993,0.08696180005777798
L2,0.5,40,75,1,396,2,-0.2785215381165396,0.0,0.30221469984119564
L2,0.5,40,76,1,418,2,-0.6798643083440351,0.0,0.09434651382228795
L2,0.5,40,77,1,487,2,-0.12204835472432539,0.0,0.3323085847519396
L2,0.5,40,78,1,464,3,0.29207045990388525,0.0,0.6110281132801729
L2,0.5,40,79,1,306,3,0.32095874139048347,7.32056520538309,0.14378420149078747
L2,0.5,40,80,1,377,2,-0.24227932525418616,0.0,0.30285071757915727
L2,0.5,40,81,1,415,2,0.15431194299777815,0.0,0.19554206684769432
L2,0.5,40,82,1,328,3,0.11942105695325972,0.0,0.7827047546575564
L2,0.5,40,83,1,554,3,-0.7046161900905304,0.0,0.19295869135393265
L2,0.5,40,84,1,336,2,-0.06992010443259658,0.0,0.14627588648741024
L2,0.5,40,85,1,541,2,-0.06534186361110161,4.574404857019497,0.11774453210714646
L2,0.5,40,86,1,312,2,-0.31252472358832833,0.0,0.28870997325145953
L2,0.5,40,87,1,492,2,0.30160600750105654,0.0,0.37200294666960565
L2,0.5,40,88,1,368,3,0.08173502508920488,0.0,0.5956272987342988
L2,0.5,40,89,1,433,2,-0.45090550290374637,0.0,0.14014664046321568
L2,0.5,40,90,1,439,2,0.38787672937182377,0.0,0.13031342157895703
L2,0.5,40,91,1,371,3,-0.37051379903409487,0.0,0.10207850102501471
L2,0.5,40,92,1,512,2,0.2439765433984737,0.0,0.7156593546953838
L2,0.5,40,93,1,484,3,0.46940700632179755,3.8778641021049647,0.08552524721560009
L2,0.5,40,94,1,319,2,-0.7919507965740973,0.0,0.694696150751405
L2,0.5,40,95,1,340,3,-0.02365613525255754,0.0,0.1200709065169535
L2,0.5,40,96,1,317,3,0.5715923736576538,6.167452111991234,0.08437430003419899
L2,0.5,40,97,1,407,2,-0.5060743311566566,0.0,0.08644237536720194
L2,0.5,40,98,1,362,2,-0.18595600103749982,0.0,0.26502074129019787
L2,0.5,40,99,1,428,2,-0.03609772322603434,0.0,0.3903946581933125
L2,0.5,50,0,1,1183,1,0.14347044337141654,12.086337938299463,0.20759611032364045
L2,0.5,50,1,1,436,3,0.173117196255171,19.129612479118887,0.10893797168288556
L2,0.5,50,2,1,990,2,-0.4905738981922692,0.0,0.13292134216215634
L2,0.5,50,3,1,415,2,-0.7580186137975405,0.0,0.06536012624619117
L2,0.5,50,4,1,522,3,0.13354052068205832,0.3409086809446551,0.896613494169553
L2,0.5,50,5,1,481,2,0.1292084468454745,0.0,0.6273027256605539
L2,0.5,50,6,1,538,2,0.22887467807460993,90.23941409804391,0.37733743819081883
L2,0.5,50,7,1,741,3,0.5791707570813434,13.715402844473232,0.06842075396000913
L2,0.5,50,8,1,588,2,-0.6550474421632035,0.0,0.09423301933629562
L2,0.5,50,9,1,551,2,0.1338442342654802,0.0,0.45357008554515804
L2,0.5,50,10,1,1102,2,-0.27789922649145415,1.193496623674685,0.7941164269404426
L2,0.5,50,11,1,760,2,0.3670175742632234,14.053735380305767,0.10638550304230208
L2,0.5,50,12,1,417,3,-0.5240836286809702,0.0,0.0769643636741401
L2,0.5,50,13,1,1231,2,0.1793090701216663,10.486317142866609,0.8186573603501606
L2,0.5,50,14,1,370,3,-0.22845168779672825,20.50559687165691,0.6394911927515474
L2,0.5,50,15,1,1461,3,-0.17836742280306567,40.43629414511533,0.9210598293036026
L2,0.5,50,16,1,738,2,0.012276711442457927,27.91714910633015,0.10895235936757053
L2,0.5,50,17,1,712,3,-0.6222037562015381,0.0,0.3017129178301362
L2,0.5,50,18,1,822,2,-0.8905452610824305,0.0,0.06773728733488088
L2,0.5,50,19,1,928,3,-0.3485674166235037,0.0,0.24265937982064237
L2,0.5,50,20,1,773,3,-0.8612039415238745,0.0,0.06470295379694789
L2,0.5,50,21,1,682,3,-0.42712184614474585,0.0,0.19492535093230445
L2,0.5,50,22,1,956,2,-0.5801636043821563,0.0,0.06507466937606719
L2,0.5,50,23,1,904,2,-0.041845480903358725,29.01296016981218,0.23966043522465164
L2,0.5,50,24,1,656,2,0.2115844723639885,40.40146355011609,0.1258237345422533
L2,0.5,50,25,1,874,3,-0.06182683813577566,0.0,0.3450618416830887
L2,0.5,50,26,1,472,2,0.4293895957233657,50.48690630503835,0.08644881386558166
L2,0.5,50,27,1,427,3,-0.26178423084302127,7.758417926755168,0.8117224016666399
L2,0.5,50,28,1,915,2,-0.4536810719134243,0.0,0.08730436723086567
L2,0.5,50,29,1,401,2,-0.12914271301095787,31.365133919097993,0.4028007549787958
L2,0.5,50,30,1,373,2,-0.573542331182653,23.31751771328707,0.06605319757049267
L2,0.5,50,31,1,1171,3,0.6574125184888722,41.51449729064653,0.07834044281145011
L2,0.5,50,32,1,478,3,-0.43821243295414686,0.0,0.08668981517029425
L2,0.5,50,33,1,528,2,0.4790305988966933,1.4853134776350405,0.3207409931920812
L2,0.5,50,34,1,467,3,0.1960560245214885,18.913783704186702,0.19609783875285974
L2,0.5,50,35,1,919,2,0.05529227663762335,21.707711742716928,0.15931964263190745
L2,0.5,50,36,1,686,3,0.15699919263605588,12.512680706189915,0.347783296389746
L2,0.5,50,37,1,721,2,-0.3912335377207749,0.0,0.07624696283740327
L2,0.5,50,38,1,1193,2,-0.5056377518509195,0.0,0.10314087287014202
L2,0.5,50,39,1,514,2,-0.5351463658243161,0.0,0.07848420755276786
L2,0.5,50,40,1,801,3,0.2864588311489964,0.5219649758152128,0.8208060454121865
L2,0.5,50,41,1,1055,3,-0.3018522032277,0.0,0.08166568190300579
