level,J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth,final_EC
L2,1.5,90,76,0,-1,0,0.9477634748946347,2282.488093201428,0.05799872468646769
L2,1.5,90,77,0,-1,0,0.11437148798189263,2388.5963692329224,0.10938838764090744
L2,1.5,90,78,0,-1,0,0.999999,2363.819118002569,0.055278556623498634
L2,1.5,90,79,0,-1,0,0.8172245331469202,2210.6974339316134,0.0597041478792923
L2,1.5,90,80,0,-1,0,0.598661758572127,2222.903263511081,0.07178069107884194
L2,1.5,90,81,0,-1,0,0.6487377506737635,2243.360701380276,0.06247888831982163
L2,1.5,90,82,0,-1,0,0.839675700208037,2341.704889653534,0.058686971380075253
L2,1.5,90,83,0,-1,0,0.8551852155825246,2286.8043163981024,0.06374984453851071
L2,1.5,90,84,0,-1,0,0.21758833671955674,2147.491654135249,0.1515339357938575
L2,1.5,90,85,0,-1,0,0.6436718084365445,2102.190902738929,0.07680191217671134
L2,1.5,90,86,0,-1,0,0.8780691101711008,2201.267021518049,0.05848214771969917
L2,1.5,90,87,0,-1,0,0.4672634843064737,2445.5940045642155,0.07110886098876028
L2,1.5,90,88,0,-1,0,0.9055739672766925,2350.4981449561415,0.057280294764619856
L2,1.5,90,89,0,-1,0,0.9907811584455815,1975.8240488123354,0.0573119661181531
L2,1.5,90,90,0,-1,0,0.9061895395966423,2446.807474395249,0.059140853076044636
L2,1.5,90,91,0,-1,0,0.496215302993782,2260.212071473723,0.11261147877768668
L2,1.5,90,92,0,-1,0,0.6149344453770861,2342.5473767253056,0.06664076920047797
L2,1.5,90,93,0,-1,0,0.13231200608573257,2240.376480995132,0.14533762819694998
L2,1.5,90,94,1,352,1,0.9055770883574418,2172.1063962272115,0.05991698717997993
L2,1.5,90,95,0,-1,0,0.579419710979965,2316.355749102891,0.07176621830396027
L2,1.5,90,96,0,-1,0,0.9295232101365241,2376.4485846150237,0.05764486121451222
L2,1.5,90,97,0,-1,0,0.6439584007248722,2402.1489563172013,0.07157814150569561
L2,1.5,90,98,0,-1,0,0.38840286187814305,2321.7172779043303,0.08587464601441268
L2,1.5,90,99,0,-1,0,0.8721589085544941,2356.402786590921,0.06233549198342592
L2,1.5,100,0,0,-1,0,0.9553764051284889,2915.7851526639206,0.05576200602911143
L2,1.5,100,1,0,-1,0,0.5442971300253451,2910.1204888939333,0.06839309791416841
L2,1.5,100,2,0,-1,0,0.5486034637228833,2678.1842686040495,0.08613068439890564
L2,1.5,100,3,0,-1,0,0.5874025970425848,2940.7188855158433,0.06457731882523572
L2,1.5,100,4,0,-1,0,0.2878278191202019,2963.6123865900745,0.08099718355631273
L2,1.5,100,5,0,-1,0,0.9911915413310758,2779.4622927173727,0.055073711661444445
L2,1.5,100,6,0,-1,0,0.8833006557839328,2797.2583328278643,0.056395140671864304
L2,1.5,100,7,0,-1,0,0.3061599835282553,2681.533721342707,0.11491735850453626
L2,1.5,100,8,0,-1,0,0.6944811405988217,2701.705392012088,0.06091956708631996
L2,1.5,100,9,0,-1,0,0.37942341445545535,2795.197497411444,0.07636883193212234
L2,1.5,100,10,0,-1,0,0.8055790576512261,2932.6781582446542,0.05997701587430683
L2,1.5,100,11,0,-1,0,0.2872398077322348,2815.529041278578,0.0967436570880307
L2,1.5,100,12,0,-1,0,0.7592106343930181,2616.5382281382304,0.06475502105704115
L2,1.5,100,13,0,-1,0,0.5729084696143212,2770.220032507927,0.08767044612668505
L2,1.5,100,14,0,-1,0,0.33660507126498057,2779.886407159411,0.09318233848234479
L2,1.5,100,15,0,-1,0,0.5015827057106497,2974.035153818266,0.07646454550168004
L2,1.5,100,16,0,-1,0,0.8188284086547213,2855.8461787466226,0.05624482021953609
L2,1.5,100,17,0,-1,0,0.7396270382407089,2933.4591356451124,0.06266070880686214
L2,1.5,100,18,0,-1,0,0.7347667542074235,2805.023606068543,0.06345825872820128
L2,1.5,100,19,0,-1,0,0.9088482169311439,2860.661331311166,0.058274303457992185
L2,1.5,100,20,0,-1,0,0.7013020540789027,2833.6344677958014,0.06590034487966648
L2,1.5,100,21,0,-1,0,0.8966481218717653,2810.67909680875,0.05621030145239388
L2,1.5,100,22,0,-1,0,0.940467474835153,2846.0380565866935,0.05558465451542175
L2,1.5,100,23,0,-1,0,0.5590119258910847,2810.145642759345,0.08470009180414083
L2,1.5,100,24,0,-1,0,0.6995330037571735,2905.0696345300516,0.0621276520629726
L2,1.5,100,25,0,-1,0,0.5380255333746702,2895.1459628261737,0.06659513820889813
L2,1.5,100,26,0,-1,0,0.576520378492695,2749.785944127653,0.09325178411793075
L2,1.5,100,27,0,-1,0,0.8218760722035039,2877.151091904396,0.0679012595925692
L2,1.5,100,28,0,-1,0,0.6534144697876908,2823.721836102833,0.06207006401337214
L2,1.5,100,29,0,-1,0,0.7127783283494931,2874.0025723392855,0.06231660391752694
L2,1.5,100,30,0,-1,0,0.28092131968853173,2926.339910924999,0.09166828671391324
L2,1.5,100,31,0,-1,0,0.9443184981770283,2651.0284317506216,0.05523023548731333
L2,1.5,100,32,0,-1,0,0.6774970905281101,2905.552367540231,0.06333577248290767
L2,1.5,100,33,0,-1,0,0.5420063542551387,2814.330949720724,0.06994616680494956
L2,1.5,100,34,0,-1,0,0.5492185261831191,2679.0022792943887,0.07485786562915882
L2,1.5,100,35,0,-1,0,0.29116032850128937,2766.84666042295,0.12686479771465423
L2,1.5,100,36,0,-1,0,0.7102324856082843,2783.9491943634707,0.062448888979531915
L2,1.5,100,37,0,-1,0,0.999999,2845.9727373618907,0.05556892417431678
L2,1.5,100,38,0,-1,0,0.9831906149991767,2878.7628939731076,0.055388904634251945
L2,1.5,100,39,0,-1,0,0.9373591781143904,2905.861421160788,0.055608155151662585
L2,1.5,100,40,0,-1,0,0.9161126138577551,2740.979743848506,0.05711160198128275
L2,1.5,100,41,0,-1,0,0.34170046891635714,2672.6878213317764,0.21904984049975962
L2,1.5,100,42,0,-1,0,0.45558293935924854,2774.5766007601947,0.07596140193103632
L2,1.5,100,43,0,-1,0,0.29864201882227553,2806.9845963403577,0.09545964667737361
L2,1.5,100,44,0,-1,0,0.0034537336424675102,2694.0296742294913,0.13512582513049143
L2,1.5,100,45,0,-1,0,0.5382410708999689,2813.3774622773476,0.08114432500930274
L2,1.5,100,46,0,-1,0,0.44032096220905526,2790.026532944894,0.06786120266676367
L2,1.5,100,47,0,-1,0,0.8399439810695069,2920.1044193837697,0.05722830849838929
L2,1.5,100,48,0,-1,0,0.5594187672822635,2860.0970979259755,0.08845898915605968
L2,1.5,100,49,0,-1,0,0.45397119307276,2611.3175094263324,0.08552232513947265
L2,1.5,100,50,0,-1,0,0.8775172499682178,2890.4615174244377,0.057664567526162204
L2,1.5,100,51,0,-1,0,0.9333371556684921,2915.4719877519246,0.05608292054348858
L2,1.5,100,52,0,-1,0,0.35245502394211226,2779.4690448938777,0.1015526755936831
L2,1.5,100,53,0,-1,0,0.9342885501983585,2814.165198500824,0.05813900179101307
L2,1.5,100,54,0,-1,0,0.8263510998621182,2868.5150779191404,0.0594055555367142
L2,1.5,100,55,0,-1,0,0.4962080130902933,2701.8919776315283,0.07126139251593644
L2,1.5,100,56,0,-1,0,0.9482578116072806,2812.442452740275,0.05546043687669061
L2,1.5,100,57,0,-1,0,0.5688252641258307,2925.3912738258664,0.07562933754844416
L2,1.5,100,58,0,-1,0,0.39352434257325614,2844.235746389227,0.08967997772137713
L2,1.5,100,59,0,-1,0,0.8053099349536086,2845.166190926509,0.06668324605995092
L2,1.5,100,60,0,-1,0,0.999999,2809.622144113856,0.055355050321306457
L2,1.5,100,61,0,-1,0,0.37429104018067544,3031.137099455747,0.08635525645241902
L2,1.5,100,62,0,-1,0,0.4172312364230193,2844.6502540666197,0.0786180461702356
L2,1.5,100,63,0,-1,0,0.34424768807995604,2924.02825208023,0.10475987784527396
L2,1.5,100,64,0,-1,0,0.594435048970114,2785.225899835235,0.06838389295210406
L2,1.5,100,65,0,-1,0,0.8582096070120064,2874.5347307565407,0.06016351716916831
L2,1.5,100,66,0,-1,0,0.7599104274033455,2728.9509615205034,0.0823825485215886
L2,1.5,100,67,0,-1,0,0.5816929549466695,2915.6847781257775,0.07234363389760201
L2,1.5,100,68,0,-1,0,0.9960123206768251,2895.5289773742948,0.05633284936471567
L2,1.5,100,69,0,-1,0,0.9240454531532383,2836.88635212107,0.05507661818252096
L2,1.5,100,70,0,-1,0,0.4477527642246719,2883.456119688855,0.07483629985416948
L2,1.5,100,71,0,-1,0,0.4201673657843429,2716.929144754162,0.07759258932756959
L2,1.5,100,72,0,-1,0,0.13631560967843942,2833.7212833518315,0.34542497478979944
L2,1.5,100,73,0,-1,0,0.8840338878319418,2841.549189780904,0.05905850517156038
L2,1.5,100,74,0,-1,0,0.9437571646494387,2915.6383435528514,0.057199359293679225
L2,1.5,100,75,0,-1,0,0.9557488297465893,2766.929131975635,0.059992526338959316
L2,1.5,100,76,0,-1,0,0.18882271628051334,2918.796699031321,0.272833262658987
L2,1.5,100,77,0,-1,0,0.47996689646551277,3069.6071524881663,0.07011677387116695
L2,1.5,100,78,0,-1,0,0.6132799894033123,2763.860987288628,0.0654258504418532
L2,1.5,100,79,0,-1,0,0.33276123962416726,2685.352592539071,0.09043201919132142
L2,1.5,100,80,0,-1,0,0.922403332366023,2953.427389563872,0.05546415795438098
L2,1.5,100,81,0,-1,0,0.7165297243446589,2862.6582028781186,0.07483453282957916
L2,1.5,100,82,0,-1,0,0.999999,2789.8077008936743,0.054960853299923104
L2,1.5,100,83,0,-1,0,0.6281963328223014,2691.1944410385418,0.06367904111447599
L2,1.5,100,84,0,-1,0,0.7665756090768567,2870.444329809321,0.058919518562562424
L2,1.5,100,85,0,-1,0,0.9345555447552566,2713.6950840401973,0.05648841166144001
L2,1.5,100,86,0,-1,0,0.8060282367480458,2853.1865111622596,0.05865622857739042
L2,1.5,100,87,0,-1,0,0.8347185533627938,2847.113341941896,0.056941450449086696
L2,1.5,100,88,0,-1,0,0.5561102789965044,2975.7834156917975,0.07054848311639135
L2,1.5,100,89,0,-1,0,0.5253704949321536,2878.103708546828,0.06626665911381505
L2,1.5,100,90,0,-1,0,0.9330438620034905,2911.689515344105,0.06476189572980673
L2,1.5,100,91,0,-1,0,0.7935081083048893,2811.303552768405,0.06049614556121256
L2,1.5,100,92,0,-1,0,0.8166137754494709,2808.766551569361,0.06375034433092228
L2,1.5,100,93,0,-1,0,0.012356931829066081,2878.3588229067623,0.10612267630525168
L2,1.5,100,94,0,-1,0,0.5456313669220069,2819.717671301472,0.07195318390939694
L2,1.5,100,95,0,-1,0,0.8908145221078091,2810.1766829308954,0.05918167048939684
L2,1.5,100,96,0,-1,0,0.9483924708942002,2745.2789115522496,0.05768550786257097
L2,1.5,100,97,0,-1,0,0.9745259118712875,2859.2345576805965,0.05801521939424345
L2,1.5,100,98,0,-1,0,0.4856497021632079,2892.1598916910675,0.0762076288767391
L2,1.5,100,99,0,-1,0,0.999999,2841.8449894281357,0.05618304422712817
L2,2.0,20,0,1,274,3,-0.25961970148764646,0.0,0.11677868622770345
L2,2.0,20,1,1,317,1,0.1949989327607919,0.0,0.7248369741913656
L2,2.0,20,2,1,340,3,-0.6372090933859149,0.0,0.11628744992850609
L2,2.0,20,3,1,331,2,-0.7709795057964148,0.0,0.059520498811945835
L2,2.0,20,4,1,306,3,-0.40771336732286645,0.0,0.7865202574667598
L2,2.0,20,5,1,319,3,-0.4480995245345708,0.0,0.23042682378645796
L2,2.0,20,6,1,316,3,0.24341784144015322,0.0,0.8342448879420856
L2,2.0,20,7,1,275,2,0.2590846257764301,0.0,0.08921603917042056
L2,2.0,20,8,1,324,3,-0.2207545024821464,0.0,0.13258439700688857
L2,2.0,20,9,1,322,3,0.09287258725998743,0.0,0.0969935238361295
L2,2.0,20,10,1,318,3,0.9168246134027803,0.0,0.05980481784897259
L2,2.0,20,11,1,322,3,0.8409316502689086,0.0,0.0568110945798848
L2,2.0,20,12,1,315,3,0.49543665767622563,0.0,0.07526292852567099
L2,2.0,20,13,1,286,3,-0.09145499739824016,0.0,0.15535339310979412
L2,2.0,20,14,1,308,1,0.7483035162744456,0.0,0.07348374032508605
L2,2.0,20,15,1,268,3,0.2593415704853016,0.0,0.7808164866673735
L2,2.0,20,16,1,308,3,0.5819069055527489,0.0,0.07213198196116856
L2,2.0,20,17,1,294,1,-0.9421106606057095,0.0,0.05549874331466511
L2,2.0,20,18,1,304,2,0.892342889210194,0.0,0.056486434033437664
L2,2.0,20,19,1,307,3,-0.5448384693305875,0.0,0.21470711078181998
L2,2.0,20,20,1,290,2,-0.8622418238643713,0.0,0.06071719038186806
L2,2.0,20,21,1,322,2,0.9810501892304846,0.0,0.06301459675435965
L2,2.0,20,22,1,331,3,0.27428924251111364,0.0,0.7697599100701112
L2,2.0,20,23,1,285,3,0.8717693306176117,0.0,0.06112959651000928
L2,2.0,20,24,1,321,3,0.2481354428829428,0.0,0.24956864032473303
L2,2.0,20,25,1,306,3,0.5898175542227408,0.0,0.25811289806765575
L2,2.0,20,26,1,298,3,-0.987984302252902,0.0,0.05533958030775097
L2,2.0,20,27,1,260,3,0.35422917471279547,0.0,0.898400056136351
L2,2.0,20,28,1,293,3,-0.572211851678248,0.0,0.06831180688198729
L2,2.0,20,29,1,322,3,0.23719659757745662,0.0,0.15786662732977425
L2,2.0,20,30,1,333,1,0.6781451860703978,0.0,0.06721571233548668
L2,2.0,20,31,1,269,3,0.8818923420911694,0.0,0.05725313268728304
L2,2.0,20,32,1,288,1,0.7817802999264555,0.0,0.07720641714362053
L2,2.0,20,33,1,277,3,0.6012221239222146,0.0,0.07163558456093098
L2,2.0,20,34,1,290,3,-0.237231709977232,0.0,0.09355482882058899
L2,2.0,20,35,1,272,3,-0.5715027539678332,0.0,0.06537779568689808
L2,2.0,20,36,1,297,3,0.8004979763606896,0.0,0.06793685746534686
L2,2.0,20,37,1,317,1,-0.18541243053325462,0.0,0.34322068601674577
L2,2.0,20,38,1,323,2,0.6512749529298066,0.0,0.06647003334783819
L2,2.0,20,39,1,304,3,0.7210086191466692,0.0,0.06956227992626407
L2,2.0,20,40,1,310,2,0.9483330555088313,0.0,0.05524623558386991
L2,2.0,20,41,1,286,3,-0.44651263278506914,0.0,0.08268674880555019
L2,2.0,20,42,1,322,3,-0.49513338729963685,0.0,0.07159467432252817
L2,2.0,20,43,1,338,2,-0.37124720428852626,0.0,0.1697400785965618
L2,2.0,20,44,1,310,3,-0.18757811079614106,0.0,0.09545688784845036
L2,2.0,20,45,1,266,1,-0.9883555415377907,0.0,0.055124759706610876
L2,2.0,20,46,1,297,3,-0.12338007583924468,0.0,0.7080889049956395
L2,2.0,20,47,1,298,3,0.20334927693932864,0.0,0.5063043529347981
L2,2.0,20,48,1,265,1,-0.9032132370219471,0.0,0.05791441101684853
L2,2.0,20,49,1,291,1,-0.617119364961747,0.0,0.08044123956133853
L2,2.0,20,50,1,305,1,0.25025063320095087,0.0,0.11436688994836211
L2,2.0,20,51,1,298,2,-0.34683068435015835,0.0,0.7697464626254235
L2,2.0,20,52,1,296,1,0.6165627823630058,0.0,0.0715782494979277
L2,2.0,20,53,1,309,2,-0.8943784482258172,0.0,0.0618022538054485
L2,2.0,20,54,1,282,2,-0.7625761235930655,0.0,0.062100480297472185
L2,2.0,20,55,1,279,1,0.7874511980156575,0.0,0.06004976658433377
L2,2.0,20,56,1,299,3,0.30801478393764026,0.0,0.10762953372715799
L2,2.0,20,57,1,295,3,0.7622838522519518,0.0,0.06496400512304135
L2,2.0,20,58,1,329,3,-0.7609781268653828,0.0,0.06910391936984309
L2,2.0,20,59,1,329,2,0.9377662166679553,0.0,0.056621716772386116
L2,2.0,20,60,1,313,3,-0.6010264554578603,0.0,0.3983931077184947
L2,2.0,20,61,1,325,1,-0.381366304826749,0.0,0.12925395724079222
L2,2.0,20,62,1,307,3,-0.771500166055729,0.0,0.06110566555745916
L2,2.0,20,63,1,325,1,-0.4332044253320646,0.0,0.09763575576528347
L2,2.0,20,64,1,312,3,0.8665991861908198,0.0,0.05928626078363858
L2,2.0,20,65,1,319,2,-0.579250558926751,0.0,0.0665702665629997
L2,2.0,20,66,1,317,3,0.8861397739079259,0.0,0.05922069480665252
L2,2.0,20,67,1,317,3,-0.23021334596603688,0.0,0.13578844685340247
L2,2.0,20,68,1,270,2,-0.6610431209136011,0.0,0.0957494734984101
L2,2.0,20,69,1,298,1,-0.43082453219670025,0.0,0.07374811970909868
L2,2.0,20,70,1,315,3,0.5071714797238684,0.0,0.0825660377326056
L2,2.0,20,71,1,331,3,0.2822265597320946,0.0,0.10695282585674955
L2,2.0,20,72,1,288,3,-0.9244383824829769,0.0,0.05607766045903484
L2,2.0,20,73,1,281,2,-0.9127192087559465,0.0,0.0583268757588718
L2,2.0,20,74,1,298,1,-0.3610730613762283,0.0,0.12313217095103052
L2,2.0,20,75,1,296,3,-0.6659499199225601,0.0,0.06186598665384455
L2,2.0,20,76,1,302,3,0.8401245518407515,0.0,0.056775784903254085
L2,2.0,20,77,1,313,1,-0.3309622979898824,0.0,0.09497586014464987
L2,2.0,20,78,1,278,3,-0.5216958101757216,0.0,0.06555520247359778
L2,2.0,20,79,1,282,2,0.1830628902742248,0.0,0.4337431579574909
L2,2.0,20,80,1,271,3,0.710328500467286,0.0,0.058512693347550486
L2,2.0,20,81,1,286,1,0.9608506887717678,0.0,0.0570434952176517
L2,2.0,20,82,1,264,3,-0.9630257796642413,0.0,0.059048432935227234
L2,2.0,20,83,1,277,1,0.37938107715711555,0.0,0.07298230290820835
L2,2.0,20,84,1,276,3,0.606061921194331,0.0,0.06396470975710906
L2,2.0,20,85,1,265,2,0.9939352512556625,0.0,0.055174850206172646
L2,2.0,20,86,1,314,3,0.7299724302593583,0.0,0.06975247676865069
L2,2.0,20,87,1,298,3,0.5648722677400013,0.0,0.5480075778434563
L2,2.0,20,88,1,314,3,-0.46525560561328877,0.0,0.07444011424808812
L2,2.0,20,89,1,315,3,-0.931589082920133,0.0,0.05661489105401757
L2,2.0,20,90,1,286,1,-0.9807804137169648,0.0,0.05494382063280427
L2,2.0,20,91,1,295,3,-0.7059884414613273,0.0,0.18490399015728398
L2,2.0,20,92,1,308,1,0.5404227410669429,0.0,0.08773035506468904
L2,2.0,20,93,1,289,2,-0.20772317274821192,0.0,0.1402837474283956
L2,2.0,20,94,1,321,1,-0.6924639336341558,0.0,0.06954531095313538
L2,2.0,20,95,1,288,3,0.20432570083315274,0.0,0.5962735718058589
L2,2.0,20,96,1,312,3,-0.5067660031209904,0.0,0.07598753790294593
L2,2.0,20,97,1,295,1,-0.8932986247456375,0.0,0.05794828689140446
L2,2.0,20,98,1,269,2,0.7182996606479904,0.0,0.07820254345260164
L2,2.0,20,99,1,265,3,-0.29605957059977484,0.0,0.7767316023193844
L2,2.0,30,0,1,412,2,0.0019462713329531783,0.0,0.7370296562189572
L2,2.0,30,1,1,312,3,0.7733073266226154,0.0,0.060649547257925644
L2,2.0,30,2,1,325,3,-0.8574034948784105,0.0,0.058390438130373964
L2,2.0,30,3,1,329,1,0.4922309572166868,0.0,0.07476943316016556
L2,2.0,30,4,1,318,1,-0.6732543277473093,0.0,0.08046481304302633
L2,2.0,30,5,1,278,2,0.04119278260500972,0.0,0.14969420675289763
L2,2.0,30,6,1,492,3,-0.052884520780904026,0.0,0.16978206805302
L2,2.0,30,7,1,274,1,-0.4399954647860452,0.0,0.08674047561305984
L2,2.0,30,8,1,270,3,-0.9084568194589335,0.0,0.056476628578927164
L2,2.0,30,9,1,370,1,0.696151432216183,0.0,0.06448266087631649
L2,2.0,30,10,1,274,2,0.5936543350753913,0.0,0.0751615141737437
L2,2.0,30,11,1,442,3,0.11978536716924337,0.0,0.12048256630367034
L2,2.0,30,12,1,349,2,0.8061551207387008,0.0,0.06235220169076081
L2,2.0,30,13,1,279,3,0.8880756973500101,0.0,0.059236285043481766
L2,2.0,30,14,1,354,2,0.6551744208692352,0.0,0.06872986212917889
L2,2.0,30,15,1,409,2,0.925032035322876,0.0,0.05773179700455212
L2,2.0,30,16,1,283,1,-0.9336163722438586,0.0,0.05663902661225408
L2,2.0,30,17,1,344,3,-0.9958885871490321,0.0,0.05651450404699281
L2,2.0,30,18,1,420,3,-0.47690984988744917,0.0,0.1275015507610221
L2,2.0,30,19,1,274,1,0.42997013820182906,0.0,0.48938405429626514
L2,2.0,30,20,1,289,2,0.1310013817357422,0.0,0.8213341237851939
L2,2.0,30,21,1,404,3,0.8851720927719398,0.0,0.055611531990624165
L2,2.0,30,22,1,450,3,0.835464134584284,0.0,0.06256982351326669
L2,2.0,30,23,1,546,3,-0.9430562979053883,0.0,0.06511619044874321
L2,2.0,30,24,1,311,1,0.9411471847112145,0.0,0.05632778475829584
L2,2.0,30,25,1,270,1,0.8904961300567437,0.0,0.05947683880875197
L2,2.0,30,26,1,294,1,0.44398403370235673,0.0,0.16664428995199268
L2,2.0,30,27,1,551,3,-0.4826529350879938,0.0,0.07228741603013894
L2,2.0,30,28,1,397,3,0.9057871504088401,0.0,0.05838471263634807
L2,2.0,30,29,1,270,3,-0.8229829203951272,0.0,0.05729994942959102
L2,2.0,30,30,1,427,3,-0.9339106555027032,0.0,0.057915876722657175
L2,2.0,30,31,1,306,3,0.5563084264321052,0.0,0.18661321817297316
L2,2.0,30,32,1,560,3,-0.6739280411557356,0.0,0.07440928533835639
L2,2.0,30,33,1,280,3,-0.12514987900187746,0.0,0.28485574831920657
L2,2.0,30,34,1,278,3,-0.9189929018546826,0.0,0.05540166350081022
L2,2.0,30,35,1,283,3,0.9517574377285983,0.0,0.05509951698747531
L2,2.0,30,36,1,308,2,0.456104700294845,0.0,0.10156831425287266
L2,2.0,30,37,1,278,3,-0.6589324687445189,0.0,0.06615368950752559
L2,2.0,30,38,1,380,1,-0.27204717649188354,0.0,0.1246385571436992
L2,2.0,30,39,1,269,2,0.08307189548565286,0.0,0.3973273834115216
L2,2.0,30,40,1,279,3,0.9000824304099208,0.0,0.05828094836115312
L2,2.0,30,41,1,291,3,0.7813087762338532,0.0,0.06863517427469781
L2,2.0,30,42,1,280,3,0.4872137780750519,0.0,0.12292476845698462
L2,2.0,30,43,1,358,3,0.9348374173390542,0.0,0.05756496505109883
L2,2.0,30,44,1,291,3,0.20512891298892866,0.0,0.2296442506374731
L2,2.0,30,45,1,264,3,-0.7675402385533797,0.0,0.06176740728791939
L2,2.0,30,46,1,294,3,0.6798232339455734,0.0,0.07058718161742596
L2,2.0,30,47,1,304,3,-0.018151547848999222,0.0,0.15349808051679173
L2,2.0,30,48,1,267,3,-0.5708032729136846,0.0,0.09748680340871727
L2,2.0,30,49,1,292,3,0.5045160757850219,0.0,0.092781693657008
L2,2.0,30,50,1,316,3,-0.8270128962669898,0.0,0.06662675829623488
L2,2.0,30,51,1,431,3,0.9000207642801443,0.0,0.05832457764187218
L2,2.0,30,52,1,278,3,0.3524795913488004,0.0,0.34719145383789213
L2,2.0,30,53,1,554,3,0.8414813474542695,0.0,0.06619875567855343
L2,2.0,30,54,1,299,3,-0.05962905566249163,0.0,0.6805525568113767
L2,2.0,30,55,1,472,3,0.9875074637094895,0.0,0.055040377201429694
L2,2.0,30,56,1,332,3,-0.5001379520539291,0.0,0.08491921164834171
L2,2.0,30,57,1,431,3,-0.24614338206513892,0.0,0.10039657197235756
L2,2.0,30,58,1,264,3,0.02025092171183296,0.0,0.7968317535045475
L2,2.0,30,59,1,591,3,-0.7447006352608121,0.0,0.06631177547889142
L2,2.0,30,60,1,377,3,0.02451075763353447,0.0,0.31434720789085785
L2,2.0,30,61,1,274,2,-0.01279352048642646,0.0,0.8083907570789961
L2,2.0,30,62,1,316,3,0.15432677632258723,0.0,0.25316877740682525
L2,2.0,30,63,1,377,2,0.6041482736452897,0.0,0.08009949859001632
L2,2.0,30,64,1,318,3,0.780826384302093,0.0,0.0691563171563309
L2,2.0,30,65,1,383,3,0.6850122627421656,0.0,0.0728813210966404
L2,2.0,30,66,1,295,3,-0.3565181143165911,0.0,0.08348998424594355
L2,2.0,30,67,1,280,3,0.8149909310364838,0.0,0.7135879267159781
L2,2.0,30,68,1,454,2,-0.8048221730657221,0.0,0.061014413566500524
L2,2.0,30,69,1,281,3,0.20979090411771362,0.0,0.43474323712610285
L2,2.0,30,70,1,273,1,0.8717687726044254,0.0,0.06046668007076441
L2,2.0,30,71,1,297,3,0.2562021829751203,0.0,0.1710150007610162
L2,2.0,30,72,1,377,3,0.5553998651984567,0.0,0.07912104782672806
L2,2.0,30,73,1,271,3,0.339293141295413,0.0,0.3363693830618915
L2,2.0,30,74,1,301,3,-0.4965412757994323,0.0,0.06871818075947901
L2,2.0,30,75,1,268,3,-0.8727199825481887,0.0,0.0575858552757816
L2,2.0,30,76,1,438,1,0.12284884804946178,0.0,0.42839343645171896
L2,2.0,30,77,1,331,3,0.49442399956843586,0.0,0.07165060087216003
L2,2.0,30,78,1,298,3,-0.5514169032897891,0.0,0.07474099278627683
L2,2.0,30,79,1,336,1,0.8997737956644964,0.0,0.062045238212292506
L2,2.0,30,80,1,303,3,0.0909994219679901,0.0,0.8644653142190512
L2,2.0,30,81,1,293,1,-0.4094222322794371,0.0,0.08439343738646658
L2,2.0,30,82,1,350,3,-0.786466625393658,0.0,0.06389148394357215
L2,2.0,30,83,1,448,3,0.9877633360609227,0.0,0.05650467409346181
L2,2.0,30,84,1,335,2,0.5999942471746835,0.0,0.06873891007495773
L2,2.0,30,85,1,305,3,0.8157259630352237,0.0,0.05927777498548276
L2,2.0,30,86,1,402,1,0.29931249944326177,0.0,0.16271629105512694
L2,2.0,30,87,1,462,2,-0.9220919299115627,0.0,0.06365633539520793
L2,2.0,30,88,1,292,2,0.6510295379456295,0.0,0.06217897225079288
L2,2.0,30,89,1,492,2,-0.9007038888499365,0.0,0.057545965581642586
L2,2.0,30,90,1,271,1,-0.9221277760180976,0.0,0.05833357693766935
L2,2.0,30,91,1,332,2,-0.9148245207798064,0.0,0.057160549990460864
L2,2.0,30,92,1,464,2,0.8597417272772592,0.0,0.05900157514563094
L2,2.0,30,93,1,375,3,-0.6352038392539827,0.0,0.06536348355167754
L2,2.0,30,94,1,318,3,0.3700148611888667,0.0,0.08616599889223181
L2,2.0,30,95,1,318,1,0.7226349288817953,0.0,0.060539888995525815
L2,2.0,30,96,1,485,3,0.33987210389647504,0.0,0.08264265116415331
L2,2.0,30,97,1,335,3,-0.5593945208545074,0.0,0.3901142844752258
L2,2.0,30,98,1,286,3,-0.36157867542097466,0.0,0.15169031277340683
L2,2.0,30,99,1,382,3,0.915279311682053,0.0,0.062072419081780024
L2,2.0,40,0,1,618,3,-0.7440444354941909,0.0,0.08460776073477093
L2,2.0,40,1,1,541,1,-0.8567843034132205,0.0,0.060205096438097704
L2,2.0,40,2,1,372,3,-0.8899371399746252,0.0,0.05855548040839305
L2,2.0,40,3,1,958,3,0.038249077082306265,0.0,0.42837694454538777
L2,2.0,40,4,1,441,1,0.6185793164609544,80.46864699298423,0.07489610074335827
L2,2.0,40,5,1,292,3,0.46760026498171575,50.690197685772475,0.07947407429227739
L2,2.0,40,6,1,539,3,-0.7436335668695818,0.0,0.06453877889747994
L2,2.0,40,7,1,602,3,-0.14727765453770256,71.48300630564704,0.1377664460491488
L2,2.0,40,8,1,297,3,-0.9491857155255011,0.0,0.05497561854807032
L2,2.0,40,9,1,582,3,0.41455429858932424,13.817371613265289,0.07694629411685433
L2,2.0,40,10,1,745,3,-0.8551222504649876,0.0,0.061670447954856204
L2,2.0,40,11,1,2033,3,0.047899360538197225,0.0,0.14535162676603208
L2,2.0,40,12,1,637,1,0.13346629774426125,0.0,0.566759596878924
L2,2.0,40,13,1,1770,3,-0.13201042955995787,0.0,0.346115021988858
