level,J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth,final_EC,minsky_count
L3,3.0,80,63,1,440,1,0.9525381216641164,1724.28497992397,0.05515283616108011,1
L3,3.0,80,64,0,-1,0,0.9967046897312778,1779.6235276397902,0.05471358374798172,1
L3,3.0,80,65,0,-1,0,0.9405797956915893,1576.4727353149542,0.05566537064471402,1
L3,3.0,80,66,0,-1,0,0.999999,1718.556855203255,0.05525644945304753,1
L3,3.0,80,67,1,632,3,0.8772977244068426,1702.5238360036751,0.0570654968296632,1
L3,3.0,80,68,1,409,1,0.9742466955599348,1755.4442691211532,0.055307292974890974,1
L3,3.0,80,69,0,-1,0,0.9949484317115483,1785.879051332666,0.054913429497003084,1
L3,3.0,80,70,0,-1,0,0.996588090989794,1754.9027601784358,0.054960092102091636,1
L3,3.0,80,71,0,-1,0,0.9953750040204776,1750.7672642027155,0.05475589888943692,1
L3,3.0,80,72,0,-1,0,0.8759305066896368,1726.6403347051155,0.059818612260061216,1
L3,3.0,80,73,1,375,1,0.9662225976512213,1672.615749688753,0.055245890766430314,1
L3,3.0,80,74,0,-1,0,0.9876447523787706,1734.5361583836072,0.054744942673729396,1
L3,3.0,80,75,1,323,1,-0.12058899980964533,1605.1224902957636,0.8204405769408752,1
L3,3.0,80,76,1,296,1,0.9306459990613816,1758.9262189367325,0.05507096517489478,1
L3,3.0,80,77,1,323,3,0.999999,1694.178680150992,0.054961698701953644,1
L3,3.0,80,78,1,583,1,0.9970156371143029,1760.0456947686814,0.05475792209547948,1
L3,3.0,80,79,1,338,3,0.9200274870341661,1746.738956951298,0.05690327557994368,1
L3,3.0,80,80,0,-1,0,0.9715453668210198,1760.3492135209456,0.05602430373138416,1
L3,3.0,80,81,0,-1,0,0.984347372676005,1714.1627474444715,0.054921419326467526,1
L3,3.0,80,82,0,-1,0,0.9223578113845142,1729.221884714024,0.0566214266785192,1
L3,3.0,80,83,0,-1,0,0.999999,1759.1789111267153,0.05525330875814924,1
L3,3.0,80,84,1,514,1,0.9485820015673103,1701.2839008434773,0.058517891665577894,2
L3,3.0,80,85,0,-1,0,0.30292321355064394,1644.5858552423892,0.14000162193839075,1
L3,3.0,80,86,0,-1,0,0.8390146860814585,1683.6248451390147,0.06547962860248858,1
L3,3.0,80,87,1,292,3,0.9963701619588942,1752.6469738084447,0.05470475873314798,1
L3,3.0,80,88,0,-1,0,0.9317432463498352,1723.7392577594703,0.05553162306568204,1
L3,3.0,80,89,0,-1,0,0.9238153608391046,1746.122636118427,0.05602380978473536,1
L3,3.0,80,90,0,-1,0,0.9968011199966793,1649.0747044570433,0.05591241653256382,1
L3,3.0,80,91,1,341,3,0.8729749888861893,1742.241180353022,0.05739457068262083,1
L3,3.0,80,92,0,-1,0,0.9870120530950235,1733.6565787379166,0.05478533518769307,1
L3,3.0,80,93,0,-1,0,0.9801822202319599,1752.3182270626169,0.05482118323446021,1
L3,3.0,80,94,0,-1,0,0.9947850868865689,1698.6519474198183,0.05477381783953313,1
L3,3.0,80,95,1,273,1,0.9428903325358161,1652.028827583617,0.057809407957047136,1
L3,3.0,80,96,0,-1,0,0.999999,1762.6364600846216,0.0548519065902215,1
L3,3.0,80,97,1,303,3,0.9368262618411105,1733.654330524815,0.05773454546977406,1
L3,3.0,80,98,0,-1,0,0.9149178852837317,1768.2034936146852,0.056773831064966446,1
L3,3.0,80,99,1,290,1,0.7214101696746161,1699.615904786177,0.07253112948797655,1
L3,3.0,90,0,1,343,1,0.7662130833768659,2155.66922926563,0.06065837427700495,1
L3,3.0,90,1,0,-1,0,0.8121811276986433,2089.3968129787704,0.06458420178414388,1
L3,3.0,90,2,1,827,1,0.9715265571228867,2178.4080203543062,0.05494985750390225,1
L3,3.0,90,3,0,-1,0,0.999999,2071.9415357320017,0.054834351589629945,1
L3,3.0,90,4,0,-1,0,0.6022439914870453,2102.5396361778116,0.06849326073354764,1
L3,3.0,90,5,0,-1,0,0.9866062901709057,2154.719854284614,0.05485928459614288,1
L3,3.0,90,6,0,-1,0,0.9969023998602875,2088.6559888681845,0.05479767251604109,1
L3,3.0,90,7,1,306,3,0.6736572825357034,2196.3060309629595,0.06386101280131724,1
L3,3.0,90,8,1,655,1,0.999999,2188.749478614056,0.05484886981984563,1
L3,3.0,90,9,1,305,3,0.45096956706211616,2121.2752781611343,0.08818829400332219,1
L3,3.0,90,10,1,321,1,0.9768782908901308,1952.9260009515228,0.054888773089062017,1
L3,3.0,90,11,1,456,1,0.9814537135591553,2116.8770151362755,0.0552758510473055,2
L3,3.0,90,12,1,332,1,0.9817525132184187,2137.3572716997783,0.05503090494009286,2
L3,3.0,90,13,0,-1,0,0.9483595297642892,2105.585828009485,0.05622389427691256,1
L3,3.0,90,14,0,-1,0,0.9773728246224739,2117.3341167069025,0.057194548511967674,1
L3,3.0,90,15,0,-1,0,0.6837417740165976,2184.728492553848,0.06094582843478218,1
L3,3.0,90,16,0,-1,0,0.9184278706369204,2190.0051761628683,0.05934471635725965,1
L3,3.0,90,17,1,350,3,0.9937973953555885,2121.892535273275,0.05553678192478823,1
L3,3.0,90,18,1,600,1,0.999999,2155.763768698348,0.05503894844524135,1
L3,3.0,90,19,1,340,3,0.9056232920196381,2138.0894896388236,0.055494957244286554,1
L3,3.0,90,20,0,-1,0,0.935554343882028,2162.77966042649,0.05558716601027572,1
L3,3.0,90,21,1,268,1,0.9694291509109781,2087.8759468566714,0.05549935984266166,1
L3,3.0,90,22,1,271,1,0.995846264592313,2235.372967095011,0.05483551545494501,1
L3,3.0,90,23,0,-1,0,0.9677685075997134,2191.0221681302096,0.055328077386979826,1
L3,3.0,90,24,0,-1,0,0.999999,2096.8462486830595,0.055492682020526284,1
L3,3.0,90,25,0,-1,0,0.9364717620849828,2183.8186709306315,0.05568115400105613,1
L3,3.0,90,26,1,340,1,0.925350909968471,2154.8485477061213,0.055404293968217444,1
L3,3.0,90,27,0,-1,0,0.8213037755510302,2129.1546475499395,0.062350295206723326,1
L3,3.0,90,28,1,295,3,0.9492656402282008,2113.8783186500696,0.05617660527818335,1
L3,3.0,90,29,1,315,3,0.9717106174366695,2083.911184455596,0.05807589863874597,1
L3,3.0,90,30,0,-1,0,0.9833562535944247,2218.246513190174,0.054715669656895616,1
L3,3.0,90,31,0,-1,0,0.9930713054165521,2094.1515456450256,0.054986261464136675,1
L3,3.0,90,32,0,-1,0,0.839412472608576,2160.154121254229,0.06076417772983134,1
L3,3.0,90,33,0,-1,0,0.9988539479039099,2183.9510635767915,0.054713141626720765,1
L3,3.0,90,34,1,282,1,0.9984150737556207,2201.637131020186,0.05470489147079506,1
L3,3.0,90,35,0,-1,0,0.8309706604112969,2187.3106632621048,0.05899419293841936,1
L3,3.0,90,36,1,695,3,0.999999,2192.4455833837806,0.055324351132490374,1
L3,3.0,90,37,0,-1,0,0.999999,2170.705575883611,0.05519863832159273,1
L3,3.0,90,38,1,281,3,0.9792747075319392,2149.828248655254,0.05900462138453245,1
L3,3.0,90,39,0,-1,0,0.7997712175942703,2154.0361169415814,0.05871817932497414,1
L3,3.0,90,40,0,-1,0,0.8721290178925387,2102.9043109997883,0.05910145741839313,1
L3,3.0,90,41,1,277,1,0.8495992046914286,2202.8442293954663,0.056484869724070956,1
L3,3.0,90,42,1,379,1,0.999999,2193.995038561641,0.056114960027960875,1
L3,3.0,90,43,0,-1,0,0.9970885667562724,2116.1414920323673,0.05549815757211843,1
L3,3.0,90,44,0,-1,0,0.8799826909718992,2164.090831053303,0.05661874296693156,1
L3,3.0,90,45,0,-1,0,0.6680788338368061,2113.654742375351,0.06655636649922635,1
L3,3.0,90,46,0,-1,0,0.9843661352274787,2064.5425580473193,0.054789741696951555,1
L3,3.0,90,47,0,-1,0,0.8612318157006892,2111.995411073202,0.057102352995633696,1
L3,3.0,90,48,1,489,1,0.9631270709017714,2161.5876188979464,0.054871361051995485,2
L3,3.0,90,49,0,-1,0,0.9881712527253083,2128.2820027729736,0.05480118383208226,1
L3,3.0,90,50,0,-1,0,0.9468183308609398,2033.3489843707825,0.054974197178352946,1
L3,3.0,90,51,0,-1,0,0.7862294902275241,2079.7465989133298,0.06152906251186215,1
L3,3.0,90,52,0,-1,0,0.9494151352965106,2146.656254760397,0.056092173899306555,1
L3,3.0,90,53,0,-1,0,0.9878896508540558,2096.489229043851,0.05574966426115727,1
L3,3.0,90,54,1,757,3,0.996479792669914,2111.702666356779,0.05469755865673824,1
L3,3.0,90,55,0,-1,0,0.9918160531332242,2175.3385308691845,0.05469778521305763,1
L3,3.0,90,56,1,340,1,0.9438481799426172,2161.4342379731665,0.05925560189128601,1
L3,3.0,90,57,0,-1,0,0.9971057958496423,2116.666802971388,0.05494880925788032,1
L3,3.0,90,58,1,325,2,0.999999,2158.8006005942525,0.05538007072514363,1
L3,3.0,90,59,0,-1,0,0.8391857485209755,2146.8087263306998,0.06446361991081365,1
L3,3.0,90,60,0,-1,0,0.7771047718345433,2068.830851383412,0.06084087173709892,1
L3,3.0,90,61,0,-1,0,0.9039426872074584,2123.4776752368157,0.05664301785445855,1
L3,3.0,90,62,1,501,3,0.8463660315468738,2113.494164508396,0.05743919515185425,1
L3,3.0,90,63,0,-1,0,0.8045095470224528,2202.6114243164143,0.061564743429987565,1
L3,3.0,90,64,0,-1,0,0.999999,2146.9729538920174,0.054844063778904294,1
L3,3.0,90,65,1,427,1,0.9928206428243039,2132.2355755729172,0.05482729825481693,1
L3,3.0,90,66,1,324,1,0.9413638945555383,2136.68192693012,0.05599981287665179,1
L3,3.0,90,67,0,-1,0,0.999999,2176.7083853550926,0.05473980599044871,1
L3,3.0,90,68,1,292,1,0.5181536902473818,2121.1936228488644,0.0793291656544568,1
L3,3.0,90,69,1,369,1,0.9672882937251776,2036.4879781066545,0.0559878848772776,2
L3,3.0,90,70,0,-1,0,0.9762438696741036,2177.9524757835998,0.054721849950341864,1
L3,3.0,90,71,0,-1,0,0.996943693380254,2093.0424010646543,0.054739444385279785,1
L3,3.0,90,72,0,-1,0,0.9796063692131659,2195.901587333595,0.05551858015256543,1
L3,3.0,90,73,0,-1,0,0.9938012131358751,2098.0442532158495,0.05508833529685998,1
L3,3.0,90,74,0,-1,0,0.9920347466125988,2164.9652034216283,0.05516005984540714,1
L3,3.0,90,75,0,-1,0,0.999999,2156.823671373801,0.05478550759851237,1
L3,3.0,90,76,0,-1,0,0.999999,2113.5443329156246,0.054811415028057434,1
L3,3.0,90,77,0,-1,0,0.8729112471814944,2112.23804372299,0.05785303690249801,1
L3,3.0,90,78,1,304,1,0.9761039721564956,2141.884573214393,0.055539112933283716,1
L3,3.0,90,79,0,-1,0,0.9480483260312462,2199.6270984376856,0.05551188553474348,1
L3,3.0,90,80,1,340,3,0.999999,2166.2788079684965,0.05490813285805905,1
L3,3.0,90,81,0,-1,0,0.9983535708375434,2055.118253452053,0.05476937110616274,1
L3,3.0,90,82,0,-1,0,0.9279448003371639,2049.9158342905835,0.058737221502774446,1
L3,3.0,90,83,0,-1,0,0.9933795404946716,2082.0687189495206,0.05482206765932377,1
L3,3.0,90,84,0,-1,0,0.996698384761023,2183.604833526261,0.05511394983384744,1
L3,3.0,90,85,1,287,3,0.9947693781742085,2152.9808204424126,0.05494735599886078,1
L3,3.0,90,86,1,335,1,0.9424901209215546,2067.4572527364285,0.055480091200578605,1
L3,3.0,90,87,1,333,1,0.8873215810104763,2147.711789428887,0.05791086677164763,2
L3,3.0,90,88,1,281,3,0.649199950898892,2088.907360887158,0.07199568044507781,1
L3,3.0,90,89,0,-1,0,0.9978257044337479,2100.123259902437,0.054946466087505405,1
L3,3.0,90,90,0,-1,0,0.979070393522065,2073.204552993766,0.0549065452053939,1
L3,3.0,90,91,0,-1,0,0.7748927610754142,2070.287250498256,0.059490048730099804,1
L3,3.0,90,92,0,-1,0,0.9044306795891888,2122.784977281822,0.055610728868424865,1
L3,3.0,90,93,1,294,3,0.4088409964742951,2160.2886281986825,0.08390144325165548,1
L3,3.0,90,94,1,272,1,0.999999,2154.524502401596,0.055979675998723076,1
L3,3.0,90,95,1,808,3,0.9952338720043682,2147.1657482333994,0.055795018103560245,2
L3,3.0,90,96,0,-1,0,0.9789798097058089,2080.2247552527156,0.0600042223768994,1
L3,3.0,90,97,0,-1,0,0.7554144434742646,2165.6608751063527,0.06139760097682143,1
L3,3.0,90,98,1,497,1,0.9965434565112758,2163.5443084432936,0.05493670184445027,2
L3,3.0,90,99,0,-1,0,0.9377112633085736,2208.91392727467,0.05669793784402287,1
L3,3.0,100,0,1,414,1,0.42985665206278034,2551.4624747775088,0.0962977641839004,1
L3,3.0,100,1,1,298,1,0.9367547819803113,2466.0730698247517,0.05782357578139771,1
L3,3.0,100,2,0,-1,0,0.9931160573588463,2542.9376450700115,0.05480764078350961,1
L3,3.0,100,3,1,502,1,0.8396764341814786,2588.105297577899,0.057710959854104876,1
L3,3.0,100,4,1,370,3,0.8719392298108076,2543.3801549914824,0.058177992534235654,1
L3,3.0,100,5,0,-1,0,0.704837263191641,2574.3695458129905,0.06044660980765485,1
L3,3.0,100,6,1,960,1,0.9939755907183321,2580.343628608018,0.05482627973954663,2
L3,3.0,100,7,1,312,1,0.9563943390809925,2539.477700443349,0.05578638888319812,1
L3,3.0,100,8,1,336,1,0.9065879056266889,2466.6560421671898,0.06369234404099214,1
L3,3.0,100,9,0,-1,0,0.9681361112081892,2614.079056895678,0.05650842864819792,1
L3,3.0,100,10,1,283,1,0.999999,2528.960006954932,0.054836642664825845,1
L3,3.0,100,11,0,-1,0,0.999999,2655.4003188601964,0.055043601074449645,1
L3,3.0,100,12,1,376,3,0.9912724798016455,2575.371048212636,0.05631988140532267,1
L3,3.0,100,13,1,653,3,0.9997220178709068,2524.1360479168693,0.055141586904568836,1
L3,3.0,100,14,0,-1,0,0.9695270921416342,2548.979792976349,0.055862075757655054,1
L3,3.0,100,15,0,-1,0,0.9898693857567964,2604.701691667225,0.05524728348500075,1
L3,3.0,100,16,1,335,3,0.8254861175011923,2544.5185954029466,0.06249934356270845,1
L3,3.0,100,17,0,-1,0,0.9235686633016457,2580.147940034009,0.056118367942430435,1
L3,3.0,100,18,1,349,1,0.9543068146382577,2576.713553441428,0.05636292974100617,1
L3,3.0,100,19,1,297,1,0.8484860442107505,2573.7514155906615,0.059789118432137175,1
L3,3.0,100,20,0,-1,0,0.9717866262045869,2606.954786528302,0.054818556798348426,1
L3,3.0,100,21,1,355,1,0.9972660948610294,2592.285886682484,0.05475434606966437,1
L3,3.0,100,22,1,269,3,0.9819181975954192,2528.3974248315285,0.057104848713804154,1
L3,3.0,100,23,0,-1,0,0.9802146561166908,2528.110600532127,0.05477466894787886,1
L3,3.0,100,24,1,388,3,0.9878256180500412,2560.6348519652033,0.05481803268926936,1
L3,3.0,100,25,1,388,1,0.8975324463935609,2617.8602990332793,0.058086072481211545,1
L3,3.0,100,26,0,-1,0,0.9855823049994917,2550.4808233993263,0.05471094788981185,1
L3,3.0,100,27,1,586,1,0.8058848066323637,2592.165686675628,0.05895695799196171,1
L3,3.0,100,28,0,-1,0,0.9984440884055334,2534.587795358085,0.054721174625000236,1
L3,3.0,100,29,1,414,1,0.9977863969043071,2492.995031374683,0.054691927855361706,1
L3,3.0,100,30,0,-1,0,0.8335535644697424,2503.978046806151,0.06139756181665567,1
L3,3.0,100,31,0,-1,0,0.7314284821985189,2509.5371778198046,0.05941826768442406,1
L3,3.0,100,32,0,-1,0,0.9016670868180665,2579.258628426001,0.059536202461732086,1
L3,3.0,100,33,1,313,1,0.9972632689785875,2623.0679506939605,0.05468330340246875,1
L3,3.0,100,34,1,496,3,0.6337956004955412,2448.5630544180253,0.06743923428754334,1
L3,3.0,100,35,0,-1,0,0.5019516028810669,2513.273785548023,0.08494791405831068,1
L3,3.0,100,36,1,336,1,0.9560598128020692,2580.07192767762,0.05563885739446932,1
L3,3.0,100,37,0,-1,0,0.981736584674185,2531.8891061146596,0.05490749522265159,1
L3,3.0,100,38,1,299,1,0.9972495428559122,2500.4652945036,0.05512200784131146,1
L3,3.0,100,39,0,-1,0,0.9781631580559969,2518.1677567838756,0.05703738119878895,1
L3,3.0,100,40,1,269,3,0.9752089047859761,2639.7564823331186,0.05528798813861536,1
L3,3.0,100,41,0,-1,0,0.7781304487750005,2572.031300656972,0.06103751972202252,1
L3,3.0,100,42,0,-1,0,0.999999,2620.1257306412967,0.05469652776923054,1
L3,3.0,100,43,0,-1,0,0.8685702173775067,2545.3629007062036,0.0720767737822171,1
L3,3.0,100,44,0,-1,0,0.954477766654342,2564.354066590647,0.05573988388824386,1
L3,3.0,100,45,0,-1,0,0.9907175760760574,2558.8735802682477,0.05529148877101965,1
L3,3.0,100,46,1,338,3,0.996203595474877,2609.9240528131877,0.05514114905553125,1
L3,3.0,100,47,0,-1,0,0.9960361459102681,2593.4683110226206,0.05470242222840188,1
L3,3.0,100,48,0,-1,0,0.9828762254375326,2599.7601843569823,0.05558356373519926,1
L3,3.0,100,49,1,283,1,0.7462062333255564,2555.7753767746444,0.07128175969252858,1
L3,3.0,100,50,1,309,1,0.8486456795071723,2522.6522226500497,0.05871130378479805,1
L3,3.0,100,51,0,-1,0,0.4738344058047472,2474.166060690313,0.06538506393220533,1
L3,3.0,100,52,1,381,1,0.999999,2502.8028771608615,0.054959137348489666,1
L3,3.0,100,53,0,-1,0,0.9877621261546351,2556.8902950931183,0.054739207214435995,1
L3,3.0,100,54,0,-1,0,0.9971040762838532,2523.4759437097628,0.054747699439828525,1
L3,3.0,100,55,1,328,3,0.8826000562441867,2577.0238388824923,0.05898459218901925,1
L3,3.0,100,56,1,346,1,0.9727028811814447,2541.4191614606525,0.0559746860275008,1
L3,3.0,100,57,0,-1,0,0.96116679915018,2605.873317601002,0.05499834904331318,1
L3,3.0,100,58,0,-1,0,0.7845809774639372,2548.9835202435142,0.06063646090092764,1
L3,3.0,100,59,1,600,1,0.9963291850908088,2507.5819911261124,0.054711553593083294,1
L3,3.0,100,60,1,275,1,0.8169278091397483,2572.0290499469083,0.05687235830092098,1
L3,3.0,100,61,0,-1,0,0.9609376919095993,2575.289719201783,0.055128756007433985,1
L3,3.0,100,62,0,-1,0,0.999999,2579.4331105923525,0.05520074580356619,1
L3,3.0,100,63,1,304,1,0.999999,2521.1672247562174,0.054693875059427056,1
L3,3.0,100,64,0,-1,0,0.9971731804262266,2537.9165356219028,0.054701424704757015,1
L3,3.0,100,65,0,-1,0,0.5985394120385196,2571.8564702056356,0.07258016838592399,1
L3,3.0,100,66,1,322,3,0.9998739752034533,2500.6734274960254,0.05496606082788614,1
L3,3.0,100,67,0,-1,0,0.8754421684228213,2580.871331936874,0.06259740321230615,1
L3,3.0,100,68,1,318,1,0.999999,2607.6669215352836,0.05489484469252081,1
L3,3.0,100,69,1,1043,3,0.9660978079363256,2551.794782256497,0.056560361387515516,1
L3,3.0,100,70,0,-1,0,0.8332210105577256,2590.532778407611,0.06158276815015406,1
L3,3.0,100,71,0,-1,0,0.9870369703326168,2534.609929698695,0.05552936459100122,1
L3,3.0,100,72,0,-1,0,0.999999,2574.4994388406385,0.0547064409895867,1
L3,3.0,100,73,1,391,1,0.9972863751583178,2596.463290522678,0.054703973327272046,1
L3,3.0,100,74,1,539,3,0.999999,2594.7707342951917,0.05500919235361748,2
L3,3.0,100,75,0,-1,0,0.6732910850863769,2466.9369967875245,0.06921127352853847,1
L3,3.0,100,76,0,-1,0,0.9682322697698155,2518.5696667325747,0.055736335227636886,1
L3,3.0,100,77,1,303,3,0.8626671407095019,2570.4750653398805,0.05788154930234298,1
L3,3.0,100,78,0,-1,0,0.45529073470262815,2542.4172241757965,0.07505574612393591,1
L3,3.0,100,79,0,-1,0,0.9912632382786711,2619.203977791062,0.05469369589238232,1
L3,3.0,100,80,0,-1,0,0.9963129285855276,2529.284556914793,0.05469686016420712,1
L3,3.0,100,81,1,386,1,0.9972533846409611,2606.1709687851576,0.05469537005252377,1
L3,3.0,100,82,0,-1,0,0.999999,2618.4908549619304,0.05582595115683017,1
L3,3.0,100,83,0,-1,0,0.9972830086462982,2530.081117625806,0.05552219920731544,1
L3,3.0,100,84,0,-1,0,0.8721881008260963,2580.3728847844272,0.0571109646814657,1
L3,3.0,100,85,1,287,1,0.7581119551464468,2599.285218607245,0.06253856447171091,1
L3,3.0,100,86,0,-1,0,0.9438178850290009,2547.677691203284,0.057308521258497835,1
L3,3.0,100,87,0,-1,0,0.8037162077597707,2437.0871481091717,0.05820394447786937,1
L3,3.0,100,88,1,567,1,0.9749325996263268,2555.5013429245264,0.055992757378302616,1
L3,3.0,100,89,1,638,1,0.989588664083762,2611.5742767588595,0.05560758395793563,1
L3,3.0,100,90,0,-1,0,0.6950779872533082,2596.1804840905697,0.06374840732915156,1
L3,3.0,100,91,0,-1,0,0.9786486888549238,2509.626348561237,0.05618044231277428,1
L3,3.0,100,92,0,-1,0,0.991420024526427,2559.057412687236,0.054796085266447386,1
L3,3.0,100,93,1,287,1,0.6843577405212776,2456.337092085683,0.07070317840519807,1
L3,3.0,100,94,1,832,1,0.8420932872549309,2524.552089757461,0.057808783505426155,2
L3,3.0,100,95,0,-1,0,0.8783468706093717,2537.375126913021,0.058847068125185795,1
L3,3.0,100,96,0,-1,0,0.9971766161568713,2593.708548480437,0.05507198154799728,1
L3,3.0,100,97,0,-1,0,0.9816600999015236,2591.782979172826,0.054883366036784634,1
L3,3.0,100,98,1,311,1,0.6703160737329904,2556.4781015784097,0.06278592902933294,1
L3,3.0,100,99,0,-1,0,0.9921051414400178,2544.6660739540866,0.054679094061948916,1
L3,3.5,20,0,1,282,1,-0.7975869646160271,0.0,0.058111670559484,1
L3,3.5,20,1,1,286,1,0.999999,0.0,0.054725474923768294,1
L3,3.5,20,2,1,287,1,0.9971642678486143,0.0,0.05468398312880418,1
L3,3.5,20,3,1,286,1,0.8786185836598073,0.0,0.05849869280879207,1
L3,3.5,20,4,1,276,1,-0.9082897095778486,0.0,0.058561426756393975,1
L3,3.5,20,5,1,279,1,-0.9199211769033961,0.0,0.05608767745446127,1
L3,3.5,20,6,1,262,1,-0.9717179014943403,0.0,0.05496964644528591,0
L3,3.5,20,7,1,265,3,0.999999,0.0,0.054736803939289806,0
L3,3.5,20,8,1,281,1,-0.9055686823512749,0.0,0.05722456931551354,1
L3,3.5,20,9,1,264,3,-0.9685651424314817,0.0,0.05534797301009666,0
L3,3.5,20,10,1,290,1,-0.999999,0.0,0.054754263209038194,1
L3,3.5,20,11,1,271,1,0.9581395408358668,0.0,0.055071038633058365,0
L3,3.5,20,12,1,286,3,-0.999999,0.0,0.055434817104648856,1
L3,3.5,20,13,1,285,1,-0.9966564942941541,0.0,0.05510493750257696,1
L3,3.5,20,14,1,266,1,0.9970600311279334,0.0,0.0547197587597184,0
L3,3.5,20,15,1,283,3,-0.9603396943854106,0.0,0.05610373740120384,1
L3,3.5,20,16,1,282,1,0.9570021872416852,0.0,0.056701777181341874,1
L3,3.5,20,17,1,287,1,-0.9981825070121357,0.0,0.05526255253494326,1
L3,3.5,20,18,1,286,1,0.999999,0.0,0.055374313854223034,1
L3,3.5,20,19,1,282,1,0.9890651766363541,0.0,0.055608264959850745,1
L3,3.5,20,20,1,289,1,0.9521733126399917,0.0,0.05558731652934041,1
L3,3.5,20,21,1,285,1,-0.928368646207043,0.0,0.05629423214289529,1
L3,3.5,20,22,1,261,1,0.9784130880120472,0.0,0.055060572917464655,0
L3,3.5,20,23,1,260,1,0.8927258742469005,0.0,0.05719026522492755,0
L3,3.5,20,24,1,283,1,-0.9631074935343898,0.0,0.054976036953743285,1
L3,3.5,20,25,1,285,1,-0.942175370669466,0.0,0.05528606441447976,1
L3,3.5,20,26,1,267,1,-0.9971873962503001,0.0,0.05484007843013441,0
L3,3.5,20,27,1,284,1,-0.9280650936411794,0.0,0.0561347953286464,1
L3,3.5,20,28,1,287,3,0.8662407671331064,0.0,0.05952220690953557,1
L3,3.5,20,29,1,281,2,-0.5279872212972091,0.0,0.076234545452878,1
L3,3.5,20,30,1,271,1,-0.999999,0.0,0.05743826267213274,0
L3,3.5,20,31,1,277,1,-0.9753997786268892,0.0,0.05704801364320476,0
L3,3.5,20,32,1,282,3,0.9754477721621946,0.0,0.054922072649754815,1
L3,3.5,20,33,1,276,3,0.999999,0.0,0.05480075928391047,0
L3,3.5,20,34,1,265,3,-0.9965507028719577,0.0,0.05472501246272211,0
L3,3.5,20,35,1,279,1,0.6733598287656447,0.0,0.0672616446750593,1
L3,3.5,20,36,1,276,1,-0.6392544493318321,0.0,0.061934450732131496,1
L3,3.5,20,37,1,285,3,0.9125024115461711,0.0,0.06499201408156727,1
L3,3.5,20,38,1,286,1,-0.949762512158207,0.0,0.0550954756154102,1
L3,3.5,20,39,1,289,2,0.9776076122024135,0.0,0.05540109760121951,1
L3,3.5,20,40,1,284,3,0.9109306661183192,0.0,0.05709408933677682,1
L3,3.5,20,41,1,282,1,-0.9356419085277896,0.0,0.05712517175959449,1
L3,3.5,20,42,1,284,3,-0.972646958879931,0.0,0.055422280632617296,1
L3,3.5,20,43,1,287,3,0.8877464946557826,0.0,0.0597792771060578,1
L3,3.5,20,44,1,283,1,0.5768390123839122,0.0,0.06339400948587189,1
L3,3.5,20,45,1,283,1,-0.9970552641518576,0.0,0.05521437781114216,1
L3,3.5,20,46,1,281,1,0.9969559339141962,0.0,0.05487612746273445,1
L3,3.5,20,47,1,269,1,-0.9833343813329555,0.0,0.0547541529426073,0
L3,3.5,20,48,1,282,2,0.6864752073633141,0.0,0.0776256167254613,1
L3,3.5,20,49,1,283,1,0.8624770332215949,0.0,0.057201705496303365,1
L3,3.5,20,50,1,284,1,0.7997431576191313,0.0,0.061383445547175,1
L3,3.5,20,51,1,286,1,0.999999,0.0,0.05493164519948549,1
L3,3.5,20,52,1,269,1,0.5601244406512605,0.0,0.07392157659905527,0
L3,3.5,20,53,1,283,3,0.962417846858023,0.0,0.05677161129739696,1
L3,3.5,20,54,1,286,1,0.9834408717312175,0.0,0.054755551059424125,1
L3,3.5,20,55,1,279,1,-0.999999,0.0,0.05478482093701044,1
L3,3.5,20,56,1,282,1,-0.9098027862551706,0.0,0.05612887459324499,1
L3,3.5,20,57,1,283,3,0.8838432218520414,0.0,0.05804672958226009,1
L3,3.5,20,58,1,283,3,-0.9923570927332327,0.0,0.05477292654728236,1
L3,3.5,20,59,1,285,1,0.8212963697005896,0.0,0.057881482616108475,1
L3,3.5,20,60,1,285,3,0.8684562036362588,0.0,0.05967272454948492,1
L3,3.5,20,61,1,286,1,0.7571377465798746,0.0,0.06022040216812031,1
L3,3.5,20,62,1,285,3,-0.999999,0.0,0.05607364809034363,1
L3,3.5,20,63,1,283,1,0.999999,0.0,0.05481607210851529,1
L3,3.5,20,64,1,288,1,0.988959951770828,0.0,0.055380653694477575,1
L3,3.5,20,65,1,286,1,0.9607014131877748,0.0,0.05571294976320638,1
L3,3.5,20,66,1,285,3,0.995013721212891,0.0,0.054753569052375925,1
L3,3.5,20,67,1,285,1,0.2197402515627872,0.0,0.17613692208526707,1
L3,3.5,20,68,1,284,1,0.9439712731963055,0.0,0.05657446912058964,1
L3,3.5,20,69,1,263,1,-0.9969716052649105,0.0,0.05473036226287436,0
L3,3.5,20,70,1,279,3,0.9036870406801228,0.0,0.0566664696485221,1
L3,3.5,20,71,1,283,3,0.9833605960938773,0.0,0.05480041521894264,1
L3,3.5,20,72,1,287,1,0.9792714385650859,0.0,0.05538313359974888,1
L3,3.5,20,73,1,273,1,-0.9971793064211446,0.0,0.055379512802911014,0
L3,3.5,20,74,1,277,3,-0.9909024175973281,0.0,0.05537999245799845,1
L3,3.5,20,75,1,283,3,0.4815825226377893,0.0,0.07618292435163493,1
