schedule,mult,seed_idx,collapsed,collapse_step,collapse_J,collapse_type,final_m,final_wealth
linear,100,75,0,-1,,0,0.999999,3476.9410086971975
linear,100,76,0,-1,,0,0.9998068684445204,3472.82530327191
linear,100,77,0,-1,,0,0.999999,3482.4550296676985
linear,100,78,0,-1,,0,0.9948580613076518,3421.83528371468
linear,100,79,0,-1,,0,0.999999,3455.0565230137677
linear,100,80,0,-1,,0,0.999999,3441.523084528935
linear,100,81,0,-1,,0,0.9999375168761072,3480.0813940482217
linear,100,82,0,-1,,0,0.999999,3477.69521547061
linear,100,83,0,-1,,0,0.999999,3459.0947176532213
linear,100,84,0,-1,,0,0.9998639750074402,3464.530624682327
linear,100,85,0,-1,,0,0.999999,3456.819883516143
linear,100,86,0,-1,,0,0.97877935549389,3478.0657059665473
linear,100,87,0,-1,,0,0.9997357273096149,3479.1596354846774
linear,100,88,0,-1,,0,0.999999,3469.4441840192417
linear,100,89,0,-1,,0,0.9999431936683602,3468.109121704019
linear,100,90,0,-1,,0,0.999999,3450.6774745728912
linear,100,91,0,-1,,0,0.9628549213732968,3483.021288192907
linear,100,92,0,-1,,0,0.7589527011741967,3440.9334083545896
linear,100,93,0,-1,,0,0.9999027098037507,3464.1830166183313
linear,100,94,0,-1,,0,0.999999,3474.9792469097442
linear,100,95,0,-1,,0,0.999999,3476.974770464597
linear,100,96,0,-1,,0,0.999784866175463,3485.791747257999
linear,100,97,0,-1,,0,0.999880580682324,3415.2325369092923
linear,100,98,0,-1,,0,0.999999,3447.2828004796033
linear,100,99,0,-1,,0,0.9998534256748091,3464.6494731126113
exponential,40,0,1,342,0.5132985108757769,3,0.9955684263353476,475.14128080969687
exponential,40,1,1,513,0.5200798219330516,2,0.9900948854257615,481.8399038669178
exponential,40,2,1,490,0.5191625269940201,3,0.9992248364448322,469.30326107308275
exponential,40,3,1,595,0.5233633873590363,3,0.999999,463.65446056426464
exponential,40,4,1,567,0.5222398455966812,3,0.999996929532278,470.7572795379109
exponential,40,5,1,605,0.5237652377997651,3,0.9998241067632857,474.44054142927035
exponential,40,6,1,413,0.5161033416109172,2,0.994454223274743,483.77260401153774
exponential,40,7,1,422,0.5164599763322562,3,0.7100452290548942,477.6374562935733
exponential,40,8,1,500,0.5195611519175846,2,0.9988355778274014,482.095986327213
exponential,40,9,1,439,0.5171342922171615,3,0.9998029065391959,483.0652253713557
exponential,40,10,1,414,0.5161429555264992,3,0.978955814433327,465.46817982915235
exponential,40,11,1,350,0.5136137845916522,2,0.999999,464.2243347629794
exponential,40,12,1,525,0.5205590538116698,3,0.999999,471.5856628004545
exponential,40,13,1,472,0.518445772687061,2,0.9968972369175388,486.1768682221434
exponential,40,14,1,502,0.5196409136235854,2,0.9999044899341019,481.2020146894496
exponential,40,15,1,461,0.5180082433924343,2,0.999999,478.3496103324602
exponential,40,16,1,647,0.5254563817776143,2,0.9999660843495454,471.2630050762198
exponential,40,17,1,309,0.5120000511183501,2,0.9998292769735201,486.8857796888543
exponential,40,18,1,485,0.5189633292363642,3,0.9999231710060693,473.2464070330846
exponential,40,19,1,397,0.5154699322924351,2,0.9991628250044357,454.10091473655456
exponential,40,20,1,528,0.5206789307642172,2,0.9580736193118438,475.9172535616941
exponential,40,21,1,329,0.512786603788927,2,0.9998429613934204,481.17520023712814
exponential,40,22,1,425,0.516578909328661,3,0.9982709429881353,453.0792490267682
exponential,40,23,1,492,0.519242227504137,3,0.9791379842132862,460.2485138481529
exponential,40,24,1,299,0.5116072273275629,3,0.9998117815694089,475.7265244501026
exponential,40,25,1,475,0.5185651629826208,3,0.999999,461.73129470431854
exponential,40,26,1,510,0.5199600829145297,3,0.9997647202208753,487.5963932456721
exponential,40,27,1,388,0.5151139812331347,2,0.999999,487.4921295218827
exponential,40,28,1,330,0.5128259631257038,2,0.9983812614266583,479.2646359649615
exponential,40,29,1,397,0.5154699322924351,2,0.9918318428205918,455.753045893333
exponential,40,30,1,605,0.5237652377997651,3,0.9901044442614412,481.54235410050944
exponential,40,31,1,454,0.517730007929058,3,0.9998576927390895,477.94702304178327
exponential,40,32,1,347,0.5134955342618512,2,0.7830382750458811,470.9475661937531
exponential,40,33,1,693,0.5273148529498258,2,0.9998202019028727,487.4527124232303
exponential,40,34,1,548,0.5214788162380785,2,0.993004566326532,471.5671447520259
exponential,40,35,1,441,0.5172136813578363,2,0.996578952967717,486.2643659329309
exponential,40,36,1,362,0.5140870582863692,2,0.9790950866591575,426.86325138931153
exponential,40,37,1,368,0.5143238586468645,3,0.9997119275291115,469.92567753633267
exponential,40,38,1,457,0.5178492333947156,3,0.9626061850546096,487.1334090356922
exponential,40,39,1,542,0.5212387216564257,3,0.7502560183349476,483.46779147400025
exponential,40,40,1,681,0.5268294016148581,2,0.9998156892790641,456.7020667552946
exponential,40,41,1,448,0.517491639339976,3,0.999999,489.2660553974807
exponential,40,42,1,470,0.5183661944278934,2,0.9998176775918557,466.36155536612205
exponential,40,43,1,478,0.5186845807719773,3,0.999999,476.4309635687234
exponential,40,44,1,365,0.5142054448352924,2,0.9998190530605561,424.4703213666784
exponential,40,45,1,373,0.5145212756002013,2,0.9991436070733011,485.2312590965687
exponential,40,46,1,385,0.5149953855100579,3,0.9864476627963982,474.907234746256
exponential,40,47,1,426,0.516618559746815,3,0.9927681623920825,466.1518386235537
exponential,40,48,1,364,0.5141659796234448,2,0.9996036463632212,478.07308088666326
exponential,40,49,1,438,0.5170946022165964,3,0.846828744228007,482.45799818240334
exponential,40,50,1,637,0.5250532338339131,2,0.999999,475.0894154116379
exponential,40,51,1,358,0.5139292519521881,3,0.9878773704663955,484.4327902926304
exponential,40,52,1,431,0.5168168574932405,2,0.9960056372939194,467.9224765633547
exponential,40,53,1,404,0.515746953159048,3,0.9403721121407954,477.74393883553455
exponential,40,54,1,370,0.5144028163369289,2,0.9271930551773769,485.1472314761202
exponential,40,55,1,449,0.5175313598154359,3,0.999999,487.32273823143044
exponential,40,56,1,517,0.5202395168518933,3,0.9997808133496161,481.6580067886169
exponential,40,57,1,342,0.5132985108757769,2,0.9992987965058112,480.17824526428836
exponential,40,58,1,645,0.5253757274327757,3,0.9923941285026783,487.0269768634216
exponential,40,59,1,508,0.5198802722179923,3,0.9999751412473307,479.7441209626538
exponential,40,60,1,372,0.5144817861483769,3,0.9968622227145462,480.374474852073
exponential,40,61,1,350,0.5136137845916522,2,0.9645448292797666,477.03765042957093
exponential,40,62,1,409,0.5159449163498928,3,0.999999,475.10883347512913
exponential,40,63,1,425,0.516578909328661,2,0.999999,463.9242581487337
exponential,40,64,1,385,0.5149953855100579,2,0.998425796356009,481.8420997850481
exponential,40,65,1,390,0.515193060220808,3,0.995012737605792,477.25173199898285
exponential,40,66,1,394,0.5153512546180333,3,0.9954757949011358,483.7013146890167
exponential,40,67,1,331,0.5128653254835372,2,0.9999866974796033,477.9291332657785
exponential,40,68,1,394,0.5153512546180333,2,0.999999,452.1866373170691
exponential,40,69,1,326,0.5126685439026183,3,0.9979535109973153,486.22384138925304
exponential,40,70,1,415,0.5161825724826783,2,0.9803656508326403,457.12847912562876
exponential,40,71,1,619,0.524328346833859,3,0.999999,468.15837454357904
exponential,40,72,1,489,0.5191226813266571,2,0.9999232816182209,488.12788593732904
exponential,40,73,1,360,0.5140081490632368,2,0.9994646812471359,481.82989997285426
exponential,40,74,1,390,0.515193060220808,3,0.998575772440763,474.10662440415314
exponential,40,75,1,538,0.521078720017458,2,0.999999,474.6909116650538
exponential,40,76,1,359,0.5139686989938181,3,0.9999307082660408,462.9574852703212
exponential,40,77,1,391,0.5152326042670301,3,0.999028151188668,464.1395277318735
exponential,40,78,1,307,0.5119214622380694,2,0.9929515104841106,459.76116614175373
exponential,40,79,1,434,0.5169358726740308,2,0.9999399369042056,479.8497655077373
exponential,40,80,1,447,0.5174519219130583,2,0.9960130686985915,467.50652073124104
exponential,40,81,1,399,0.5155490659248093,2,0.9998184194094984,483.9925364952046
exponential,40,82,1,422,0.5164599763322562,3,0.5151086137832245,474.6485884083611
exponential,40,83,1,397,0.5154699322924351,3,0.8926989930163067,475.0934179533081
exponential,40,84,1,496,0.5194016652325076,2,0.999999,478.8584068101385
exponential,40,85,1,430,0.516777191855756,2,0.9998624135126511,459.25627038994713
exponential,40,86,1,400,0.5155886372965276,2,0.9999247948738443,460.9589672927534
exponential,40,87,1,435,0.5169755504911857,3,0.9934613274487705,482.55528977189823
exponential,40,88,1,296,0.5114894389714577,2,0.9965718455558708,485.93843109278583
exponential,40,89,1,436,0.5170152313538424,3,0.9999769662186931,478.860376388421
exponential,40,90,1,410,0.5159845181054201,2,0.9773562468769781,478.91843525248623
exponential,40,91,1,438,0.5170946022165964,3,0.9997882963396229,486.6594529671681
exponential,40,92,1,489,0.5191226813266571,3,0.9786692875392682,463.6275489941065
exponential,40,93,1,325,0.5126291966477496,2,0.9952900313520368,486.94092771217834
exponential,40,94,1,465,0.5181673022155211,3,0.9995154425029161,488.0971372124638
exponential,40,95,1,539,0.5211187158221005,3,0.9999066827950076,472.4048054095597
exponential,40,96,1,456,0.5178094885224931,2,0.999999,475.06102147416203
exponential,40,97,1,473,0.5184855663977721,3,0.9999355137449849,480.2627556881186
exponential,40,98,1,535,0.5209587510206304,2,0.9348347004309824,465.007246184301
exponential,40,99,1,370,0.5144028163369289,3,0.9857673496007471,475.80861148002765
exponential,50,0,0,-1,,0,0.992669508050323,989.8190591630232
exponential,50,1,0,-1,,0,0.9970833519715376,986.6450382564208
exponential,50,2,0,-1,,0,0.9978359745009703,987.4185703279445
exponential,50,3,0,-1,,0,0.9999306604098288,978.4266634076454
exponential,50,4,0,-1,,0,0.997801621055587,986.0840907701381
exponential,50,5,0,-1,,0,0.9985446684793727,983.5759256831722
exponential,50,6,0,-1,,0,0.9999571822491817,971.7084285455784
exponential,50,7,1,611,0.5240064961530474,3,0.9999045135221301,965.2987083472591
exponential,50,8,1,1242,0.5500092637531104,2,0.9999051638972174,965.7888563717247
exponential,50,9,0,-1,,0,0.999999,975.7854872496538
exponential,50,10,0,-1,,0,0.9998547355588513,990.3991038675566
exponential,50,11,0,-1,,0,0.9900336041493507,990.3828423781551
exponential,50,12,1,551,0.5215989049981354,2,0.9997924607823918,979.314097957046
exponential,50,13,0,-1,,0,0.9641117224968728,983.4245127513382
exponential,50,14,0,-1,,0,0.9961106421988676,974.7888881732067
exponential,50,15,1,2159,0.5901150230857936,3,0.9468622671379888,984.8167081856061
exponential,50,16,1,1397,0.5565916298161177,2,0.999999,991.4731412119387
exponential,50,17,0,-1,,0,0.9981056571840715,976.5234021612138
exponential,50,18,1,1001,0.5399290206573432,2,0.993458965946975,990.9795386331718
exponential,50,19,0,-1,,0,0.945844032007083,988.4414267010341
exponential,50,20,1,500,0.5195611519175846,3,0.9999425119762649,985.125039054163
exponential,50,21,0,-1,,0,0.8608575813085217,979.8767169609763
exponential,50,22,1,1605,0.5655486946668529,2,0.9514993665491341,983.1720963857153
exponential,50,23,0,-1,,0,0.9998628089001917,986.9530996222566
exponential,50,24,1,2374,0.5999338097902063,3,0.999999,986.9742684462444
exponential,50,25,1,809,0.5320306726818244,3,0.999999,983.3494419084157
exponential,50,26,1,809,0.5320306726818244,2,0.9988151812324695,985.2158665976597
exponential,50,27,1,797,0.53154087991598,3,0.8332951607864076,978.1717031050082
exponential,50,28,1,521,0.5203992608064136,3,0.996241029053708,965.105209902894
exponential,50,29,1,672,0.5264656064217197,2,0.999999,981.3677767741904
exponential,50,30,1,1076,0.5430460649100648,3,0.957006435403556,964.8013654859201
exponential,50,31,1,1039,0.5415060805566858,3,0.999999,985.8946959463317
exponential,50,32,1,689,0.5271529861559395,3,0.999999,982.17137344584
exponential,50,33,0,-1,,0,0.999999,961.9760075914133
exponential,50,34,0,-1,,0,0.9998356565162312,973.4745787513864
exponential,50,35,1,450,0.517571083339672,2,0.990947482816291,981.9355724135871
exponential,50,36,1,428,0.5166978697135534,2,0.9976947914738254,965.9860295489555
exponential,50,37,1,401,0.5156282117055775,3,0.9998919935872753,984.6045115094829
exponential,50,38,0,-1,,0,0.9998873096292734,963.565867774389
exponential,50,39,1,443,0.51729308268613,2,0.8846492801463717,983.6042709693933
exponential,50,40,1,337,0.5131015630857148,2,0.999999,973.5472636748067
exponential,50,41,0,-1,,0,0.9999772782134767,987.5995652916733
exponential,50,42,1,862,0.5341993283783769,2,0.999999,986.6834965261119
exponential,50,43,1,365,0.5142054448352924,2,0.999999,983.6125887219954
exponential,50,44,1,844,0.5334618143062292,3,0.9901186331636964,967.9002757736113
exponential,50,45,0,-1,,0,0.999999,988.5959323253305
exponential,50,46,1,394,0.5153512546180333,3,0.9999114453188547,969.1582864429228
exponential,50,47,1,1068,0.5427127246534131,2,0.999999,986.8594525505606
exponential,50,48,0,-1,,0,0.9999606548431894,988.9741605394414
exponential,50,49,1,600,0.5235642740254498,2,0.9024167298198825,983.0846979293151
exponential,50,50,1,1069,0.5427543809929993,2,0.9991347961619271,989.2591403590837
exponential,50,51,1,554,0.5217190214128351,2,0.9978656281462521,982.4552700435944
exponential,50,52,1,505,0.5197605791422006,3,0.999999,971.1847425436489
exponential,50,53,1,938,0.5373245343560401,3,0.948436599040479,986.91223287189
exponential,50,54,1,1489,0.5605357774974871,2,0.8784559955400753,944.1048522510695
exponential,50,55,1,2176,0.5908855066706279,3,0.9997306719200277,968.9441219976511
exponential,50,56,1,517,0.5202395168518933,2,0.999916477121637,984.1107395386937
exponential,50,57,1,793,0.5313777158830113,3,0.999999,986.3437661684017
exponential,50,58,1,3370,0.6475947773850476,2,0.973769937374463,983.1507960647375
exponential,50,59,0,-1,,0,0.999999,982.0062114035816
exponential,50,60,1,528,0.5206789307642172,2,0.9999334911492967,975.3734682939614
exponential,50,61,1,462,0.5180480035202423,3,0.9997295417997125,978.3814968535637
exponential,50,62,1,1643,0.5672005861810352,2,0.9999544037063818,967.4428103612005
exponential,50,63,1,883,0.5350610502447405,2,0.999999,974.8788272179494
exponential,50,64,1,1328,0.553651742373218,3,0.999999,983.4131693810392
exponential,50,65,1,732,0.5288956612497505,3,0.9917297556779391,978.5747739200041
exponential,50,66,0,-1,,0,0.9999072164936907,975.8179571010078
exponential,50,67,1,1216,0.5489127741324452,3,0.9994552548948177,982.6797029591827
exponential,50,68,1,607,0.5238456449063331,3,0.9998907700040567,989.7296009781314
exponential,50,69,0,-1,,0,0.999999,987.2571821271048
exponential,50,70,1,1124,0.5450504104220784,2,0.9758147289431068,967.928563652756
exponential,50,71,0,-1,,0,0.9999605563640771,985.0127158798432
exponential,50,72,1,1099,0.5440055590590113,2,0.999999,987.1331804742475
exponential,50,73,1,1439,0.5583887643240106,2,0.9425046218234026,973.771224559072
exponential,50,74,1,627,0.524650395198977,3,0.999999,970.5268762762066
exponential,50,75,1,385,0.5149953855100579,3,0.9998122068750228,991.860298390759
exponential,50,76,0,-1,,0,0.9998846426866852,984.1550383166932
exponential,50,77,1,421,0.5164203380853619,2,0.999999,975.4882077058425
exponential,50,78,0,-1,,0,0.999999,981.728458761654
exponential,50,79,1,1103,0.5441726005782926,3,0.9867772655169414,975.6535750574352
exponential,50,80,1,382,0.5148768170915118,3,0.999999,961.939618232114
exponential,50,81,1,732,0.5288956612497505,2,0.8109418706753968,971.3547516284776
exponential,50,82,1,421,0.5164203380853619,3,0.9998760201303148,986.3400983393949
exponential,50,83,0,-1,,0,0.999999,988.2460947530874
exponential,50,84,0,-1,,0,0.9402863789985846,945.6533144017685
exponential,50,85,1,2541,0.6076730896085948,2,0.9999317044785395,945.9828722672518
exponential,50,86,1,705,0.5278007516079647,2,0.999999,980.3987566682258
exponential,50,87,1,3641,0.6612058251502956,2,0.9933048996863852,989.4278779468992
exponential,50,88,0,-1,,0,0.9982960412274593,973.5890599492802
exponential,50,89,0,-1,,0,0.999999,989.8602369110298
exponential,50,90,1,1128,0.5452177727718297,2,0.9998174630888861,989.7119787356644
exponential,50,91,1,669,0.5263443971912515,3,0.999999,980.0380979830709
exponential,50,92,1,486,0.5190031626725329,2,0.9517369305883125,973.3838408483429
exponential,50,93,1,1540,0.562734235760078,3,0.9999270413138038,983.8120480443081
exponential,50,94,1,1741,0.571483028655049,3,0.9999536390220926,986.241090906925
exponential,50,95,0,-1,,0,0.999999,971.2103834263336
exponential,50,96,1,1065,0.5425877748163903,2,0.9999923340915283,982.3417764630459
exponential,50,97,0,-1,,0,0.999674872576784,983.6421962457034
exponential,50,98,1,1021,0.5407584788032797,2,0.9993429383776687,986.8736047927142
exponential,50,99,1,731,0.5288550685653941,2,0.9998950634106996,979.7096601494374
exponential,60,0,0,-1,,0,0.9570707440904539,1467.2194640663242
exponential,60,1,0,-1,,0,0.9993893123703506,1483.4805863070342
exponential,60,2,0,-1,,0,0.999999,1470.597793182137
exponential,60,3,0,-1,,0,0.9778527356808505,1478.1150954813745
exponential,60,4,0,-1,,0,0.9997400101184848,1473.1190260169878
exponential,60,5,0,-1,,0,0.9791861384412033,1476.9631539875209
exponential,60,6,0,-1,,0,0.999999,1455.8110202324792
exponential,60,7,0,-1,,0,0.999999,1479.5749946090266
exponential,60,8,0,-1,,0,0.9998899547712408,1463.70252508335
exponential,60,9,0,-1,,0,0.8999621077861273,1485.571937880196
exponential,60,10,0,-1,,0,0.9984171993791456,1487.9763179130043
exponential,60,11,0,-1,,0,0.999999,1462.2949597636753
exponential,60,12,0,-1,,0,0.9998444754972453,1468.3912906475578
exponential,60,13,0,-1,,0,0.9999418974083277,1484.6610829184522
exponential,60,14,0,-1,,0,0.999999,1470.0419775810135
exponential,60,15,0,-1,,0,0.9945011092902323,1489.128255146744
exponential,60,16,0,-1,,0,0.9999580416809268,1473.5592210916154
exponential,60,17,0,-1,,0,0.999999,1487.7225883903407
exponential,60,18,1,1076,0.5430460649100648,3,0.9998832848459808,1469.3269351583845
exponential,60,19,0,-1,,0,0.999761162104236,1478.546252075596
exponential,60,20,0,-1,,0,0.9998533461158958,1484.0734789360251
exponential,60,21,0,-1,,0,0.999999,1490.4379680290997
exponential,60,22,0,-1,,0,0.9988335987653607,1488.815794173775
exponential,60,23,0,-1,,0,0.9997358103176223,1471.6499824666382
exponential,60,24,0,-1,,0,0.9938928917145841,1474.2778820341564
exponential,60,25,0,-1,,0,0.999999,1473.5332351110444
exponential,60,26,0,-1,,0,0.9999838306173746,1482.3849522107018
exponential,60,27,0,-1,,0,0.999999,1483.1779919530686
exponential,60,28,0,-1,,0,0.9999677978882714,1480.7578482038568
exponential,60,29,0,-1,,0,0.999999,1472.0748553015787
exponential,60,30,0,-1,,0,0.9977024391433149,1489.9300074697192
exponential,60,31,0,-1,,0,0.8920904091937183,1478.0062601341886
exponential,60,32,0,-1,,0,0.999999,1478.1215414631936
exponential,60,33,0,-1,,0,0.9866769031879145,1486.8651498572767
exponential,60,34,0,-1,,0,0.9999430799538152,1462.95920592689
exponential,60,35,0,-1,,0,0.9986578937391817,1477.9027235643414
exponential,60,36,0,-1,,0,0.999999,1473.978305050213
exponential,60,37,0,-1,,0,0.999999,1488.297591813196
exponential,60,38,0,-1,,0,0.9992709615015707,1480.026090449809
exponential,60,39,0,-1,,0,0.999999,1456.986143959571
exponential,60,40,0,-1,,0,0.9998701745091535,1474.0618014768922
exponential,60,41,0,-1,,0,0.9997234443684978,1485.9718192707392
exponential,60,42,0,-1,,0,0.9905521652630375,1474.0071383144889
exponential,60,43,0,-1,,0,0.9350277389397954,1480.5237082754352
exponential,60,44,0,-1,,0,0.999999,1483.95901327288
exponential,60,45,0,-1,,0,0.9998038831339782,1481.0412590196659
exponential,60,46,0,-1,,0,0.999999,1488.3882143154758
exponential,60,47,0,-1,,0,0.9805195203945127,1480.9085152059083
exponential,60,48,0,-1,,0,0.9999156386567125,1481.7911388053076
exponential,60,49,1,311,0.5120786520633958,3,0.9820169263676113,1451.4184844444917
exponential,60,50,0,-1,,0,0.9843451823217897,1489.9436847003562
exponential,60,51,0,-1,,0,0.999999,1485.9693368084556
exponential,60,52,0,-1,,0,0.999999,1477.5435526929723
exponential,60,53,0,-1,,0,0.9998278082665933,1482.2155496065961
exponential,60,54,0,-1,,0,0.9988324777753708,1466.7262403561529
exponential,60,55,0,-1,,0,0.9981234711721505,1449.4515778449352
exponential,60,56,0,-1,,0,0.9978234270604611,1477.5512415997637
exponential,60,57,0,-1,,0,0.9096612548755427,1469.7043758472655
exponential,60,58,0,-1,,0,0.9803828114524695,1483.940166786027
exponential,60,59,0,-1,,0,0.9656160374025816,1467.4382519408707
exponential,60,60,0,-1,,0,0.6597205569789578,1466.63665999898
exponential,60,61,0,-1,,0,0.999999,1486.482145902274
exponential,60,62,0,-1,,0,0.999914202168688,1481.2293773294139
exponential,60,63,0,-1,,0,0.9486151132441971,1489.7707745104008
exponential,60,64,0,-1,,0,0.997178676493089,1487.9967118513437
exponential,60,65,0,-1,,0,0.999999,1449.8174771381707
exponential,60,66,0,-1,,0,0.9999887093481951,1482.445411371221
exponential,60,67,0,-1,,0,0.999999,1478.485750783457
exponential,60,68,0,-1,,0,0.999999,1477.46724924362
exponential,60,69,0,-1,,0,0.6937871483403041,1428.6656159017411
exponential,60,70,0,-1,,0,0.9968808662950812,1488.3462768767708
exponential,60,71,0,-1,,0,0.9996716692508969,1485.1873540437064
exponential,60,72,0,-1,,0,0.999999,1489.7743330102971
exponential,60,73,0,-1,,0,0.972897471362052,1485.2054713451337
exponential,60,74,0,-1,,0,0.9999280977141027,1475.0972199256673
exponential,60,75,0,-1,,0,0.9999771712380755,1478.0988759432514
exponential,60,76,0,-1,,0,0.999999,1489.5084283342085
exponential,60,77,0,-1,,0,0.999999,1481.7316066835756
exponential,60,78,0,-1,,0,0.9824270754871629,1482.1606726198404
exponential,60,79,0,-1,,0,0.9999513052626371,1482.3261617025405
exponential,60,80,0,-1,,0,0.999999,1457.8884448531626
exponential,60,81,0,-1,,0,0.999999,1476.6927005051728
exponential,60,82,0,-1,,0,0.999999,1454.7699517572353
exponential,60,83,0,-1,,0,0.9999985344991479,1471.9714091123317
exponential,60,84,0,-1,,0,0.999999,1477.2265882893355
exponential,60,85,0,-1,,0,0.9997409662614981,1469.1062629176345
exponential,60,86,0,-1,,0,0.999999,1457.9762218410506
exponential,60,87,0,-1,,0,0.999999,1457.9185341410107
exponential,60,88,0,-1,,0,0.9689508306067773,1471.5786450429841
exponential,60,89,0,-1,,0,0.999999,1471.2242921381703
exponential,60,90,0,-1,,0,0.9600528337045928,1481.1887256721802
exponential,60,91,0,-1,,0,0.9998831712863507,1489.6331217614581
exponential,60,92,0,-1,,0,0.9988889013626547,1487.6331132588161
exponential,60,93,0,-1,,0,0.999999,1489.16942588872
exponential,60,94,0,-1,,0,0.999999,1483.8192765204274
exponential,60,95,0,-1,,0,0.9654505398843284,1474.904641485961
exponential,60,96,0,-1,,0,0.999999,1479.7501433023294
exponential,60,97,0,-1,,0,0.9984165773089823,1483.268234695526
exponential,60,98,0,-1,,0,0.9571508805101809,1450.2893649193609
exponential,60,99,0,-1,,0,0.999999,1485.9838062371573
exponential,65,0,0,-1,,0,0.9165912415111179,1734.4267692902542
exponential,65,1,0,-1,,0,0.9972305199766032,1729.6730660906512
exponential,65,2,0,-1,,0,0.9997581813102604,1725.7990372540114
exponential,65,3,0,-1,,0,0.999999,1723.3843063537745
exponential,65,4,0,-1,,0,0.999999,1719.982554304445
exponential,65,5,0,-1,,0,0.987619827618768,1737.1535817595147
exponential,65,6,0,-1,,0,0.8225302086202555,1662.653430845441
exponential,65,7,0,-1,,0,0.9997501037902786,1719.3658948463349
exponential,65,8,0,-1,,0,0.9849508999392993,1738.668686445345
exponential,65,9,0,-1,,0,0.999999,1735.166859957052
exponential,65,10,0,-1,,0,0.7184205643887861,1712.411684456489
exponential,65,11,0,-1,,0,0.999999,1730.5193321800316
exponential,65,12,0,-1,,0,0.999999,1709.720739008599
exponential,65,13,0,-1,,0,0.999576569258932,1732.137032943686
exponential,65,14,0,-1,,0,0.999840354587655,1743.3638629224247
exponential,65,15,0,-1,,0,0.99996849959513,1738.2058686772311
exponential,65,16,0,-1,,0,0.9467433076503583,1729.8175583064174
exponential,65,17,0,-1,,0,0.999999,1738.750842303105
exponential,65,18,0,-1,,0,0.999999,1724.1207151488443
exponential,65,19,0,-1,,0,0.999999,1728.0568197223058
exponential,65,20,0,-1,,0,0.999999,1719.5898631527937
exponential,65,21,0,-1,,0,0.999999,1731.609818679503
exponential,65,22,0,-1,,0,0.997086342313565,1723.4405111202238
exponential,65,23,0,-1,,0,0.9969213194017454,1728.6266598055165
exponential,65,24,0,-1,,0,0.9717192297853625,1722.6929397243412
exponential,65,25,0,-1,,0,0.999999,1686.410791642386
exponential,65,26,0,-1,,0,0.9999747362341204,1728.1823669622797
exponential,65,27,0,-1,,0,0.98578689077184,1737.1407054730919
exponential,65,28,0,-1,,0,0.9219596722511055,1725.1572321229332
exponential,65,29,0,-1,,0,0.9999972920170974,1731.2512021967377
exponential,65,30,0,-1,,0,0.9942885687154559,1720.596238095612
exponential,65,31,0,-1,,0,0.9906625276414492,1728.3448172867616
exponential,65,32,0,-1,,0,0.999999,1724.895542787185
exponential,65,33,0,-1,,0,0.9983664344891285,1728.2528808889715
exponential,65,34,0,-1,,0,0.998986229915985,1717.9006291587236
exponential,65,35,0,-1,,0,0.999999,1724.71382386423
exponential,65,36,0,-1,,0,0.9996731760739798,1729.9361034792814
exponential,65,37,0,-1,,0,0.9997987701769244,1733.355446475088
exponential,65,38,0,-1,,0,0.9946268615736304,1718.5846082947232
exponential,65,39,0,-1,,0,0.8628434187966358,1720.392346804688
exponential,65,40,0,-1,,0,0.999999,1732.4316248388118
exponential,65,41,0,-1,,0,0.999999,1713.4734345410839
exponential,65,42,0,-1,,0,0.999999,1681.4831015631758
exponential,65,43,0,-1,,0,0.999999,1731.9247450961586
exponential,65,44,0,-1,,0,0.999999,1695.716540502715
exponential,65,45,0,-1,,0,0.9997921994415592,1740.0980659643035
exponential,65,46,0,-1,,0,0.9805121675142253,1736.7379416862855
exponential,65,47,0,-1,,0,0.9995755150428911,1720.700843149094
exponential,65,48,0,-1,,0,0.999999,1737.771046631194
exponential,65,49,0,-1,,0,0.9235856932380258,1729.987461900386
exponential,65,50,0,-1,,0,0.9979395684419208,1726.2073428502918
exponential,65,51,0,-1,,0,0.999999,1737.0649959509067
exponential,65,52,0,-1,,0,0.999999,1718.7300640625997
exponential,65,53,0,-1,,0,0.999999,1730.3822059716626
exponential,65,54,0,-1,,0,0.9998897691992229,1734.8798015408302
exponential,65,55,0,-1,,0,0.999999,1687.4614465224668
exponential,65,56,0,-1,,0,0.9993339827260306,1727.5368773905054
exponential,65,57,0,-1,,0,0.999999,1723.2652098150702
exponential,65,58,0,-1,,0,0.9999725115666381,1726.9090560438294
exponential,65,59,0,-1,,0,0.999999,1735.1432154867684
exponential,65,60,0,-1,,0,0.999999,1715.845058394832
exponential,65,61,0,-1,,0,0.999999,1711.0753094692789
exponential,65,62,0,-1,,0,0.9997174922233709,1723.3215203871882
exponential,65,63,0,-1,,0,0.9998364789651838,1731.465698893027
exponential,65,64,0,-1,,0,0.999999,1722.823113341857
exponential,65,65,0,-1,,0,0.998540341053391,1719.6560629071569
exponential,65,66,0,-1,,0,0.9999873095444434,1731.3454994731185
exponential,65,67,0,-1,,0,0.999999,1729.8863340988466
exponential,65,68,0,-1,,0,0.999999,1737.3073477424116
exponential,65,69,0,-1,,0,0.9999696212613252,1729.5748914162823
exponential,65,70,0,-1,,0,0.999999,1719.4616708897713
exponential,65,71,0,-1,,0,0.9932487245276049,1727.8407710509446
exponential,65,72,0,-1,,0,0.999999,1722.8338336986742
exponential,65,73,0,-1,,0,0.9978373449773444,1737.7496382770908
exponential,65,74,0,-1,,0,0.9998951160533955,1731.8755219267643
